env_local_scale,pathway_name,pathway_id,expr_sum
mineral horizon [ENVO:03600011],MAPK signaling pathway - fly [PATH:ko04013],map04013,11154.272727272728
mineral horizon [ENVO:03600011],MAPK signaling pathway - plant [PATH:ko04016],map04016,10222.363636363636
mineral horizon [ENVO:03600011],MAPK signaling pathway - yeast [PATH:ko04011],map04011,13610.545454545454
mineral horizon [ENVO:03600011],MAPK signaling pathway [PATH:ko04010],map04010,5386.0
mineral horizon [ENVO:03600011],Malaria [PATH:ko05144],map05144,20.22222222222222
mineral horizon [ENVO:03600011],Mannose type O-glycan biosynthesis [PATH:ko00515],map00515,455.6363636363636
mineral horizon [ENVO:03600011],Maturity onset diabetes of the young [PATH:ko04950],map04950,8.0
mineral horizon [ENVO:03600011],Measles [PATH:ko05162],map05162,6330.090909090909
mineral horizon [ENVO:03600011],Meiosis - yeast [PATH:ko04113],map04113,14757.727272727272
mineral horizon [ENVO:03600011],Melanogenesis [PATH:ko04916],map04916,2940.818181818182
mineral horizon [ENVO:03600011],Melanoma [PATH:ko05218],map05218,883.3636363636364
mineral horizon [ENVO:03600011],Membrane trafficking [BR:ko04131],map04131,56622.36363636364
mineral horizon [ENVO:03600011],Messenger RNA biogenesis [BR:ko03019],map03019,179252.9090909091
mineral horizon [ENVO:03600011],Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],map00980,15658.363636363636
mineral horizon [ENVO:03600011],Methane metabolism [PATH:ko00680],map00680,132364.45454545456
mineral horizon [ENVO:03600011],MicroRNAs in cancer [PATH:ko05206],map05206,4778.090909090909
mineral horizon [ENVO:03600011],Mineral absorption [PATH:ko04978],map04978,2533.4545454545455
mineral horizon [ENVO:03600011],Mismatch repair [PATH:ko03430],map03430,21911.272727272728
mineral horizon [ENVO:03600011],Mitochondrial biogenesis [BR:ko03029],map03029,327242.2727272727
mineral horizon [ENVO:03600011],Mitophagy - animal [PATH:ko04137],map04137,19423.18181818182
mineral horizon [ENVO:03600011],Mitophagy - yeast [PATH:ko04139],map04139,1285.2727272727273
mineral horizon [ENVO:03600011],Monobactam biosynthesis [PATH:ko00261],map00261,18449.090909090908
mineral horizon [ENVO:03600011],Monoterpenoid biosynthesis [PATH:ko00902],map00902,10.0
mineral horizon [ENVO:03600011],Morphine addiction [PATH:ko05032],map05032,669.6363636363636
mineral horizon [ENVO:03600011],Motor proteins [PATH:ko04814],map04814,13291.181818181818
mineral horizon [ENVO:03600011],Mucin type O-glycan biosynthesis [PATH:ko00512],map00512,22.666666666666668
mineral horizon [ENVO:03600011],Mycolic acid biosynthesis [PATH:ko00074],map00074,13263.09090909091
mineral horizon [ENVO:03600011],N-Glycan biosynthesis [PATH:ko00510],map00510,2865.6363636363635
mineral horizon [ENVO:03600011],NF-kappa B signaling pathway [PATH:ko04064],map04064,247.8181818181818
mineral horizon [ENVO:03600011],NOD-like receptor signaling pathway [PATH:ko04621],map04621,35590.63636363636
mineral horizon [ENVO:03600011],Naphthalene degradation [PATH:ko00626],map00626,8265.545454545454
mineral horizon [ENVO:03600011],Natural killer cell mediated cytotoxicity [PATH:ko04650],map04650,2668.4545454545455
mineral horizon [ENVO:03600011],Necroptosis [PATH:ko04217],map04217,35867.27272727273
mineral horizon [ENVO:03600011],"Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]",map00524,1695.0
mineral horizon [ENVO:03600011],Neuroactive ligand-receptor interaction [PATH:ko04080],map04080,320.6363636363636
mineral horizon [ENVO:03600011],Neurotrophin signaling pathway [PATH:ko04722],map04722,4521.727272727273
mineral horizon [ENVO:03600011],Neutrophil extracellular trap formation [PATH:ko04613],map04613,14855.636363636364
mineral horizon [ENVO:03600011],Nicotinate and nicotinamide metabolism [PATH:ko00760],map00760,29249.18181818182
mineral horizon [ENVO:03600011],Nicotine addiction [PATH:ko05033],map05033,48.5
mineral horizon [ENVO:03600011],Nitrogen metabolism [PATH:ko00910],map00910,76191.63636363637
mineral horizon [ENVO:03600011],Nitrotoluene degradation [PATH:ko00633],map00633,16690.454545454544
mineral horizon [ENVO:03600011],Non-alcoholic fatty liver disease [PATH:ko04932],map04932,25298.272727272728
mineral horizon [ENVO:03600011],Non-homologous end-joining [PATH:ko03450],map03450,4890.454545454545
mineral horizon [ENVO:03600011],Non-small cell lung cancer [PATH:ko05223],map05223,1193.3636363636363
mineral horizon [ENVO:03600011],Nonribosomal peptide structures [PATH:ko01054],map01054,971.6363636363636
mineral horizon [ENVO:03600011],Notch signaling pathway [PATH:ko04330],map04330,405.0
mineral horizon [ENVO:03600011],Novobiocin biosynthesis [PATH:ko00401],map00401,9831.272727272728
mineral horizon [ENVO:03600011],Nuclear receptors [BR:ko03310],map03310,34.8
mineral horizon [ENVO:03600011],Nucleocytoplasmic transport [PATH:ko03013],map03013,7340.454545454545
mineral horizon [ENVO:03600011],Nucleotide excision repair [PATH:ko03420],map03420,15011.818181818182
mineral horizon [ENVO:03600011],Nucleotide metabolism,map99984,6.75
mineral horizon [ENVO:03600011],O-Antigen repeat unit biosynthesis [PATH:ko00542],map00542,4344.454545454545
mineral horizon [ENVO:03600011],Olfactory transduction [PATH:ko04740],map04740,895.6363636363636
mineral horizon [ENVO:03600011],One carbon pool by folate [PATH:ko00670],map00670,59362.72727272727
mineral horizon [ENVO:03600011],Oocyte meiosis [PATH:ko04114],map04114,3361.090909090909
mineral horizon [ENVO:03600011],Osteoclast differentiation [PATH:ko04380],map04380,4220.363636363636
mineral horizon [ENVO:03600011],Other carbon fixation pathways [PATH:ko00720],map00720,97026.63636363637
mineral horizon [ENVO:03600011],Other glycan degradation [PATH:ko00511],map00511,5481.363636363636
mineral horizon [ENVO:03600011],Other types of O-glycan biosynthesis [PATH:ko00514],map00514,1295.4545454545455
mineral horizon [ENVO:03600011],Others,map99994,4641.272727272727
mineral horizon [ENVO:03600011],Others,map99998,4686.090909090909
mineral horizon [ENVO:03600011],Others,map99999,8346.636363636364
mineral horizon [ENVO:03600011],Ovarian steroidogenesis [PATH:ko04913],map04913,67.0
mineral horizon [ENVO:03600011],Oxidative phosphorylation [PATH:ko00190],map00190,180837.9090909091
mineral horizon [ENVO:03600011],Oxytocin signaling pathway [PATH:ko04921],map04921,6356.0
mineral horizon [ENVO:03600011],PD-L1 expression and PD-1 checkpoint pathway in cancer [PATH:ko05235],map05235,1479.2727272727273
mineral horizon [ENVO:03600011],PI3K-Akt signaling pathway [PATH:ko04151],map04151,12113.0
mineral horizon [ENVO:03600011],PPAR signaling pathway [PATH:ko03320],map03320,36620.90909090909
mineral horizon [ENVO:03600011],Pancreatic cancer [PATH:ko05212],map05212,2864.0
mineral horizon [ENVO:03600011],Pancreatic secretion [PATH:ko04972],map04972,4401.909090909091
mineral horizon [ENVO:03600011],Pantothenate and CoA biosynthesis [PATH:ko00770],map00770,52666.27272727273
mineral horizon [ENVO:03600011],"Parathyroid hormone synthesis, secretion and action [PATH:ko04928]",map04928,1448.4545454545455
mineral horizon [ENVO:03600011],Parkinson disease [PATH:ko05012],map05012,79797.72727272728
mineral horizon [ENVO:03600011],Pathogenic Escherichia coli infection [PATH:ko05130],map05130,19727.363636363636
mineral horizon [ENVO:03600011],Pathways in cancer [PATH:ko05200],map05200,21764.363636363636
mineral horizon [ENVO:03600011],Pathways of neurodegeneration - multiple diseases [PATH:ko05022],map05022,71871.18181818182
mineral horizon [ENVO:03600011],Pattern recognition receptors [BR:ko04054],map04054,17.5
mineral horizon [ENVO:03600011],Penicillin and cephalosporin biosynthesis [PATH:ko00311],map00311,1205.090909090909
mineral horizon [ENVO:03600011],Pentose and glucuronate interconversions [PATH:ko00040],map00040,22068.81818181818
mineral horizon [ENVO:03600011],Pentose phosphate pathway [PATH:ko00030],map00030,71880.18181818182
mineral horizon [ENVO:03600011],Peptidases and inhibitors [BR:ko01002],map01002,308885.9090909091
mineral horizon [ENVO:03600011],Peptidoglycan biosynthesis [PATH:ko00550],map00550,24454.454545454544
mineral horizon [ENVO:03600011],Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],map01011,47770.454545454544
mineral horizon [ENVO:03600011],Peroxisome [PATH:ko04146],map04146,38944.181818181816
mineral horizon [ENVO:03600011],Pertussis [PATH:ko05133],map05133,15093.818181818182
mineral horizon [ENVO:03600011],Phagosome [PATH:ko04145],map04145,12631.454545454546
mineral horizon [ENVO:03600011],Phenazine biosynthesis [PATH:ko00405],map00405,1117.3636363636363
mineral horizon [ENVO:03600011],Phenylalanine metabolism [PATH:ko00360],map00360,48002.818181818184
mineral horizon [ENVO:03600011],"Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",map00400,29167.81818181818
mineral horizon [ENVO:03600011],Phenylpropanoid biosynthesis [PATH:ko00940],map00940,13649.454545454546
mineral horizon [ENVO:03600011],Phosphatidylinositol signaling system [PATH:ko04070],map04070,4130.454545454545
mineral horizon [ENVO:03600011],Phospholipase D signaling pathway [PATH:ko04072],map04072,2940.818181818182
mineral horizon [ENVO:03600011],Phosphonate and phosphinate metabolism [PATH:ko00440],map00440,947.1818181818181
mineral horizon [ENVO:03600011],Phosphotransferase system (PTS) [PATH:ko02060],map02060,5005.454545454545
mineral horizon [ENVO:03600011],Photosynthesis - antenna proteins [PATH:ko00196],map00196,5.0
mineral horizon [ENVO:03600011],Photosynthesis [PATH:ko00195],map00195,38152.09090909091
mineral horizon [ENVO:03600011],Photosynthesis proteins [BR:ko00194],map00194,42316.09090909091
mineral horizon [ENVO:03600011],Phototransduction - fly [PATH:ko04745],map04745,1695.2727272727273
mineral horizon [ENVO:03600011],Phototransduction [PATH:ko04744],map04744,796.5454545454545
mineral horizon [ENVO:03600011],"Pinene, camphor and geraniol degradation [PATH:ko00907]",map00907,7966.818181818182
mineral horizon [ENVO:03600011],Plant hormone signal transduction [PATH:ko04075],map04075,21669.18181818182
mineral horizon [ENVO:03600011],Plant-pathogen interaction [PATH:ko04626],map04626,69123.45454545454
mineral horizon [ENVO:03600011],Platelet activation [PATH:ko04611],map04611,2809.6363636363635
mineral horizon [ENVO:03600011],Platinum drug resistance [PATH:ko01524],map01524,13752.636363636364
mineral horizon [ENVO:03600011],Polycomb repressive complex [PATH:ko03083],map03083,2159.090909090909
mineral horizon [ENVO:03600011],Polycyclic aromatic hydrocarbon degradation [PATH:ko00624],map00624,5880.090909090909
mineral horizon [ENVO:03600011],Polyketide biosynthesis proteins [BR:ko01008],map01008,19231.18181818182
mineral horizon [ENVO:03600011],Polyketide sugar unit biosynthesis [PATH:ko00523],map00523,4214.636363636364
mineral horizon [ENVO:03600011],Porphyrin metabolism [PATH:ko00860],map00860,36007.0
mineral horizon [ENVO:03600011],Prenyltransferases [BR:ko01006],map01006,9315.454545454546
mineral horizon [ENVO:03600011],Primary bile acid biosynthesis [PATH:ko00120],map00120,575.0909090909091
mineral horizon [ENVO:03600011],Primary immunodeficiency [PATH:ko05340],map05340,322.3636363636364
mineral horizon [ENVO:03600011],Prion disease [PATH:ko05020],map05020,51625.0
mineral horizon [ENVO:03600011],Prodigiosin biosynthesis [PATH:ko00333],map00333,17594.909090909092
mineral horizon [ENVO:03600011],Progesterone-mediated oocyte maturation [PATH:ko04914],map04914,3826.7272727272725
mineral horizon [ENVO:03600011],Prokaryotic defense system [BR:ko02048],map02048,39958.181818181816
mineral horizon [ENVO:03600011],Prolactin signaling pathway [PATH:ko04917],map04917,2571.2727272727275
mineral horizon [ENVO:03600011],Propanoate metabolism [PATH:ko00640],map00640,66528.09090909091
mineral horizon [ENVO:03600011],Prostate cancer [PATH:ko05215],map05215,4290.909090909091
mineral horizon [ENVO:03600011],Proteasome [BR:ko03051],map03051,14592.363636363636
mineral horizon [ENVO:03600011],Proteasome [PATH:ko03050],map03050,7206.090909090909
mineral horizon [ENVO:03600011],Protein digestion and absorption [PATH:ko04974],map04974,2373.2727272727275
mineral horizon [ENVO:03600011],Protein export [PATH:ko03060],map03060,90597.36363636363
mineral horizon [ENVO:03600011],Protein kinases [BR:ko01001],map01001,62618.181818181816
mineral horizon [ENVO:03600011],Protein phosphatases and associated proteins [BR:ko01009],map01009,24963.272727272728
mineral horizon [ENVO:03600011],Protein processing,map99975,21719.272727272728
mineral horizon [ENVO:03600011],Protein processing in endoplasmic reticulum [PATH:ko04141],map04141,24432.272727272728
mineral horizon [ENVO:03600011],Proteoglycans [BR:ko00535],map00535,43.36363636363637
mineral horizon [ENVO:03600011],Proteoglycans in cancer [PATH:ko05205],map05205,8391.727272727272
mineral horizon [ENVO:03600011],Proximal tubule bicarbonate reclamation [PATH:ko04964],map04964,8394.363636363636
mineral horizon [ENVO:03600011],Purine metabolism [PATH:ko00230],map00230,117954.36363636363
mineral horizon [ENVO:03600011],Pyrimidine metabolism [PATH:ko00240],map00240,55444.09090909091
mineral horizon [ENVO:03600011],Pyruvate metabolism [PATH:ko00620],map00620,144715.72727272726
mineral horizon [ENVO:03600011],Quorum sensing [PATH:ko02024],map02024,210487.54545454544
mineral horizon [ENVO:03600011],RIG-I-like receptor signaling pathway [PATH:ko04622],map04622,296.09090909090907
mineral horizon [ENVO:03600011],RNA degradation [PATH:ko03018],map03018,149070.27272727274
mineral horizon [ENVO:03600011],RNA polymerase [PATH:ko03020],map03020,165431.0909090909
mineral horizon [ENVO:03600011],Rap1 signaling pathway [PATH:ko04015],map04015,5067.272727272727
mineral horizon [ENVO:03600011],Ras signaling pathway [PATH:ko04014],map04014,4473.272727272727
mineral horizon [ENVO:03600011],Regulation of actin cytoskeleton [PATH:ko04810],map04810,7545.727272727273
mineral horizon [ENVO:03600011],Regulation of lipolysis in adipocytes [PATH:ko04923],map04923,436.3636363636364
mineral horizon [ENVO:03600011],Relaxin signaling pathway [PATH:ko04926],map04926,1950.6363636363637
mineral horizon [ENVO:03600011],Renal cell carcinoma [PATH:ko05211],map05211,4420.181818181818
mineral horizon [ENVO:03600011],Renin secretion [PATH:ko04924],map04924,1769.4545454545455
mineral horizon [ENVO:03600011],Renin-angiotensin system [PATH:ko04614],map04614,1974.2727272727273
mineral horizon [ENVO:03600011],Replication and repair,map99976,27715.81818181818
mineral horizon [ENVO:03600011],Retinol metabolism [PATH:ko00830],map00830,7480.727272727273
mineral horizon [ENVO:03600011],Retrograde endocannabinoid signaling [PATH:ko04723],map04723,9451.272727272728
mineral horizon [ENVO:03600011],Rheumatoid arthritis [PATH:ko05323],map05323,2476.2727272727275
mineral horizon [ENVO:03600011],Riboflavin metabolism [PATH:ko00740],map00740,7039.454545454545
mineral horizon [ENVO:03600011],Ribosome [BR:ko03011],map03011,531676.2727272727
mineral horizon [ENVO:03600011],Ribosome [PATH:ko03010],map03010,531544.9090909091
mineral horizon [ENVO:03600011],Ribosome biogenesis [BR:ko03009],map03009,101406.54545454546
mineral horizon [ENVO:03600011],Ribosome biogenesis in eukaryotes [PATH:ko03008],map03008,3281.3636363636365
mineral horizon [ENVO:03600011],SNARE interactions in vesicular transport [PATH:ko04130],map04130,486.54545454545456
mineral horizon [ENVO:03600011],Salivary secretion [PATH:ko04970],map04970,2297.3636363636365
mineral horizon [ENVO:03600011],Salmonella infection [PATH:ko05132],map05132,53533.0
mineral horizon [ENVO:03600011],Secondary bile acid biosynthesis [PATH:ko00121],map00121,60.72727272727273
mineral horizon [ENVO:03600011],Secondary metabolism,map99988,2857.090909090909
mineral horizon [ENVO:03600011],Secretion system [BR:ko02044],map02044,310016.63636363635
mineral horizon [ENVO:03600011],Selenocompound metabolism [PATH:ko00450],map00450,41556.454545454544
mineral horizon [ENVO:03600011],Serotonergic synapse [PATH:ko04726],map04726,2232.2727272727275
mineral horizon [ENVO:03600011],Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],map00909,7733.272727272727
mineral horizon [ENVO:03600011],Shigellosis [PATH:ko05131],map05131,30687.545454545456
mineral horizon [ENVO:03600011],Signaling pathways regulating pluripotency of stem cells [PATH:ko04550],map04550,1198.4545454545455
mineral horizon [ENVO:03600011],Signaling proteins,map99995,28735.090909090908
mineral horizon [ENVO:03600011],Small cell lung cancer [PATH:ko05222],map05222,3509.3636363636365
mineral horizon [ENVO:03600011],Sphingolipid metabolism [PATH:ko00600],map00600,6460.636363636364
mineral horizon [ENVO:03600011],Sphingolipid signaling pathway [PATH:ko04071],map04071,5979.090909090909
mineral horizon [ENVO:03600011],Spinocerebellar ataxia [PATH:ko05017],map05017,7674.727272727273
mineral horizon [ENVO:03600011],Spliceosome [BR:ko03041],map03041,29321.363636363636
mineral horizon [ENVO:03600011],Spliceosome [PATH:ko03040],map03040,5588.454545454545
mineral horizon [ENVO:03600011],Staphylococcus aureus infection [PATH:ko05150],map05150,169.0909090909091
mineral horizon [ENVO:03600011],Starch and sucrose metabolism [PATH:ko00500],map00500,47030.818181818184
mineral horizon [ENVO:03600011],Staurosporine biosynthesis [PATH:ko00404],map00404,278.1818181818182
mineral horizon [ENVO:03600011],Steroid biosynthesis [PATH:ko00100],map00100,727.1818181818181
mineral horizon [ENVO:03600011],Steroid degradation [PATH:ko00984],map00984,2214.818181818182
mineral horizon [ENVO:03600011],Steroid hormone biosynthesis [PATH:ko00140],map00140,3718.7272727272725
mineral horizon [ENVO:03600011],"Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]",map00945,198.45454545454547
mineral horizon [ENVO:03600011],Streptomycin biosynthesis [PATH:ko00521],map00521,13896.636363636364
mineral horizon [ENVO:03600011],Structural proteins,map99992,24516.090909090908
mineral horizon [ENVO:03600011],Styrene degradation [PATH:ko00643],map00643,16065.363636363636
mineral horizon [ENVO:03600011],Sulfur metabolism [PATH:ko00920],map00920,61736.90909090909
mineral horizon [ENVO:03600011],Sulfur relay system [PATH:ko04122],map04122,38033.90909090909
mineral horizon [ENVO:03600011],Synaptic vesicle cycle [PATH:ko04721],map04721,1939.4545454545455
mineral horizon [ENVO:03600011],Systemic lupus erythematosus [PATH:ko05322],map05322,17997.545454545456
mineral horizon [ENVO:03600011],T cell receptor signaling pathway [PATH:ko04660],map04660,2320.7272727272725
mineral horizon [ENVO:03600011],TGF-beta signaling pathway [PATH:ko04350],map04350,1751.5454545454545
mineral horizon [ENVO:03600011],TNF signaling pathway [PATH:ko04668],map04668,619.8181818181819
mineral horizon [ENVO:03600011],Taste transduction [PATH:ko04742],map04742,56.18181818181818
mineral horizon [ENVO:03600011],Taurine and hypotaurine metabolism [PATH:ko00430],map00430,19161.454545454544
mineral horizon [ENVO:03600011],Teichoic acid biosynthesis [PATH:ko00552],map00552,6910.727272727273
mineral horizon [ENVO:03600011],Terpenoid backbone biosynthesis [PATH:ko00900],map00900,46203.818181818184
mineral horizon [ENVO:03600011],Tetracycline biosynthesis [PATH:ko00253],map00253,114.36363636363636
mineral horizon [ENVO:03600011],Th1 and Th2 cell differentiation [PATH:ko04658],map04658,999.5454545454545
mineral horizon [ENVO:03600011],Th17 cell differentiation [PATH:ko04659],map04659,3446.3636363636365
mineral horizon [ENVO:03600011],Thermogenesis [PATH:ko04714],map04714,49810.27272727273
mineral horizon [ENVO:03600011],Thiamine metabolism [PATH:ko00730],map00730,34017.63636363636
mineral horizon [ENVO:03600011],Thyroid cancer [PATH:ko05216],map05216,921.2727272727273
mineral horizon [ENVO:03600011],Thyroid hormone signaling pathway [PATH:ko04919],map04919,7871.363636363636
mineral horizon [ENVO:03600011],Thyroid hormone synthesis [PATH:ko04918],map04918,4010.0
mineral horizon [ENVO:03600011],Tight junction [PATH:ko04530],map04530,7974.363636363636
mineral horizon [ENVO:03600011],Toll and Imd signaling pathway [PATH:ko04624],map04624,582.8181818181819
mineral horizon [ENVO:03600011],Toll-like receptor signaling pathway [PATH:ko04620],map04620,1900.3636363636363
mineral horizon [ENVO:03600011],Toluene degradation [PATH:ko00623],map00623,15451.09090909091
mineral horizon [ENVO:03600011],Toxoplasmosis [PATH:ko05145],map05145,6216.181818181818
mineral horizon [ENVO:03600011],Transcription,map99973,138875.0
mineral horizon [ENVO:03600011],Transcription factors [BR:ko03000],map03000,195334.0909090909
mineral horizon [ENVO:03600011],Transcription machinery [BR:ko03021],map03021,450631.9090909091
mineral horizon [ENVO:03600011],Transcriptional misregulation in cancer [PATH:ko05202],map05202,3749.4545454545455
mineral horizon [ENVO:03600011],Transfer RNA biogenesis [BR:ko03016],map03016,119567.72727272728
mineral horizon [ENVO:03600011],Translation,map99974,427.1818181818182
mineral horizon [ENVO:03600011],Translation factors [BR:ko03012],map03012,175018.54545454544
mineral horizon [ENVO:03600011],Transport,map99977,32269.81818181818
mineral horizon [ENVO:03600011],Transporters [BR:ko02000],map02000,734843.5454545454
mineral horizon [ENVO:03600011],"Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]",map00960,10520.545454545454
mineral horizon [ENVO:03600011],Tryptophan metabolism [PATH:ko00380],map00380,62169.454545454544
mineral horizon [ENVO:03600011],Tuberculosis [PATH:ko05152],map05152,90681.0
mineral horizon [ENVO:03600011],Two-component system [BR:ko02022],map02022,77996.09090909091
mineral horizon [ENVO:03600011],Two-component system [PATH:ko02020],map02020,343972.63636363635
mineral horizon [ENVO:03600011],Type I diabetes mellitus [PATH:ko04940],map04940,46241.181818181816
mineral horizon [ENVO:03600011],Type I polyketide structures [PATH:ko01052],map01052,132.45454545454547
mineral horizon [ENVO:03600011],Type II diabetes mellitus [PATH:ko04930],map04930,2045.8181818181818
mineral horizon [ENVO:03600011],Tyrosine metabolism [PATH:ko00350],map00350,36606.545454545456
mineral horizon [ENVO:03600011],Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],map00130,11753.636363636364
mineral horizon [ENVO:03600011],Ubiquitin mediated proteolysis [PATH:ko04120],map04120,12347.545454545454
mineral horizon [ENVO:03600011],Ubiquitin system [BR:ko04121],map04121,17578.727272727272
mineral horizon [ENVO:03600011],VEGF signaling pathway [PATH:ko04370],map04370,2583.3636363636365
mineral horizon [ENVO:03600011],"Valine, leucine and isoleucine biosynthesis [PATH:ko00290]",map00290,46936.0
mineral horizon [ENVO:03600011],"Valine, leucine and isoleucine degradation [PATH:ko00280]",map00280,69338.18181818182
mineral horizon [ENVO:03600011],Vancomycin resistance [PATH:ko01502],map01502,3794.4545454545455
mineral horizon [ENVO:03600011],Various types of N-glycan biosynthesis [PATH:ko00513],map00513,1288.090909090909
mineral horizon [ENVO:03600011],Vascular smooth muscle contraction [PATH:ko04270],map04270,1882.2727272727273
mineral horizon [ENVO:03600011],Vasopressin-regulated water reabsorption [PATH:ko04962],map04962,935.9090909090909
mineral horizon [ENVO:03600011],Vibrio cholerae infection [PATH:ko05110],map05110,2958.3636363636365
mineral horizon [ENVO:03600011],Viral carcinogenesis [PATH:ko05203],map05203,11161.818181818182
mineral horizon [ENVO:03600011],Viral life cycle - HIV-1 [PATH:ko03250],map03250,2198.090909090909
mineral horizon [ENVO:03600011],Viral myocarditis [PATH:ko05416],map05416,6481.454545454545
mineral horizon [ENVO:03600011],Viral proteins [BR:ko03200],map03200,11.363636363636363
mineral horizon [ENVO:03600011],Virion - Bacteriophage lambda [PATH:ko03258],map03258,8.2
mineral horizon [ENVO:03600011],"Virion - Ebolavirus, Lyssavirus and Morbillivirus [PATH:ko03265]",map03265,81.3
mineral horizon [ENVO:03600011],Virion - Flavivirus and Alphavirus [PATH:ko03264],map03264,84.72727272727273
mineral horizon [ENVO:03600011],Virion - Hepatitis viruses [PATH:ko03272],map03272,718.7272727272727
mineral horizon [ENVO:03600011],Virion - Herpesvirus [PATH:ko03266],map03266,50.81818181818182
mineral horizon [ENVO:03600011],Virion - Lassa virus and SFTS virus [PATH:ko03273],map03273,326.8181818181818
mineral horizon [ENVO:03600011],Virion - Orthopoxvirus [PATH:ko03268],map03268,4.0
mineral horizon [ENVO:03600011],Virion - Rotavirus [PATH:ko03271],map03271,7.5
mineral horizon [ENVO:03600011],Vitamin B6 metabolism [PATH:ko00750],map00750,10934.181818181818
mineral horizon [ENVO:03600011],Vitamin digestion and absorption [PATH:ko04977],map04977,545.4545454545455
mineral horizon [ENVO:03600011],Wnt signaling pathway [PATH:ko04310],map04310,3053.7272727272725
mineral horizon [ENVO:03600011],Xylene degradation [PATH:ko00622],map00622,7149.545454545455
mineral horizon [ENVO:03600011],Yersinia infection [PATH:ko05135],map05135,4837.818181818182
mineral horizon [ENVO:03600011],Zeatin biosynthesis [PATH:ko00908],map00908,471.6363636363636
mineral horizon [ENVO:03600011],alpha-Linolenic acid metabolism [PATH:ko00592],map00592,4693.090909090909
mineral horizon [ENVO:03600011],beta-Alanine metabolism [PATH:ko00410],map00410,23221.545454545456
mineral horizon [ENVO:03600011],beta-Lactam resistance [PATH:ko01501],map01501,50200.545454545456
mineral horizon [ENVO:03600011],cAMP signaling pathway [PATH:ko04024],map04024,4474.636363636364
mineral horizon [ENVO:03600011],cGMP-PKG signaling pathway [PATH:ko04022],map04022,4437.0
mineral horizon [ENVO:03600011],mRNA surveillance pathway [PATH:ko03015],map03015,3216.7272727272725
mineral horizon [ENVO:03600011],mTOR signaling pathway [PATH:ko04150],map04150,3414.181818181818
mineral horizon [ENVO:03600011],p53 signaling pathway [PATH:ko04115],map04115,3781.181818181818
organic horizon [ENVO:03600018],ABC transporters [PATH:ko02010],map02010,140227.38461538462
organic horizon [ENVO:03600018],AGE-RAGE signaling pathway in diabetic complications [PATH:ko04933],map04933,2459.5384615384614
organic horizon [ENVO:03600018],AMPK signaling pathway [PATH:ko04152],map04152,11773.923076923076
organic horizon [ENVO:03600018],ATP-dependent chromatin remodeling [PATH:ko03082],map03082,4307.384615384615
organic horizon [ENVO:03600018],Acarbose and validamycin biosynthesis [PATH:ko00525],map00525,2732.3846153846152
organic horizon [ENVO:03600018],Acute myeloid leukemia [PATH:ko05221],map05221,524.8461538461538
organic horizon [ENVO:03600018],Adherens junction [PATH:ko04520],map04520,3873.6153846153848
organic horizon [ENVO:03600018],Adipocytokine signaling pathway [PATH:ko04920],map04920,11196.76923076923
organic horizon [ENVO:03600018],Adrenergic signaling in cardiomyocytes [PATH:ko04261],map04261,3316.6923076923076
organic horizon [ENVO:03600018],Aflatoxin biosynthesis [PATH:ko00254],map00254,123.76923076923077
organic horizon [ENVO:03600018],African trypanosomiasis [PATH:ko05143],map05143,730.9230769230769
organic horizon [ENVO:03600018],"Alanine, aspartate and glutamate metabolism [PATH:ko00250]",map00250,67735.76923076923
organic horizon [ENVO:03600018],Alcoholic liver disease [PATH:ko04936],map04936,18302.076923076922
organic horizon [ENVO:03600018],Alcoholism [PATH:ko05034],map05034,14264.461538461539
organic horizon [ENVO:03600018],Aldosterone synthesis and secretion [PATH:ko04925],map04925,1286.8461538461538
organic horizon [ENVO:03600018],Aldosterone-regulated sodium reabsorption [PATH:ko04960],map04960,719.3846153846154
organic horizon [ENVO:03600018],Alzheimer disease [PATH:ko05010],map05010,47782.230769230766
organic horizon [ENVO:03600018],Amino acid metabolism,map99985,2917.923076923077
organic horizon [ENVO:03600018],Amino acid related enzymes [BR:ko01007],map01007,81989.23076923077
organic horizon [ENVO:03600018],Amino sugar and nucleotide sugar metabolism [PATH:ko00520],map00520,50718.846153846156
organic horizon [ENVO:03600018],Aminoacyl-tRNA biosynthesis [PATH:ko00970],map00970,55920.53846153846
organic horizon [ENVO:03600018],Aminobenzoate degradation [PATH:ko00627],map00627,14037.461538461539
organic horizon [ENVO:03600018],Amoebiasis [PATH:ko05146],map05146,1331.5384615384614
organic horizon [ENVO:03600018],Amphetamine addiction [PATH:ko05031],map05031,1695.923076923077
organic horizon [ENVO:03600018],Amyotrophic lateral sclerosis [PATH:ko05014],map05014,47879.230769230766
organic horizon [ENVO:03600018],Antifolate resistance [PATH:ko01523],map01523,3908.153846153846
organic horizon [ENVO:03600018],Antigen processing and presentation [PATH:ko04612],map04612,8431.307692307691
