env_local_scale,pathway_name,pathway_id,expr_sum
organic horizon [ENVO:03600018],Antimicrobial resistance genes [BR:ko01504],map01504,16721.53846153846
organic horizon [ENVO:03600018],Apelin signaling pathway [PATH:ko04371],map04371,2089.0
organic horizon [ENVO:03600018],Apoptosis - fly [PATH:ko04214],map04214,3288.923076923077
organic horizon [ENVO:03600018],Apoptosis - multiple species [PATH:ko04215],map04215,2214.153846153846
organic horizon [ENVO:03600018],Apoptosis [PATH:ko04210],map04210,10592.538461538461
organic horizon [ENVO:03600018],Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572],map00572,2817.3076923076924
organic horizon [ENVO:03600018],Arachidonic acid metabolism [PATH:ko00590],map00590,403.9230769230769
organic horizon [ENVO:03600018],Arginine and proline metabolism [PATH:ko00330],map00330,35975.61538461538
organic horizon [ENVO:03600018],Arginine biosynthesis [PATH:ko00220],map00220,37950.692307692305
organic horizon [ENVO:03600018],Arrhythmogenic right ventricular cardiomyopathy [PATH:ko05412],map05412,2032.0
organic horizon [ENVO:03600018],Ascorbate and aldarate metabolism [PATH:ko00053],map00053,17259.615384615383
organic horizon [ENVO:03600018],Atrazine degradation [PATH:ko00791],map00791,1617.6923076923076
organic horizon [ENVO:03600018],Autophagy - animal [PATH:ko04140],map04140,10267.076923076924
organic horizon [ENVO:03600018],Autophagy - other [PATH:ko04136],map04136,506.84615384615387
organic horizon [ENVO:03600018],Autophagy - yeast [PATH:ko04138],map04138,2524.230769230769
organic horizon [ENVO:03600018],Axon guidance [PATH:ko04360],map04360,2838.769230769231
organic horizon [ENVO:03600018],Axon regeneration [PATH:ko04361],map04361,2913.153846153846
organic horizon [ENVO:03600018],B cell receptor signaling pathway [PATH:ko04662],map04662,2065.6153846153848
organic horizon [ENVO:03600018],Bacterial chemotaxis [PATH:ko02030],map02030,19619.923076923078
organic horizon [ENVO:03600018],Bacterial invasion of epithelial cells [PATH:ko05100],map05100,5129.2307692307695
organic horizon [ENVO:03600018],Bacterial motility proteins [BR:ko02035],map02035,120143.0
organic horizon [ENVO:03600018],Bacterial secretion system [PATH:ko03070],map03070,92564.92307692308
organic horizon [ENVO:03600018],Bacterial toxins [BR:ko02042],map02042,4749.846153846154
organic horizon [ENVO:03600018],Basal cell carcinoma [PATH:ko05217],map05217,101.53846153846153
organic horizon [ENVO:03600018],Basal transcription factors [PATH:ko03022],map03022,610.3076923076923
organic horizon [ENVO:03600018],Base excision repair [PATH:ko03410],map03410,7782.692307692308
organic horizon [ENVO:03600018],Benzoate degradation [PATH:ko00362],map00362,45360.46153846154
organic horizon [ENVO:03600018],Betalain biosynthesis [PATH:ko00965],map00965,506.6923076923077
organic horizon [ENVO:03600018],Bile secretion [PATH:ko04976],map04976,820.3076923076923
organic horizon [ENVO:03600018],Biofilm formation - Escherichia coli [PATH:ko02026],map02026,56306.46153846154
organic horizon [ENVO:03600018],Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],map02025,56417.61538461538
organic horizon [ENVO:03600018],Biofilm formation - Vibrio cholerae [PATH:ko05111],map05111,67195.84615384616
organic horizon [ENVO:03600018],"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",map00522,4.0
organic horizon [ENVO:03600018],Biosynthesis of ansamycins [PATH:ko01051],map01051,8703.76923076923
organic horizon [ENVO:03600018],Biosynthesis of enediyne antibiotics [PATH:ko01059],map01059,2990.6153846153848
organic horizon [ENVO:03600018],Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053],map01053,1323.3076923076924
organic horizon [ENVO:03600018],Biosynthesis of type II polyketide backbone [PATH:ko01056],map01056,163.46153846153845
organic horizon [ENVO:03600018],Biosynthesis of type II polyketide products [PATH:ko01057],map01057,2772.6923076923076
organic horizon [ENVO:03600018],Biosynthesis of unsaturated fatty acids [PATH:ko01040],map01040,5278.923076923077
organic horizon [ENVO:03600018],Biosynthesis of vancomycin group antibiotics [PATH:ko01055],map01055,2177.846153846154
organic horizon [ENVO:03600018],Biosynthesis of various alkaloids [PATH:ko00996],map00996,49.07692307692308
organic horizon [ENVO:03600018],Biosynthesis of various antibiotics [PATH:ko00998],map00998,11237.153846153846
organic horizon [ENVO:03600018],Biosynthesis of various nucleotide sugars [PATH:ko00541],map00541,27442.615384615383
organic horizon [ENVO:03600018],Biosynthesis of various other secondary metabolites [PATH:ko00997],map00997,842.3076923076923
organic horizon [ENVO:03600018],Biosynthesis of various plant secondary metabolites [PATH:ko00999],map00999,13527.846153846154
organic horizon [ENVO:03600018],Biotin metabolism [PATH:ko00780],map00780,19770.153846153848
organic horizon [ENVO:03600018],Bisphenol degradation [PATH:ko00363],map00363,527.8461538461538
organic horizon [ENVO:03600018],Bladder cancer [PATH:ko05219],map05219,477.2307692307692
organic horizon [ENVO:03600018],Brassinosteroid biosynthesis [PATH:ko00905],map00905,4.0
organic horizon [ENVO:03600018],Breast cancer [PATH:ko05224],map05224,691.1538461538462
organic horizon [ENVO:03600018],Butanoate metabolism [PATH:ko00650],map00650,173701.38461538462
organic horizon [ENVO:03600018],C-type lectin receptor signaling pathway [PATH:ko04625],map04625,1326.3846153846155
organic horizon [ENVO:03600018],C5-Branched dibasic acid metabolism [PATH:ko00660],map00660,31735.076923076922
organic horizon [ENVO:03600018],CD molecules [BR:ko04090],map04090,1112.8461538461538
organic horizon [ENVO:03600018],Caffeine metabolism [PATH:ko00232],map00232,161.69230769230768
organic horizon [ENVO:03600018],Calcium signaling pathway [PATH:ko04020],map04020,2974.923076923077
organic horizon [ENVO:03600018],Caprolactam degradation [PATH:ko00930],map00930,9565.615384615385
organic horizon [ENVO:03600018],Carbapenem biosynthesis [PATH:ko00332],map00332,1139.3846153846155
organic horizon [ENVO:03600018],Carbohydrate digestion and absorption [PATH:ko04973],map04973,910.5384615384615
organic horizon [ENVO:03600018],Carbohydrate metabolism,map99981,2637.153846153846
organic horizon [ENVO:03600018],Carbon fixation by Calvin cycle [PATH:ko00710],map00710,68147.0
organic horizon [ENVO:03600018],Cardiac muscle contraction [PATH:ko04260],map04260,17531.53846153846
organic horizon [ENVO:03600018],Carotenoid biosynthesis [PATH:ko00906],map00906,1025.8461538461538
organic horizon [ENVO:03600018],Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503],map01503,24453.384615384617
organic horizon [ENVO:03600018],Cell adhesion molecules [BR:ko04515],map04515,56.0
organic horizon [ENVO:03600018],Cell adhesion molecules [PATH:ko04514],map04514,45.61538461538461
organic horizon [ENVO:03600018],Cell cycle - Caulobacter [PATH:ko04112],map04112,126577.23076923077
organic horizon [ENVO:03600018],Cell cycle - yeast [PATH:ko04111],map04111,1358.2307692307693
organic horizon [ENVO:03600018],Cell cycle [PATH:ko04110],map04110,1886.6923076923076
organic horizon [ENVO:03600018],Cell growth,map99978,6101.461538461538
organic horizon [ENVO:03600018],Cell motility,map99993,946.3846153846154
organic horizon [ENVO:03600018],Cellular senescence [PATH:ko04218],map04218,3078.6153846153848
organic horizon [ENVO:03600018],Central carbon metabolism in cancer [PATH:ko05230],map05230,23044.69230769231
organic horizon [ENVO:03600018],Chagas disease [PATH:ko05142],map05142,1568.923076923077
organic horizon [ENVO:03600018],Chaperones and folding catalysts [BR:ko03110],map03110,334297.3846153846
organic horizon [ENVO:03600018],Chemical carcinogenesis - DNA adducts [PATH:ko05204],map05204,4871.307692307692
organic horizon [ENVO:03600018],Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],map05208,47421.61538461538
organic horizon [ENVO:03600018],Chemical carcinogenesis - receptor activation [PATH:ko05207],map05207,9138.846153846154
organic horizon [ENVO:03600018],Chemokine signaling pathway [PATH:ko04062],map04062,2527.076923076923
organic horizon [ENVO:03600018],Chloroalkane and chloroalkene degradation [PATH:ko00625],map00625,34892.07692307692
organic horizon [ENVO:03600018],Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361],map00361,14473.538461538461
organic horizon [ENVO:03600018],Cholesterol metabolism [PATH:ko04979],map04979,394.3076923076923
organic horizon [ENVO:03600018],Choline metabolism in cancer [PATH:ko05231],map05231,2239.769230769231
organic horizon [ENVO:03600018],Cholinergic synapse [PATH:ko04725],map04725,797.8461538461538
organic horizon [ENVO:03600018],Chromosome and associated proteins [BR:ko03036],map03036,155576.61538461538
organic horizon [ENVO:03600018],Chronic myeloid leukemia [PATH:ko05220],map05220,501.61538461538464
organic horizon [ENVO:03600018],Cilium and associated proteins [BR:ko03037],map03037,1444.0
organic horizon [ENVO:03600018],Circadian entrainment [PATH:ko04713],map04713,1328.5384615384614
organic horizon [ENVO:03600018],Circadian rhythm - fly [PATH:ko04711],map04711,77.38461538461539
organic horizon [ENVO:03600018],Circadian rhythm - plant [PATH:ko04712],map04712,86.3076923076923
organic horizon [ENVO:03600018],Circadian rhythm [PATH:ko04710],map04710,606.6923076923077
organic horizon [ENVO:03600018],Citrate cycle (TCA cycle) [PATH:ko00020],map00020,101984.84615384616
organic horizon [ENVO:03600018],Clavulanic acid biosynthesis [PATH:ko00331],map00331,10.2
organic horizon [ENVO:03600018],Cobalamin transport and metabolism [PATH:ko04980],map04980,4888.076923076923
organic horizon [ENVO:03600018],Cocaine addiction [PATH:ko05030],map05030,821.9230769230769
organic horizon [ENVO:03600018],Cofactor metabolism,map99987,1934.4615384615386
organic horizon [ENVO:03600018],Collecting duct acid secretion [PATH:ko04966],map04966,937.5384615384615
organic horizon [ENVO:03600018],Colorectal cancer [PATH:ko05210],map05210,4399.538461538462
organic horizon [ENVO:03600018],Complement and coagulation cascades [PATH:ko04610],map04610,29.166666666666668
organic horizon [ENVO:03600018],Coronavirus disease - COVID-19 [PATH:ko05171],map05171,36378.692307692305
organic horizon [ENVO:03600018],Cortisol synthesis and secretion [PATH:ko04927],map04927,65.23076923076923
organic horizon [ENVO:03600018],Cushing syndrome [PATH:ko04934],map04934,2281.923076923077
organic horizon [ENVO:03600018],"Cutin, suberine and wax biosynthesis [PATH:ko00073]",map00073,923.7692307692307
organic horizon [ENVO:03600018],Cyanoamino acid metabolism [PATH:ko00460],map00460,10529.0
organic horizon [ENVO:03600018],Cysteine and methionine metabolism [PATH:ko00270],map00270,72331.07692307692
organic horizon [ENVO:03600018],Cytochrome P450 [BR:ko00199],map00199,3180.846153846154
organic horizon [ENVO:03600018],Cytokine-cytokine receptor interaction [PATH:ko04060],map04060,11.666666666666666
organic horizon [ENVO:03600018],Cytokines and neuropeptides [BR:ko04052],map04052,258.2307692307692
organic horizon [ENVO:03600018],Cytoskeleton in muscle cells [PATH:ko04820],map04820,7668.307692307692
organic horizon [ENVO:03600018],Cytoskeleton proteins [BR:ko04812],map04812,40788.07692307692
organic horizon [ENVO:03600018],Cytosolic DNA-sensing pathway [PATH:ko04623],map04623,133.53846153846155
organic horizon [ENVO:03600018],D-Amino acid metabolism [PATH:ko00470],map00470,7679.307692307692
organic horizon [ENVO:03600018],DNA repair and recombination proteins [BR:ko03400],map03400,281050.6923076923
organic horizon [ENVO:03600018],DNA replication [PATH:ko03030],map03030,19902.46153846154
organic horizon [ENVO:03600018],DNA replication proteins [BR:ko03032],map03032,92602.15384615384
organic horizon [ENVO:03600018],Degradation of flavonoids [PATH:ko00946],map00946,4830.615384615385
organic horizon [ENVO:03600018],Diabetic cardiomyopathy [PATH:ko05415],map05415,54297.0
organic horizon [ENVO:03600018],Dilated cardiomyopathy [PATH:ko05414],map05414,3379.5384615384614
organic horizon [ENVO:03600018],Dioxin degradation [PATH:ko00621],map00621,4294.846153846154
organic horizon [ENVO:03600018],Diterpenoid biosynthesis [PATH:ko00904],map00904,4.0
organic horizon [ENVO:03600018],Domain-containing proteins not elsewhere classified [BR:ko04990],map04990,1446.3076923076924
organic horizon [ENVO:03600018],Dopaminergic synapse [PATH:ko04728],map04728,2363.4615384615386
organic horizon [ENVO:03600018],Dorso-ventral axis formation [PATH:ko04320],map04320,524.8461538461538
organic horizon [ENVO:03600018],Drug metabolism - cytochrome P450 [PATH:ko00982],map00982,13474.615384615385
organic horizon [ENVO:03600018],Drug metabolism - other enzymes [PATH:ko00983],map00983,22355.69230769231
organic horizon [ENVO:03600018],ECM-receptor interaction [PATH:ko04512],map04512,168.0
organic horizon [ENVO:03600018],EGFR tyrosine kinase inhibitor resistance [PATH:ko01521],map01521,1085.8461538461538
organic horizon [ENVO:03600018],Efferocytosis [PATH:ko04148],map04148,7379.538461538462
organic horizon [ENVO:03600018],Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961],map04961,1314.0
organic horizon [ENVO:03600018],Endocrine resistance [PATH:ko01522],map01522,616.2307692307693
organic horizon [ENVO:03600018],Endocytosis [PATH:ko04144],map04144,5857.2307692307695
organic horizon [ENVO:03600018],Endometrial cancer [PATH:ko05213],map05213,579.9230769230769
organic horizon [ENVO:03600018],Energy metabolism,map99982,15931.923076923076
organic horizon [ENVO:03600018],Enzymes with EC numbers,map99980,294034.23076923075
organic horizon [ENVO:03600018],Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120],map05120,3350.4615384615386
organic horizon [ENVO:03600018],Epstein-Barr virus infection [PATH:ko05169],map05169,4845.076923076923
organic horizon [ENVO:03600018],ErbB signaling pathway [PATH:ko04012],map04012,635.7692307692307
organic horizon [ENVO:03600018],Estrogen signaling pathway [PATH:ko04915],map04915,6884.384615384615
organic horizon [ENVO:03600018],Ether lipid metabolism [PATH:ko00565],map00565,4194.076923076923
organic horizon [ENVO:03600018],Ethylbenzene degradation [PATH:ko00642],map00642,2907.846153846154
organic horizon [ENVO:03600018],Exopolysaccharide biosynthesis [PATH:ko00543],map00543,8653.846153846154
organic horizon [ENVO:03600018],Exosome [BR:ko04147],map04147,279398.53846153844
organic horizon [ENVO:03600018],Fanconi anemia pathway [PATH:ko03460],map03460,125.0
organic horizon [ENVO:03600018],Fat digestion and absorption [PATH:ko04975],map04975,11122.0
organic horizon [ENVO:03600018],Fatty acid biosynthesis [PATH:ko00061],map00061,43778.846153846156
organic horizon [ENVO:03600018],Fatty acid degradation [PATH:ko00071],map00071,48867.53846153846
organic horizon [ENVO:03600018],Fatty acid elongation [PATH:ko00062],map00062,367.6923076923077
organic horizon [ENVO:03600018],Fc epsilon RI signaling pathway [PATH:ko04664],map04664,1948.2307692307693
organic horizon [ENVO:03600018],Fc gamma R-mediated phagocytosis [PATH:ko04666],map04666,3209.6923076923076
organic horizon [ENVO:03600018],Ferroptosis [PATH:ko04216],map04216,6487.692307692308
organic horizon [ENVO:03600018],Flagellar assembly [PATH:ko02040],map02040,79876.23076923077
organic horizon [ENVO:03600018],Flavone and flavonol biosynthesis [PATH:ko00944],map00944,74.23076923076923
organic horizon [ENVO:03600018],Flavonoid biosynthesis [PATH:ko00941],map00941,283.84615384615387
organic horizon [ENVO:03600018],Fluid shear stress and atherosclerosis [PATH:ko05418],map05418,27498.153846153848
organic horizon [ENVO:03600018],Fluorobenzoate degradation [PATH:ko00364],map00364,10135.23076923077
organic horizon [ENVO:03600018],Focal adhesion [PATH:ko04510],map04510,4460.461538461538
organic horizon [ENVO:03600018],Folate biosynthesis [PATH:ko00790],map00790,15829.461538461539
organic horizon [ENVO:03600018],Folate transport and metabolism [PATH:ko04981],map04981,6858.538461538462
organic horizon [ENVO:03600018],FoxO signaling pathway [PATH:ko04068],map04068,15726.23076923077
organic horizon [ENVO:03600018],Fructose and mannose metabolism [PATH:ko00051],map00051,32103.0
organic horizon [ENVO:03600018],Function unknown,map99997,143990.46153846153
organic horizon [ENVO:03600018],Furfural degradation [PATH:ko00365],map00365,509.0
organic horizon [ENVO:03600018],G protein-coupled receptors [BR:ko04030],map04030,118.53846153846153
organic horizon [ENVO:03600018],GABAergic synapse [PATH:ko04727],map04727,12991.307692307691
organic horizon [ENVO:03600018],GTP-binding proteins [BR:ko04031],map04031,4249.923076923077
organic horizon [ENVO:03600018],Galactose metabolism [PATH:ko00052],map00052,18060.615384615383
organic horizon [ENVO:03600018],Gap junction [PATH:ko04540],map04540,6795.307692307692
organic horizon [ENVO:03600018],Gastric acid secretion [PATH:ko04971],map04971,2873.4615384615386
organic horizon [ENVO:03600018],Gastric cancer [PATH:ko05226],map05226,933.9230769230769
organic horizon [ENVO:03600018],General function prediction only,map99996,48986.61538461538
organic horizon [ENVO:03600018],Glioma [PATH:ko05214],map05214,1377.0
organic horizon [ENVO:03600018],Global maps only,map09113,8.0
organic horizon [ENVO:03600018],Glucagon signaling pathway [PATH:ko04922],map04922,17283.153846153848
organic horizon [ENVO:03600018],Glucosinolate biosynthesis [PATH:ko00966],map00966,7033.461538461538
organic horizon [ENVO:03600018],Glutamatergic synapse [PATH:ko04724],map04724,11832.461538461539
organic horizon [ENVO:03600018],Glutathione metabolism [PATH:ko00480],map00480,42471.38461538462
organic horizon [ENVO:03600018],Glycan metabolism,map99986,1873.6923076923076
organic horizon [ENVO:03600018],Glycerolipid metabolism [PATH:ko00561],map00561,26346.846153846152
organic horizon [ENVO:03600018],Glycerophospholipid metabolism [PATH:ko00564],map00564,18731.923076923078
organic horizon [ENVO:03600018],"Glycine, serine and threonine metabolism [PATH:ko00260]",map00260,47554.38461538462
organic horizon [ENVO:03600018],Glycolysis / Gluconeogenesis [PATH:ko00010],map00010,144406.84615384616
organic horizon [ENVO:03600018],Glycosaminoglycan binding proteins [BR:ko00536],map00536,1699.2307692307693
organic horizon [ENVO:03600018],Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate [PATH:ko00532],map00532,10.0
organic horizon [ENVO:03600018],Glycosaminoglycan biosynthesis - heparan sulfate / heparin [PATH:ko00534],map00534,11.3
organic horizon [ENVO:03600018],Glycosaminoglycan biosynthesis - keratan sulfate [PATH:ko00533],map00533,3.2
organic horizon [ENVO:03600018],Glycosaminoglycan degradation [PATH:ko00531],map00531,1369.4615384615386
organic horizon [ENVO:03600018],Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604],map00604,398.0769230769231
organic horizon [ENVO:03600018],Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603],map00603,1596.1538461538462
organic horizon [ENVO:03600018],Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601],map00601,4.0
organic horizon [ENVO:03600018],Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ko00563],map00563,318.15384615384613
organic horizon [ENVO:03600018],Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537],map00537,2602.3076923076924
organic horizon [ENVO:03600018],Glycosyltransferases [BR:ko01003],map01003,31900.23076923077
organic horizon [ENVO:03600018],Glyoxylate and dicarboxylate metabolism [PATH:ko00630],map00630,124813.30769230769
organic horizon [ENVO:03600018],GnRH secretion [PATH:ko04929],map04929,421.2307692307692
organic horizon [ENVO:03600018],GnRH signaling pathway [PATH:ko04912],map04912,1333.7692307692307
organic horizon [ENVO:03600018],"Growth hormone synthesis, secretion and action [PATH:ko04935]",map04935,790.8461538461538
organic horizon [ENVO:03600018],HIF-1 signaling pathway [PATH:ko04066],map04066,21849.23076923077
organic horizon [ENVO:03600018],Hedgehog signaling pathway - fly [PATH:ko04341],map04341,722.7692307692307
organic horizon [ENVO:03600018],Hedgehog signaling pathway [PATH:ko04340],map04340,242.3846153846154
organic horizon [ENVO:03600018],Hematopoietic cell lineage [PATH:ko04640],map04640,14.75
organic horizon [ENVO:03600018],Hepatitis B [PATH:ko05161],map05161,2916.6923076923076
organic horizon [ENVO:03600018],Hepatitis C [PATH:ko05160],map05160,3720.846153846154
organic horizon [ENVO:03600018],Hepatocellular carcinoma [PATH:ko05225],map05225,7106.7692307692305
organic horizon [ENVO:03600018],Herpes simplex virus 1 infection [PATH:ko05168],map05168,3094.6153846153848
organic horizon [ENVO:03600018],Hippo signaling pathway - fly [PATH:ko04391],map04391,2708.0
organic horizon [ENVO:03600018],Hippo signaling pathway - multiple species [PATH:ko04392],map04392,138.46153846153845
organic horizon [ENVO:03600018],Hippo signaling pathway [PATH:ko04390],map04390,2941.6153846153848
organic horizon [ENVO:03600018],Histidine metabolism [PATH:ko00340],map00340,42721.846153846156
organic horizon [ENVO:03600018],Homologous recombination [PATH:ko03440],map03440,31239.923076923078
organic horizon [ENVO:03600018],Hormone signaling [PATH:ko04081],map04081,587.7692307692307
organic horizon [ENVO:03600018],Human T-cell leukemia virus 1 infection [PATH:ko05166],map05166,3361.5384615384614
organic horizon [ENVO:03600018],Human cytomegalovirus infection [PATH:ko05163],map05163,6103.384615384615
organic horizon [ENVO:03600018],Human immunodeficiency virus 1 infection [PATH:ko05170],map05170,7023.076923076923
organic horizon [ENVO:03600018],Human papillomavirus infection [PATH:ko05165],map05165,3610.5384615384614
organic horizon [ENVO:03600018],Huntington disease [PATH:ko05016],map05016,49256.307692307695
organic horizon [ENVO:03600018],Hypertrophic cardiomyopathy [PATH:ko05410],map05410,3540.5384615384614
organic horizon [ENVO:03600018],IL-17 signaling pathway [PATH:ko04657],map04657,3255.923076923077
organic horizon [ENVO:03600018],Indole alkaloid biosynthesis [PATH:ko00901],map00901,358.6923076923077
organic horizon [ENVO:03600018],Inflammatory bowel disease [PATH:ko05321],map05321,5.6
organic horizon [ENVO:03600018],Inflammatory mediator regulation of TRP channels [PATH:ko04750],map04750,958.3846153846154
organic horizon [ENVO:03600018],Influenza A [PATH:ko05164],map05164,5906.307692307692
organic horizon [ENVO:03600018],Inositol phosphate metabolism [PATH:ko00562],map00562,17791.0
organic horizon [ENVO:03600018],Insect hormone biosynthesis [PATH:ko00981],map00981,5839.076923076923
organic horizon [ENVO:03600018],Insulin resistance [PATH:ko04931],map04931,11562.615384615385
organic horizon [ENVO:03600018],Insulin secretion [PATH:ko04911],map04911,461.38461538461536
organic horizon [ENVO:03600018],Insulin signaling pathway [PATH:ko04910],map04910,12332.0
organic horizon [ENVO:03600018],Ion channels [BR:ko04040],map04040,339.84615384615387
organic horizon [ENVO:03600018],Isoflavonoid biosynthesis [PATH:ko00943],map00943,171.0
organic horizon [ENVO:03600018],Isoquinoline alkaloid biosynthesis [PATH:ko00950],map00950,5686.923076923077
organic horizon [ENVO:03600018],JAK-STAT signaling pathway [PATH:ko04630],map04630,182.6153846153846
organic horizon [ENVO:03600018],Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167],map05167,11248.692307692309
organic horizon [ENVO:03600018],Lectins [BR:ko04091],map04091,580.3846153846154
organic horizon [ENVO:03600018],Legionellosis [PATH:ko05134],map05134,76029.76923076923
organic horizon [ENVO:03600018],Leishmaniasis [PATH:ko05140],map05140,5253.307692307692
organic horizon [ENVO:03600018],Leukocyte transendothelial migration [PATH:ko04670],map04670,3729.4615384615386
organic horizon [ENVO:03600018],Limonene degradation [PATH:ko00903],map00903,9413.76923076923
organic horizon [ENVO:03600018],Linoleic acid metabolism [PATH:ko00591],map00591,863.2307692307693
organic horizon [ENVO:03600018],Lipid and atherosclerosis [PATH:ko05417],map05417,62524.46153846154
organic horizon [ENVO:03600018],Lipid biosynthesis proteins [BR:ko01004],map01004,60290.61538461538
organic horizon [ENVO:03600018],Lipid metabolism,map99983,341.0
organic horizon [ENVO:03600018],Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571],map00571,1816.076923076923
organic horizon [ENVO:03600018],Lipoic acid metabolism [PATH:ko00785],map00785,35056.38461538462
organic horizon [ENVO:03600018],Lipopolysaccharide biosynthesis [PATH:ko00540],map00540,8369.615384615385
organic horizon [ENVO:03600018],Lipopolysaccharide biosynthesis proteins [BR:ko01005],map01005,18196.153846153848
organic horizon [ENVO:03600018],Long-term depression [PATH:ko04730],map04730,730.7692307692307
organic horizon [ENVO:03600018],Long-term potentiation [PATH:ko04720],map04720,1396.4615384615386
organic horizon [ENVO:03600018],Longevity regulating pathway - multiple species [PATH:ko04213],map04213,33009.769230769234
organic horizon [ENVO:03600018],Longevity regulating pathway - worm [PATH:ko04212],map04212,105998.23076923077
organic horizon [ENVO:03600018],Longevity regulating pathway [PATH:ko04211],map04211,10341.461538461539
organic horizon [ENVO:03600018],Lysine biosynthesis [PATH:ko00300],map00300,23244.0
organic horizon [ENVO:03600018],Lysine degradation [PATH:ko00310],map00310,38954.38461538462
organic horizon [ENVO:03600018],Lysosome [PATH:ko04142],map04142,12194.384615384615
organic horizon [ENVO:03600018],MAPK signaling pathway - fly [PATH:ko04013],map04013,9707.923076923076
organic horizon [ENVO:03600018],MAPK signaling pathway - plant [PATH:ko04016],map04016,6722.923076923077
organic horizon [ENVO:03600018],MAPK signaling pathway - yeast [PATH:ko04011],map04011,5030.461538461538
organic horizon [ENVO:03600018],MAPK signaling pathway [PATH:ko04010],map04010,4820.0
organic horizon [ENVO:03600018],Malaria [PATH:ko05144],map05144,15.0
organic horizon [ENVO:03600018],Mannose type O-glycan biosynthesis [PATH:ko00515],map00515,783.1538461538462
organic horizon [ENVO:03600018],Maturity onset diabetes of the young [PATH:ko04950],map04950,6.0
organic horizon [ENVO:03600018],Measles [PATH:ko05162],map05162,5361.615384615385
organic horizon [ENVO:03600018],Meiosis - yeast [PATH:ko04113],map04113,8133.076923076923
organic horizon [ENVO:03600018],Melanogenesis [PATH:ko04916],map04916,1734.2307692307693
organic horizon [ENVO:03600018],Melanoma [PATH:ko05218],map05218,420.7692307692308
organic horizon [ENVO:03600018],Membrane trafficking [BR:ko04131],map04131,67817.84615384616
organic horizon [ENVO:03600018],Messenger RNA biogenesis [BR:ko03019],map03019,154120.46153846153
organic horizon [ENVO:03600018],Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],map00980,13144.846153846154
organic horizon [ENVO:03600018],Methane metabolism [PATH:ko00680],map00680,106476.61538461539
organic horizon [ENVO:03600018],MicroRNAs in cancer [PATH:ko05206],map05206,2647.6923076923076
organic horizon [ENVO:03600018],Mineral absorption [PATH:ko04978],map04978,1548.4615384615386
organic horizon [ENVO:03600018],Mismatch repair [PATH:ko03430],map03430,20355.923076923078
organic horizon [ENVO:03600018],Mitochondrial biogenesis [BR:ko03029],map03029,278604.23076923075
organic horizon [ENVO:03600018],Mitophagy - animal [PATH:ko04137],map04137,11738.538461538461
organic horizon [ENVO:03600018],Mitophagy - yeast [PATH:ko04139],map04139,540.8461538461538
organic horizon [ENVO:03600018],Monobactam biosynthesis [PATH:ko00261],map00261,12644.153846153846
organic horizon [ENVO:03600018],Monoterpenoid biosynthesis [PATH:ko00902],map00902,10.3
organic horizon [ENVO:03600018],Morphine addiction [PATH:ko05032],map05032,393.84615384615387
organic horizon [ENVO:03600018],Motor proteins [PATH:ko04814],map04814,13793.846153846154
organic horizon [ENVO:03600018],Mucin type O-glycan biosynthesis [PATH:ko00512],map00512,14.636363636363637
organic horizon [ENVO:03600018],Mycolic acid biosynthesis [PATH:ko00074],map00074,14073.76923076923
organic horizon [ENVO:03600018],N-Glycan biosynthesis [PATH:ko00510],map00510,3714.6923076923076
organic horizon [ENVO:03600018],NF-kappa B signaling pathway [PATH:ko04064],map04064,122.38461538461539
organic horizon [ENVO:03600018],NOD-like receptor signaling pathway [PATH:ko04621],map04621,30297.153846153848
organic horizon [ENVO:03600018],Naphthalene degradation [PATH:ko00626],map00626,9191.538461538461
organic horizon [ENVO:03600018],Natural killer cell mediated cytotoxicity [PATH:ko04650],map04650,1990.0
organic horizon [ENVO:03600018],Necroptosis [PATH:ko04217],map04217,26266.846153846152
organic horizon [ENVO:03600018],"Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]",map00524,1640.2307692307693
organic horizon [ENVO:03600018],Neuroactive ligand-receptor interaction [PATH:ko04080],map04080,334.7692307692308
organic horizon [ENVO:03600018],Neurotrophin signaling pathway [PATH:ko04722],map04722,3642.076923076923
organic horizon [ENVO:03600018],Neutrophil extracellular trap formation [PATH:ko04613],map04613,17048.46153846154
organic horizon [ENVO:03600018],Nicotinate and nicotinamide metabolism [PATH:ko00760],map00760,25053.23076923077
