pathway_id,pathway_name,p_value,n_samples,q_value
map04917,Prolactin signaling pathway [PATH:ko04917],0.4607708905522918,24,1.0
map04668,TNF signaling pathway [PATH:ko04668],0.4607708905522918,24,1.0
map04664,Fc epsilon RI signaling pathway [PATH:ko04664],0.4607708905522918,24,1.0
map04916,Melanogenesis [PATH:ko04916],0.4607708905522918,24,1.0
map04670,Leukocyte transendothelial migration [PATH:ko04670],0.4607708905522918,24,1.0
map04710,Circadian rhythm [PATH:ko04710],0.4607708905522918,24,1.0
map04662,B cell receptor signaling pathway [PATH:ko04662],0.4607708905522918,24,1.0
map04918,Thyroid hormone synthesis [PATH:ko04918],0.4607708905522918,24,1.0
map04910,Insulin signaling pathway [PATH:ko04910],0.4607708905522918,24,1.0
map04723,Retrograde endocannabinoid signaling [PATH:ko04723],0.4607708905522918,24,1.0
map04217,Necroptosis [PATH:ko04217],0.4607708905522918,24,1.0
map04721,Synaptic vesicle cycle [PATH:ko04721],0.4607708905522918,24,1.0
map04137,Mitophagy - animal [PATH:ko04137],0.4607708905522918,24,1.0
map04138,Autophagy - yeast [PATH:ko04138],0.4607708905522918,24,1.0
map04140,Autophagy - animal [PATH:ko04140],0.4607708905522918,24,1.0
map04141,Protein processing in endoplasmic reticulum [PATH:ko04141],0.4607708905522918,24,1.0
map04144,Endocytosis [PATH:ko04144],0.4607708905522918,24,1.0
map04145,Phagosome [PATH:ko04145],0.4607708905522918,24,1.0
map04146,Peroxisome [PATH:ko04146],0.4607708905522918,24,1.0
map04147,Exosome [BR:ko04147],0.4607708905522918,24,1.0
map04148,Efferocytosis [PATH:ko04148],0.4607708905522918,24,1.0
map04150,mTOR signaling pathway [PATH:ko04150],0.4607708905522918,24,1.0
map04151,PI3K-Akt signaling pathway [PATH:ko04151],0.4607708905522918,24,1.0
map04152,AMPK signaling pathway [PATH:ko04152],0.4607708905522918,24,1.0
map04210,Apoptosis [PATH:ko04210],0.4607708905522918,24,1.0
map04211,Longevity regulating pathway [PATH:ko04211],0.4607708905522918,24,1.0
map04212,Longevity regulating pathway - worm [PATH:ko04212],0.4607708905522918,24,1.0
map04213,Longevity regulating pathway - multiple species [PATH:ko04213],0.4607708905522918,24,1.0
map04214,Apoptosis - fly [PATH:ko04214],0.4607708905522918,24,1.0
map04216,Ferroptosis [PATH:ko04216],0.4607708905522918,24,1.0
map04666,Fc gamma R-mediated phagocytosis [PATH:ko04666],0.4607708905522918,24,1.0
map04218,Cellular senescence [PATH:ko04218],0.4607708905522918,24,1.0
map04260,Cardiac muscle contraction [PATH:ko04260],0.4607708905522918,24,1.0
map04261,Adrenergic signaling in cardiomyocytes [PATH:ko04261],0.4607708905522918,24,1.0
map04650,Natural killer cell mediated cytotoxicity [PATH:ko04650],0.4607708905522918,24,1.0
map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],0.4607708905522918,24,1.0
map04726,Serotonergic synapse [PATH:ko04726],0.4607708905522918,24,1.0
map04730,Long-term depression [PATH:ko04730],0.4607708905522918,24,1.0
map04720,Long-term potentiation [PATH:ko04720],0.4607708905522918,24,1.0
map04722,Neurotrophin signaling pathway [PATH:ko04722],0.4607708905522918,24,1.0
map04658,Th1 and Th2 cell differentiation [PATH:ko04658],0.4607708905522918,24,1.0
map04744,Phototransduction [PATH:ko04744],0.4607708905522912,24,1.0
map04659,Th17 cell differentiation [PATH:ko04659],0.4607708905522918,24,1.0
map04139,Mitophagy - yeast [PATH:ko04139],0.4607708905522912,24,1.0
map03265,"Virion - Ebolavirus, Lyssavirus and Morbillivirus [PATH:ko03265]",0.4598887026936869,23,1.0
map05033,Nicotine addiction [PATH:ko05033],0.4598887026936869,23,1.0
map03310,Nuclear receptors [BR:ko03310],0.4598887026936869,23,1.0
map04514,Cell adhesion molecules [PATH:ko04514],0.4598887026936869,23,1.0
map03200,Viral proteins [BR:ko03200],0.45988870269368654,23,1.0
map04054,Pattern recognition receptors [BR:ko04054],0.45894420889282217,22,1.0
map01056,Biosynthesis of type II polyketide backbone [PATH:ko01056],0.45894420889282217,22,1.0
map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin [PATH:ko00534],0.45792971447185155,21,1.0
map05144,Malaria [PATH:ko05144],0.4568361255919623,20,1.0
map00512,Mucin type O-glycan biosynthesis [PATH:ko00512],0.4568361255919623,20,1.0
map04060,Cytokine-cytokine receptor interaction [PATH:ko04060],0.45565260432241894,19,1.0
map00902,Monoterpenoid biosynthesis [PATH:ko00902],0.45565260432241883,19,1.0
map03271,Virion - Rotavirus [PATH:ko03271],0.45296080948699424,17,1.0
map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate [PATH:ko00532],0.4514172112257255,16,1.0
map99984,Nucleotide metabolism,0.44781167431949154,14,1.0
map03258,Virion - Bacteriophage lambda [PATH:ko03258],0.4478116743194913,14,1.0
map04640,Hematopoietic cell lineage [PATH:ko04640],0.4456796413646112,13,1.0
map00533,Glycosaminoglycan biosynthesis - keratan sulfate [PATH:ko00533],0.4404932850652118,11,1.0
map05321,Inflammatory bowel disease [PATH:ko05321],0.43727418891386727,10,1.0
map04610,Complement and coagulation cascades [PATH:ko04610],0.43727418891386727,10,1.0
map00331,Clavulanic acid biosynthesis [PATH:ko00331],0.4231900811268441,7,1.0
map04950,Maturity onset diabetes of the young [PATH:ko04950],0.42319008112684375,7,1.0
map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",0.41588018699550844,6,1.0
map00601,Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601],0.4158801869955082,6,1.0
map00196,Photosynthesis - antenna proteins [PATH:ko00196],0.4060058497098379,5,1.0
map00904,Diterpenoid biosynthesis [PATH:ko00904],0.3916251762710884,4,1.0
map03272,Virion - Hepatitis viruses [PATH:ko03272],0.4607708905522912,24,1.0
map00404,Staurosporine biosynthesis [PATH:ko00404],0.4607708905522912,24,1.0
map03264,Virion - Flavivirus and Alphavirus [PATH:ko03264],0.4607708905522912,24,1.0
map04977,Vitamin digestion and absorption [PATH:ko04977],0.4607708905522912,24,1.0
map00535,Proteoglycans [BR:ko00535],0.46077089055229153,24,1.0
map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ko00563],0.46077089055229153,24,1.0
map04913,Ovarian steroidogenesis [PATH:ko04913],0.46077089055229153,24,1.0
map04142,Lysosome [PATH:ko04142],0.4607708905522912,24,1.0
map00604,Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604],0.4607708905522912,24,1.0
map04740,Olfactory transduction [PATH:ko04740],0.4607708905522912,24,1.0
map04933,AGE-RAGE signaling pathway in diabetic complications [PATH:ko04933],0.4607708905522912,24,1.0
map04131,Membrane trafficking [BR:ko04131],0.4607708905522918,24,1.0
map00930,Caprolactam degradation [PATH:ko00930],0.4607708905522912,24,1.0
map99983,Lipid metabolism,0.4607708905522912,24,1.0
map04624,Toll and Imd signaling pathway [PATH:ko04624],0.4607708905522912,24,1.0
map00906,Carotenoid biosynthesis [PATH:ko00906],0.4607708905522912,24,1.0
map04215,Apoptosis - multiple species [PATH:ko04215],0.4607708905522912,24,1.0
map04660,T cell receptor signaling pathway [PATH:ko04660],0.4607708905522918,24,1.0
map05150,Staphylococcus aureus infection [PATH:ko05150],0.4607708905522912,24,1.0
map05340,Primary immunodeficiency [PATH:ko05340],0.4607708905522912,24,1.0
map04713,Circadian entrainment [PATH:ko04713],0.4607708905522912,24,1.0
map05221,Acute myeloid leukemia [PATH:ko05221],0.4607708905522912,24,1.0
map04136,Autophagy - other [PATH:ko04136],0.4607708905522912,24,1.0
map04512,ECM-receptor interaction [PATH:ko04512],0.4607708905522912,24,1.0
map04550,Signaling pathways regulating pluripotency of stem cells [PATH:ko04550],0.4607708905522912,24,1.0
map04392,Hippo signaling pathway - multiple species [PATH:ko04392],0.4607708905522912,24,1.0
map04080,Neuroactive ligand-receptor interaction [PATH:ko04080],0.4607708905522912,24,1.0
map01521,EGFR tyrosine kinase inhibitor resistance [PATH:ko01521],0.4607708905522912,24,1.0
map04130,SNARE interactions in vesicular transport [PATH:ko04130],0.4607708905522912,24,1.0
map04711,Circadian rhythm - fly [PATH:ko04711],0.4607708905522912,24,1.0
map00643,Styrene degradation [PATH:ko00643],0.4607708905522912,24,1.0
map04515,Cell adhesion molecules [BR:ko04515],0.4607708905522912,24,1.0
map00121,Secondary bile acid biosynthesis [PATH:ko00121],0.4607708905522912,24,1.0
map04122,Sulfur relay system [PATH:ko04122],0.4607708905522918,24,1.0
map04621,NOD-like receptor signaling pathway [PATH:ko04621],0.4607708905522918,24,1.0
map04270,Vascular smooth muscle contraction [PATH:ko04270],0.4607708905522918,24,1.0
map05323,Rheumatoid arthritis [PATH:ko05323],0.4607708905522918,24,1.0
map05410,Hypertrophic cardiomyopathy [PATH:ko05410],0.4607708905522918,24,1.0
map05412,Arrhythmogenic right ventricular cardiomyopathy [PATH:ko05412],0.4607708905522918,24,1.0
map05414,Dilated cardiomyopathy [PATH:ko05414],0.4607708905522918,24,1.0
map05415,Diabetic cardiomyopathy [PATH:ko05415],0.4607708905522918,24,1.0
map05416,Viral myocarditis [PATH:ko05416],0.4607708905522918,24,1.0
map05417,Lipid and atherosclerosis [PATH:ko05417],0.4607708905522918,24,1.0
map05418,Fluid shear stress and atherosclerosis [PATH:ko05418],0.4607708905522918,24,1.0
map99973,Transcription,0.4607708905522918,24,1.0
map99974,Translation,0.4607708905522918,24,1.0
map99975,Protein processing,0.4607708905522918,24,1.0
map99976,Replication and repair,0.4607708905522918,24,1.0
map99978,Cell growth,0.4607708905522918,24,1.0
map05166,Human T-cell leukemia virus 1 infection [PATH:ko05166],0.4607708905522918,24,1.0
map99980,Enzymes with EC numbers,0.4607708905522918,24,1.0
map99981,Carbohydrate metabolism,0.4607708905522918,24,1.0
map99982,Energy metabolism,0.4607708905522918,24,1.0
map99985,Amino acid metabolism,0.4607708905522918,24,1.0
map99986,Glycan metabolism,0.4607708905522918,24,1.0
map99987,Cofactor metabolism,0.4607708905522918,24,1.0
map99988,Secondary metabolism,0.4607708905522918,24,1.0
map99992,Structural proteins,0.4607708905522918,24,1.0
map99993,Cell motility,0.4607708905522918,24,1.0
map99994,Others,0.4607708905522918,24,1.0
map99995,Signaling proteins,0.4607708905522918,24,1.0
map99996,General function prediction only,0.4607708905522918,24,1.0
map99997,Function unknown,0.4607708905522918,24,1.0
map05322,Systemic lupus erythematosus [PATH:ko05322],0.4607708905522918,24,1.0
map05235,PD-L1 expression and PD-1 checkpoint pathway in cancer [PATH:ko05235],0.4607708905522918,24,1.0
map99977,Transport,0.4607708905522918,24,1.0
map05164,Influenza A [PATH:ko05164],0.4607708905522918,24,1.0
map04926,Relaxin signaling pathway [PATH:ko04926],0.4607708905522918,24,1.0
map04927,Cortisol synthesis and secretion [PATH:ko04927],0.4607708905522918,24,1.0
map04928,"Parathyroid hormone synthesis, secretion and action [PATH:ko04928]",0.4607708905522918,24,1.0
map04929,GnRH secretion [PATH:ko04929],0.4607708905522918,24,1.0
map04930,Type II diabetes mellitus [PATH:ko04930],0.4607708905522918,24,1.0
map04931,Insulin resistance [PATH:ko04931],0.4607708905522918,24,1.0
map04932,Non-alcoholic fatty liver disease [PATH:ko04932],0.4607708905522918,24,1.0
map04120,Ubiquitin mediated proteolysis [PATH:ko04120],0.4607708905522918,24,1.0
map04935,"Growth hormone synthesis, secretion and action [PATH:ko04935]",0.4607708905522918,24,1.0
map04936,Alcoholic liver disease [PATH:ko04936],0.4607708905522918,24,1.0
map04940,Type I diabetes mellitus [PATH:ko04940],0.4607708905522918,24,1.0
map04961,Endocrine and other factor-regulated calcium reabsorption [PATH:ko04961],0.4607708905522918,24,1.0
map04981,Folate transport and metabolism [PATH:ko04981],0.4607708905522918,24,1.0
map04962,Vasopressin-regulated water reabsorption [PATH:ko04962],0.4607708905522918,24,1.0
map04964,Proximal tubule bicarbonate reclamation [PATH:ko04964],0.4607708905522918,24,1.0
map04966,Collecting duct acid secretion [PATH:ko04966],0.4607708905522918,24,1.0
map04970,Salivary secretion [PATH:ko04970],0.4607708905522918,24,1.0
map04971,Gastric acid secretion [PATH:ko04971],0.4607708905522918,24,1.0
map04972,Pancreatic secretion [PATH:ko04972],0.4607708905522918,24,1.0
map04973,Carbohydrate digestion and absorption [PATH:ko04973],0.4607708905522918,24,1.0
map04974,Protein digestion and absorption [PATH:ko04974],0.4607708905522918,24,1.0
map04975,Fat digestion and absorption [PATH:ko04975],0.4607708905522918,24,1.0
map04976,Bile secretion [PATH:ko04976],0.4607708905522918,24,1.0
map04978,Mineral absorption [PATH:ko04978],0.4607708905522918,24,1.0
map04979,Cholesterol metabolism [PATH:ko04979],0.4607708905522918,24,1.0
map04980,Cobalamin transport and metabolism [PATH:ko04980],0.4607708905522918,24,1.0
map05163,Human cytomegalovirus infection [PATH:ko05163],0.4607708905522918,24,1.0
map05165,Human papillomavirus infection [PATH:ko05165],0.4607708905522918,24,1.0
map05231,Choline metabolism in cancer [PATH:ko05231],0.4607708905522918,24,1.0
map05230,Central carbon metabolism in cancer [PATH:ko05230],0.4607708905522918,24,1.0
map05226,Gastric cancer [PATH:ko05226],0.4607708905522918,24,1.0
map04341,Hedgehog signaling pathway - fly [PATH:ko04341],0.4607708905522918,24,1.0
map04350,TGF-beta signaling pathway [PATH:ko04350],0.4607708905522918,24,1.0
map04360,Axon guidance [PATH:ko04360],0.4607708905522918,24,1.0
map04361,Axon regeneration [PATH:ko04361],0.4607708905522918,24,1.0
map04370,VEGF signaling pathway [PATH:ko04370],0.4607708905522918,24,1.0
map04371,Apelin signaling pathway [PATH:ko04371],0.4607708905522918,24,1.0
map04380,Osteoclast differentiation [PATH:ko04380],0.4607708905522918,24,1.0
map04390,Hippo signaling pathway [PATH:ko04390],0.4607708905522918,24,1.0
map04391,Hippo signaling pathway - fly [PATH:ko04391],0.4607708905522918,24,1.0
map04510,Focal adhesion [PATH:ko04510],0.4607708905522918,24,1.0
map04520,Adherens junction [PATH:ko04520],0.4607708905522918,24,1.0
map04540,Gap junction [PATH:ko04540],0.4607708905522918,24,1.0
map04657,IL-17 signaling pathway [PATH:ko04657],0.4607708905522918,24,1.0
map04920,Adipocytokine signaling pathway [PATH:ko04920],0.4607708905522918,24,1.0
map04611,Platelet activation [PATH:ko04611],0.4607708905522918,24,1.0
map04612,Antigen processing and presentation [PATH:ko04612],0.4607708905522918,24,1.0
map04613,Neutrophil extracellular trap formation [PATH:ko04613],0.4607708905522918,24,1.0
map04614,Renin-angiotensin system [PATH:ko04614],0.4607708905522918,24,1.0
map04620,Toll-like receptor signaling pathway [PATH:ko04620],0.4607708905522918,24,1.0
map04622,RIG-I-like receptor signaling pathway [PATH:ko04622],0.4607708905522918,24,1.0
map04623,Cytosolic DNA-sensing pathway [PATH:ko04623],0.4607708905522918,24,1.0
map04625,C-type lectin receptor signaling pathway [PATH:ko04625],0.4607708905522918,24,1.0
map04626,Plant-pathogen interaction [PATH:ko04626],0.4607708905522918,24,1.0
map04630,JAK-STAT signaling pathway [PATH:ko04630],0.4607708905522918,24,1.0
map04330,Notch signaling pathway [PATH:ko04330],0.4607708905522918,24,1.0
map04320,Dorso-ventral axis formation [PATH:ko04320],0.4607708905522918,24,1.0
map04310,Wnt signaling pathway [PATH:ko04310],0.4607708905522918,24,1.0
map04340,Hedgehog signaling pathway [PATH:ko04340],0.4607708905522918,24,1.0
map04530,Tight junction [PATH:ko04530],0.4607708905522918,24,1.0
map04921,Oxytocin signaling pathway [PATH:ko04921],0.4607708905522918,24,1.0
map04934,Cushing syndrome [PATH:ko04934],0.4607708905522918,24,1.0
map05167,Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167],0.4607708905522918,24,1.0
map05168,Herpes simplex virus 1 infection [PATH:ko05168],0.4607708905522918,24,1.0
map05169,Epstein-Barr virus infection [PATH:ko05169],0.4607708905522918,24,1.0
map05170,Human immunodeficiency virus 1 infection [PATH:ko05170],0.4607708905522918,24,1.0
map05171,Coronavirus disease - COVID-19 [PATH:ko05171],0.4607708905522918,24,1.0
map05200,Pathways in cancer [PATH:ko05200],0.4607708905522918,24,1.0
map05202,Transcriptional misregulation in cancer [PATH:ko05202],0.4607708905522918,24,1.0
map05203,Viral carcinogenesis [PATH:ko05203],0.4607708905522918,24,1.0
map05204,Chemical carcinogenesis - DNA adducts [PATH:ko05204],0.4607708905522918,24,1.0
map05205,Proteoglycans in cancer [PATH:ko05205],0.4607708905522918,24,1.0
map05206,MicroRNAs in cancer [PATH:ko05206],0.4607708905522918,24,1.0
map05207,Chemical carcinogenesis - receptor activation [PATH:ko05207],0.4607708905522918,24,1.0
map05208,Chemical carcinogenesis - reactive oxygen species [PATH:ko05208],0.4607708905522918,24,1.0
map04121,Ubiquitin system [BR:ko04121],0.4607708905522918,24,1.0
map05210,Colorectal cancer [PATH:ko05210],0.4607708905522918,24,1.0
map05212,Pancreatic cancer [PATH:ko05212],0.4607708905522918,24,1.0
map05213,Endometrial cancer [PATH:ko05213],0.4607708905522918,24,1.0
map05214,Glioma [PATH:ko05214],0.4607708905522918,24,1.0
map05215,Prostate cancer [PATH:ko05215],0.4607708905522918,24,1.0
map05216,Thyroid cancer [PATH:ko05216],0.4607708905522918,24,1.0
map05218,Melanoma [PATH:ko05218],0.4607708905522918,24,1.0
map05219,Bladder cancer [PATH:ko05219],0.4607708905522918,24,1.0
map05220,Chronic myeloid leukemia [PATH:ko05220],0.4607708905522918,24,1.0
map05222,Small cell lung cancer [PATH:ko05222],0.4607708905522918,24,1.0
map05223,Non-small cell lung cancer [PATH:ko05223],0.4607708905522918,24,1.0
map05224,Breast cancer [PATH:ko05224],0.4607708905522918,24,1.0
map05225,Hepatocellular carcinoma [PATH:ko05225],0.4607708905522918,24,1.0
map04923,Regulation of lipolysis in adipocytes [PATH:ko04923],0.4607708905522918,24,1.0
map05211,Renal cell carcinoma [PATH:ko05211],0.4607708905522918,24,1.0
map00942,Anthocyanin biosynthesis [PATH:ko00942],0.31731050786291115,2,1.0
map00905,Brassinosteroid biosynthesis [PATH:ko00905],,2,
