biosample_id,taxon,count
nmdc:bsm-11-3p2mnz08,Candidatus Hydrogenedentes,177
nmdc:bsm-11-3p2mnz08,Candidatus Korarchaeota,115
nmdc:bsm-11-3p2mnz08,Candidatus Latescibacteria,618
nmdc:bsm-11-3p2mnz08,Candidatus Lokiarchaeota,23
nmdc:bsm-11-3p2mnz08,Candidatus Marinimicrobia,357
nmdc:bsm-11-3p2mnz08,Candidatus Melainabacteria,213
nmdc:bsm-11-3p2mnz08,Candidatus Micrarchaeota,14
nmdc:bsm-11-3p2mnz08,Candidatus Microgenomates,790
nmdc:bsm-11-3p2mnz08,Candidatus Nanohaloarchaeota,4
nmdc:bsm-11-3p2mnz08,Candidatus Omnitrophota,908
nmdc:bsm-11-3p2mnz08,Candidatus Parcubacteria,908
nmdc:bsm-11-3p2mnz08,Candidatus Poribacteria,834
nmdc:bsm-11-3p2mnz08,Candidatus Saccharibacteria,654
nmdc:bsm-11-3p2mnz08,Candidatus Sumerlaeota,771
nmdc:bsm-11-3p2mnz08,Candidatus Thermoplasmatota,319
nmdc:bsm-11-3p2mnz08,Chlamydiota,1293
nmdc:bsm-11-3p2mnz08,Chlorobiota,1696
nmdc:bsm-11-3p2mnz08,Chloroflexota,39612
nmdc:bsm-11-3p2mnz08,Chlorophyta,469
nmdc:bsm-11-3p2mnz08,Chordata,361
nmdc:bsm-11-3p2mnz08,Chrysiogenota,187
nmdc:bsm-11-3p2mnz08,Chytridiomycota,249
nmdc:bsm-11-3p2mnz08,Ciliophora,48
nmdc:bsm-11-3p2mnz08,Cnidaria,140
nmdc:bsm-11-3p2mnz08,Coprothermobacterota,52
nmdc:bsm-11-3p2mnz08,Cyanobacteriota,55070
nmdc:bsm-11-3p2mnz08,Deferribacterota,430
nmdc:bsm-11-3p2mnz08,Deinococcota,8306
nmdc:bsm-11-3p2mnz08,Dictyoglomota,185
nmdc:bsm-11-3p2mnz08,Elusimicrobiota,254
nmdc:bsm-11-3p2mnz08,Euglenozoa,37
nmdc:bsm-11-3p2mnz08,Euryarchaeota,8377
nmdc:bsm-11-3p2mnz08,Evosea,101
nmdc:bsm-11-3p2mnz08,Fibrobacterota,535
nmdc:bsm-11-3p2mnz08,Fornicata,4
nmdc:bsm-11-3p2mnz08,Fusobacteriota,323
nmdc:bsm-11-3p2mnz08,Gemmatimonadota,24433
nmdc:bsm-11-3p2mnz08,Haptophyta,99
nmdc:bsm-11-3p2mnz08,Heterolobosea,37
nmdc:bsm-11-3p2mnz08,Ignavibacteriota,1275
nmdc:bsm-11-3p2mnz08,Kiritimatiellota,999
nmdc:bsm-11-3p2mnz08,Lentisphaerota,739
nmdc:bsm-11-3p2mnz08,Microsporidia,7
nmdc:bsm-11-3p2mnz08,Mollusca,67
nmdc:bsm-11-3p2mnz08,Mucoromycota,435
nmdc:bsm-11-3p2mnz08,Mycoplasmatota,139
nmdc:bsm-11-3p2mnz08,Myxococcota,177023
nmdc:bsm-11-3p2mnz08,Nematoda,33
nmdc:bsm-11-3p2mnz08,Nitrososphaerota,1127
nmdc:bsm-11-3p2mnz08,Nitrospinota,863
nmdc:bsm-11-3p2mnz08,Nitrospirota,13797
nmdc:bsm-11-3p2mnz08,Nucleocytoviricota,63
nmdc:bsm-11-3p2mnz08,Oomycota,100
nmdc:bsm-11-3p2mnz08,Parabasalia,77
nmdc:bsm-11-3p2mnz08,Peploviricota,3
nmdc:bsm-11-3p2mnz08,Perkinsozoa,11
nmdc:bsm-11-3p2mnz08,Placozoa,28
nmdc:bsm-11-3p2mnz08,Planctomycetota,99718
nmdc:bsm-11-3p2mnz08,Porifera,189
nmdc:bsm-11-3p2mnz08,Preplasmiviricota,38
nmdc:bsm-11-3p2mnz08,Pseudomonadota,2192413
nmdc:bsm-11-3p2mnz08,Rhodothermota,4493
nmdc:bsm-11-3p2mnz08,Spirochaetota,4183
nmdc:bsm-11-3p2mnz08,Streptophyta,706
nmdc:bsm-11-3p2mnz08,Synergistota,880
nmdc:bsm-11-3p2mnz08,Thermodesulfobacteriota,46207
nmdc:bsm-11-3p2mnz08,Thermomicrobiota,3509
nmdc:bsm-11-3p2mnz08,Thermoproteota,597
nmdc:bsm-11-3p2mnz08,Thermotogota,771
nmdc:bsm-11-3p2mnz08,Uroviricota,969
nmdc:bsm-11-3p2mnz08,Verrucomicrobiota,135540
nmdc:bsm-11-3p2mnz08,Zoopagomycota,148
nmdc:bsm-11-3p2mnz08,candidate division NC10,3027
nmdc:bsm-11-3p2mnz08,candidate division Zixibacteria,544
nmdc:bsm-11-3p2mnz08,"dsDNA viruses, no RNA stage",1147
nmdc:bsm-11-3p2mnz08,dsRNA viruses,1
nmdc:bsm-11-3p2mnz08,unclassified Bacteria,4700
nmdc:bsm-11-3p2mnz08,unclassified Eukaryota,145
nmdc:bsm-11-3p2mnz08,unclassified Viruses,6
nmdc:bsm-11-3p2mnz08,unclassified phages,48
nmdc:bsm-11-3p2mnz08,unclassified virophages,3
nmdc:bsm-11-3p2mnz08,unclassified viruses,2
nmdc:bsm-11-65a4xw75,Acidobacteriota,1199006
nmdc:bsm-11-65a4xw75,Actinomycetota,725158
nmdc:bsm-11-65a4xw75,Annelida,69
nmdc:bsm-11-65a4xw75,Apicomplexa,162
nmdc:bsm-11-65a4xw75,Aquificota,2294
nmdc:bsm-11-65a4xw75,Armatimonadota,7068
nmdc:bsm-11-65a4xw75,Arthropoda,401
nmdc:bsm-11-65a4xw75,Artverviricota,13
nmdc:bsm-11-65a4xw75,Ascomycota,3598
nmdc:bsm-11-65a4xw75,Atribacterota,836
nmdc:bsm-11-65a4xw75,Bacillariophyta,37
nmdc:bsm-11-65a4xw75,Bacillota,84303
nmdc:bsm-11-65a4xw75,Bacteroidota,84952
nmdc:bsm-11-65a4xw75,Balneolota,2031
nmdc:bsm-11-65a4xw75,Basidiomycota,25699
nmdc:bsm-11-65a4xw75,Bdellovibrionota,2844
nmdc:bsm-11-65a4xw75,Blastocladiomycota,31
nmdc:bsm-11-65a4xw75,Caldisericota,105
nmdc:bsm-11-65a4xw75,Calditrichota,666
nmdc:bsm-11-65a4xw75,Campylobacterota,1596
nmdc:bsm-11-65a4xw75,Candidatus Absconditabacteria,5
nmdc:bsm-11-65a4xw75,Candidatus Aerophobetes,705
nmdc:bsm-11-65a4xw75,Candidatus Aminicenantes,2076
nmdc:bsm-11-65a4xw75,Candidatus Bathyarchaeota,650
nmdc:bsm-11-65a4xw75,Candidatus Berkelbacteria,72
nmdc:bsm-11-65a4xw75,Candidatus Bipolaricaulota,137
nmdc:bsm-11-65a4xw75,Candidatus Calescamantes,224
nmdc:bsm-11-65a4xw75,Candidatus Cloacimonadota,276
nmdc:bsm-11-65a4xw75,Candidatus Cryosericota,191
nmdc:bsm-11-65a4xw75,Candidatus Diapherotrites,85
nmdc:bsm-11-65a4xw75,Candidatus Fervidibacteria,1289
nmdc:bsm-11-65a4xw75,Candidatus Gracilibacteria,19
nmdc:bsm-11-65a4xw75,Candidatus Hydrogenedentes,187
nmdc:bsm-11-65a4xw75,Candidatus Hydrothermae,1
nmdc:bsm-11-65a4xw75,Candidatus Korarchaeota,221
nmdc:bsm-11-65a4xw75,Candidatus Latescibacteria,984
nmdc:bsm-11-65a4xw75,Candidatus Lokiarchaeota,31
nmdc:bsm-11-65a4xw75,Candidatus Marinimicrobia,506
nmdc:bsm-11-65a4xw75,Candidatus Melainabacteria,380
nmdc:bsm-11-65a4xw75,Candidatus Micrarchaeota,45
nmdc:bsm-11-65a4xw75,Candidatus Microgenomates,1022
nmdc:bsm-11-65a4xw75,Candidatus Nanohaloarchaeota,5
nmdc:bsm-11-65a4xw75,Candidatus Omnitrophota,1392
nmdc:bsm-11-65a4xw75,Candidatus Parcubacteria,1145
nmdc:bsm-11-65a4xw75,Candidatus Poribacteria,1379
nmdc:bsm-11-65a4xw75,Candidatus Saccharibacteria,581
nmdc:bsm-11-65a4xw75,Candidatus Sumerlaeota,964
nmdc:bsm-11-65a4xw75,Candidatus Thermoplasmatota,896
nmdc:bsm-11-65a4xw75,Cercozoa,1
nmdc:bsm-11-65a4xw75,Chlamydiota,3533
nmdc:bsm-11-65a4xw75,Chlorobiota,2045
nmdc:bsm-11-65a4xw75,Chloroflexota,66155
nmdc:bsm-11-65a4xw75,Chlorophyta,456
nmdc:bsm-11-65a4xw75,Chordata,340
nmdc:bsm-11-65a4xw75,Chrysiogenota,262
nmdc:bsm-11-65a4xw75,Chytridiomycota,281
nmdc:bsm-11-65a4xw75,Ciliophora,60
nmdc:bsm-11-65a4xw75,Cnidaria,154
nmdc:bsm-11-65a4xw75,Coprothermobacterota,74
nmdc:bsm-11-65a4xw75,Cyanobacteriota,73960
nmdc:bsm-11-65a4xw75,Deferribacterota,656
nmdc:bsm-11-65a4xw75,Deinococcota,10176
nmdc:bsm-11-65a4xw75,Dictyoglomota,282
nmdc:bsm-11-65a4xw75,Elusimicrobiota,861
nmdc:bsm-11-65a4xw75,Euglenozoa,47
nmdc:bsm-11-65a4xw75,Euryarchaeota,11660
nmdc:bsm-11-65a4xw75,Evosea,109
nmdc:bsm-11-65a4xw75,Fibrobacterota,464
nmdc:bsm-11-65a4xw75,Fusobacteriota,395
nmdc:bsm-11-65a4xw75,Gemmatimonadota,19839
nmdc:bsm-11-65a4xw75,Haptophyta,69
nmdc:bsm-11-65a4xw75,Heterolobosea,26
nmdc:bsm-11-65a4xw75,Ignavibacteriota,1494
nmdc:bsm-11-65a4xw75,Kiritimatiellota,1169
nmdc:bsm-11-65a4xw75,Lentisphaerota,739
nmdc:bsm-11-65a4xw75,Microsporidia,11
nmdc:bsm-11-65a4xw75,Mollusca,34
nmdc:bsm-11-65a4xw75,Mucoromycota,3716
nmdc:bsm-11-65a4xw75,Mycoplasmatota,178
nmdc:bsm-11-65a4xw75,Myxococcota,85362
nmdc:bsm-11-65a4xw75,Nanoarchaeota,4
nmdc:bsm-11-65a4xw75,Nematoda,16
nmdc:bsm-11-65a4xw75,Nitrososphaerota,10143
nmdc:bsm-11-65a4xw75,Nitrospinota,1391
nmdc:bsm-11-65a4xw75,Nitrospirota,21409
nmdc:bsm-11-65a4xw75,Nucleocytoviricota,104
nmdc:bsm-11-65a4xw75,Oomycota,103
nmdc:bsm-11-65a4xw75,Parabasalia,148
nmdc:bsm-11-65a4xw75,Peploviricota,1
nmdc:bsm-11-65a4xw75,Perkinsozoa,21
nmdc:bsm-11-65a4xw75,Placozoa,31
nmdc:bsm-11-65a4xw75,Planctomycetota,159096
nmdc:bsm-11-65a4xw75,Porifera,172
nmdc:bsm-11-65a4xw75,Preplasmiviricota,28
nmdc:bsm-11-65a4xw75,Pseudomonadota,2049399
nmdc:bsm-11-65a4xw75,Rhodothermota,5606
nmdc:bsm-11-65a4xw75,Spirochaetota,4721
nmdc:bsm-11-65a4xw75,Streptophyta,754
nmdc:bsm-11-65a4xw75,Synergistota,1149
nmdc:bsm-11-65a4xw75,Thermodesulfobacteriota,66504
nmdc:bsm-11-65a4xw75,Thermomicrobiota,4542
nmdc:bsm-11-65a4xw75,Thermoproteota,1468
nmdc:bsm-11-65a4xw75,Thermotogota,1117
nmdc:bsm-11-65a4xw75,Uroviricota,617
nmdc:bsm-11-65a4xw75,Verrucomicrobiota,136957
nmdc:bsm-11-65a4xw75,Zoopagomycota,340
nmdc:bsm-11-65a4xw75,candidate division NC10,5111
nmdc:bsm-11-65a4xw75,candidate division Zixibacteria,810
nmdc:bsm-11-65a4xw75,"dsDNA viruses, no RNA stage",937
nmdc:bsm-11-65a4xw75,unclassified Bacteria,4751
nmdc:bsm-11-65a4xw75,unclassified Eukaryota,154
nmdc:bsm-11-65a4xw75,unclassified Viruses,28
nmdc:bsm-11-65a4xw75,unclassified phages,15
nmdc:bsm-11-65a4xw75,unclassified virophages,7
nmdc:bsm-11-65a4xw75,unclassified viruses,20
nmdc:bsm-11-6m6c9g55,Acidobacteriota,1376895
nmdc:bsm-11-6m6c9g55,Actinomycetota,1279421
nmdc:bsm-11-6m6c9g55,Annelida,417
nmdc:bsm-11-6m6c9g55,Apicomplexa,163
nmdc:bsm-11-6m6c9g55,Aquificota,1688
nmdc:bsm-11-6m6c9g55,Armatimonadota,8053
nmdc:bsm-11-6m6c9g55,Arthropoda,1293
nmdc:bsm-11-6m6c9g55,Artverviricota,23
nmdc:bsm-11-6m6c9g55,Ascomycota,12057
nmdc:bsm-11-6m6c9g55,Atribacterota,648
nmdc:bsm-11-6m6c9g55,Bacillariophyta,21
nmdc:bsm-11-6m6c9g55,Bacillota,75519
nmdc:bsm-11-6m6c9g55,Bacteroidota,175398
nmdc:bsm-11-6m6c9g55,Balneolota,1685
nmdc:bsm-11-6m6c9g55,Basidiomycota,36187
nmdc:bsm-11-6m6c9g55,Bdellovibrionota,2642
nmdc:bsm-11-6m6c9g55,Blastocladiomycota,31
nmdc:bsm-11-6m6c9g55,Caldisericota,83
nmdc:bsm-11-6m6c9g55,Calditrichota,573
nmdc:bsm-11-6m6c9g55,Campylobacterota,1462
nmdc:bsm-11-6m6c9g55,Candidatus Absconditabacteria,2
nmdc:bsm-11-6m6c9g55,Candidatus Aerophobetes,491
nmdc:bsm-11-6m6c9g55,Candidatus Aminicenantes,1555
nmdc:bsm-11-6m6c9g55,Candidatus Bathyarchaeota,232
nmdc:bsm-11-6m6c9g55,Candidatus Berkelbacteria,62
nmdc:bsm-11-6m6c9g55,Candidatus Bipolaricaulota,110
nmdc:bsm-11-6m6c9g55,Candidatus Calescamantes,205
nmdc:bsm-11-6m6c9g55,Candidatus Cloacimonadota,246
nmdc:bsm-11-6m6c9g55,Candidatus Cryosericota,177
nmdc:bsm-11-6m6c9g55,Candidatus Diapherotrites,42
nmdc:bsm-11-6m6c9g55,Candidatus Fervidibacteria,909
nmdc:bsm-11-6m6c9g55,Candidatus Gracilibacteria,12
nmdc:bsm-11-6m6c9g55,Candidatus Hydrogenedentes,159
nmdc:bsm-11-6m6c9g55,Candidatus Hydrothermae,2
nmdc:bsm-11-6m6c9g55,Candidatus Korarchaeota,174
nmdc:bsm-11-6m6c9g55,Candidatus Latescibacteria,742
nmdc:bsm-11-6m6c9g55,Candidatus Lokiarchaeota,17
nmdc:bsm-11-6m6c9g55,Candidatus Marinimicrobia,422
nmdc:bsm-11-6m6c9g55,Candidatus Melainabacteria,232
nmdc:bsm-11-6m6c9g55,Candidatus Micrarchaeota,27
nmdc:bsm-11-6m6c9g55,Candidatus Microgenomates,1316
nmdc:bsm-11-6m6c9g55,Candidatus Nanohaloarchaeota,2
nmdc:bsm-11-6m6c9g55,Candidatus Omnitrophota,1165
nmdc:bsm-11-6m6c9g55,Candidatus Parcubacteria,519
nmdc:bsm-11-6m6c9g55,Candidatus Poribacteria,958
nmdc:bsm-11-6m6c9g55,Candidatus Saccharibacteria,1176
nmdc:bsm-11-6m6c9g55,Candidatus Sumerlaeota,776
nmdc:bsm-11-6m6c9g55,Candidatus Thermoplasmatota,815
nmdc:bsm-11-6m6c9g55,Cercozoa,3
nmdc:bsm-11-6m6c9g55,Chlamydiota,4180
nmdc:bsm-11-6m6c9g55,Chlorobiota,1774
nmdc:bsm-11-6m6c9g55,Chloroflexota,37796
nmdc:bsm-11-6m6c9g55,Chlorophyta,517
nmdc:bsm-11-6m6c9g55,Chordata,626
nmdc:bsm-11-6m6c9g55,Chrysiogenota,186
nmdc:bsm-11-6m6c9g55,Chytridiomycota,278
nmdc:bsm-11-6m6c9g55,Ciliophora,55
nmdc:bsm-11-6m6c9g55,Cnidaria,405
nmdc:bsm-11-6m6c9g55,Coprothermobacterota,77
nmdc:bsm-11-6m6c9g55,Cyanobacteriota,59873
nmdc:bsm-11-6m6c9g55,Deferribacterota,496
nmdc:bsm-11-6m6c9g55,Deinococcota,8830
nmdc:bsm-11-6m6c9g55,Dictyoglomota,231
nmdc:bsm-11-6m6c9g55,Elusimicrobiota,242
nmdc:bsm-11-6m6c9g55,Euglenozoa,29
nmdc:bsm-11-6m6c9g55,Euryarchaeota,9711
nmdc:bsm-11-6m6c9g55,Evosea,84
nmdc:bsm-11-6m6c9g55,Fibrobacterota,466
nmdc:bsm-11-6m6c9g55,Fornicata,5
nmdc:bsm-11-6m6c9g55,Fusobacteriota,345
nmdc:bsm-11-6m6c9g55,Gemmatimonadota,25688
nmdc:bsm-11-6m6c9g55,Haptophyta,81
nmdc:bsm-11-6m6c9g55,Heterolobosea,29
nmdc:bsm-11-6m6c9g55,Ignavibacteriota,1415
nmdc:bsm-11-6m6c9g55,Kiritimatiellota,1071
nmdc:bsm-11-6m6c9g55,Lentisphaerota,729
nmdc:bsm-11-6m6c9g55,Microsporidia,10
nmdc:bsm-11-6m6c9g55,Mollusca,117
nmdc:bsm-11-6m6c9g55,Mucoromycota,424
nmdc:bsm-11-6m6c9g55,Mycoplasmatota,156
nmdc:bsm-11-6m6c9g55,Myxococcota,104358
nmdc:bsm-11-6m6c9g55,Nanoarchaeota,2
nmdc:bsm-11-6m6c9g55,Nematoda,52
nmdc:bsm-11-6m6c9g55,Nitrososphaerota,1306
nmdc:bsm-11-6m6c9g55,Nitrospinota,1032
nmdc:bsm-11-6m6c9g55,Nitrospirota,16191
nmdc:bsm-11-6m6c9g55,Nucleocytoviricota,86
nmdc:bsm-11-6m6c9g55,Oomycota,126
nmdc:bsm-11-6m6c9g55,Parabasalia,149
nmdc:bsm-11-6m6c9g55,Peploviricota,6
nmdc:bsm-11-6m6c9g55,Perkinsozoa,21
nmdc:bsm-11-6m6c9g55,Placozoa,36
nmdc:bsm-11-6m6c9g55,Planctomycetota,108721
nmdc:bsm-11-6m6c9g55,Porifera,411
nmdc:bsm-11-6m6c9g55,Preplasmiviricota,23
nmdc:bsm-11-6m6c9g55,Pseudomonadota,2041670
nmdc:bsm-11-6m6c9g55,Retro-transcribing viruses,4
nmdc:bsm-11-6m6c9g55,Rhodothermota,4803
nmdc:bsm-11-6m6c9g55,Spirochaetota,4299
nmdc:bsm-11-6m6c9g55,Streptophyta,843
nmdc:bsm-11-6m6c9g55,Synergistota,999
nmdc:bsm-11-6m6c9g55,Thermodesulfobacteriota,53105
nmdc:bsm-11-6m6c9g55,Thermomicrobiota,3613
nmdc:bsm-11-6m6c9g55,Thermoproteota,938
nmdc:bsm-11-6m6c9g55,Thermotogota,858
nmdc:bsm-11-6m6c9g55,Uroviricota,590
nmdc:bsm-11-6m6c9g55,Verrucomicrobiota,130985
nmdc:bsm-11-6m6c9g55,Zoopagomycota,155
nmdc:bsm-11-6m6c9g55,candidate division NC10,3386
nmdc:bsm-11-6m6c9g55,candidate division Zixibacteria,623
nmdc:bsm-11-6m6c9g55,"dsDNA viruses, no RNA stage",706
nmdc:bsm-11-6m6c9g55,dsRNA viruses,1
nmdc:bsm-11-6m6c9g55,ssDNA viruses,3
nmdc:bsm-11-6m6c9g55,unclassified Bacteria,4287
nmdc:bsm-11-6m6c9g55,unclassified Eukaryota,196
nmdc:bsm-11-6m6c9g55,unclassified Viruses,6
nmdc:bsm-11-6m6c9g55,unclassified phages,18
nmdc:bsm-11-6m6c9g55,unclassified virophages,3
nmdc:bsm-11-6m6c9g55,unclassified viruses,22
nmdc:bsm-11-6x067s27,Acidobacteriota,1171537
nmdc:bsm-11-6x067s27,Actinomycetota,1153060
nmdc:bsm-11-6x067s27,Annelida,1480
nmdc:bsm-11-6x067s27,Apicomplexa,177
nmdc:bsm-11-6x067s27,Aquificota,1423
nmdc:bsm-11-6x067s27,Armatimonadota,6735
nmdc:bsm-11-6x067s27,Arthropoda,1620
nmdc:bsm-11-6x067s27,Artverviricota,30
nmdc:bsm-11-6x067s27,Ascomycota,24901
nmdc:bsm-11-6x067s27,Atribacterota,543
nmdc:bsm-11-6x067s27,Bacillariophyta,40
nmdc:bsm-11-6x067s27,Bacillota,64701
nmdc:bsm-11-6x067s27,Bacteroidota,200282
nmdc:bsm-11-6x067s27,Balneolota,1445
nmdc:bsm-11-6x067s27,Basidiomycota,18919
nmdc:bsm-11-6x067s27,Bdellovibrionota,2236
nmdc:bsm-11-6x067s27,Blastocladiomycota,35
nmdc:bsm-11-6x067s27,Caldisericota,73
nmdc:bsm-11-6x067s27,Calditrichota,498
nmdc:bsm-11-6x067s27,Campylobacterota,1227
nmdc:bsm-11-6x067s27,Candidatus Absconditabacteria,2
nmdc:bsm-11-6x067s27,Candidatus Aerophobetes,400
nmdc:bsm-11-6x067s27,Candidatus Aminicenantes,1230
nmdc:bsm-11-6x067s27,Candidatus Bathyarchaeota,219
nmdc:bsm-11-6x067s27,Candidatus Berkelbacteria,47
nmdc:bsm-11-6x067s27,Candidatus Bipolaricaulota,84
nmdc:bsm-11-6x067s27,Candidatus Calescamantes,135
nmdc:bsm-11-6x067s27,Candidatus Cloacimonadota,187
nmdc:bsm-11-6x067s27,Candidatus Cryosericota,143
nmdc:bsm-11-6x067s27,Candidatus Diapherotrites,40
nmdc:bsm-11-6x067s27,Candidatus Fervidibacteria,661
nmdc:bsm-11-6x067s27,Candidatus Gracilibacteria,18
nmdc:bsm-11-6x067s27,Candidatus Hydrogenedentes,120
nmdc:bsm-11-6x067s27,Candidatus Korarchaeota,113
nmdc:bsm-11-6x067s27,Candidatus Latescibacteria,636
nmdc:bsm-11-6x067s27,Candidatus Lokiarchaeota,12
nmdc:bsm-11-6x067s27,Candidatus Marinimicrobia,319
nmdc:bsm-11-6x067s27,Candidatus Melainabacteria,220
nmdc:bsm-11-6x067s27,Candidatus Micrarchaeota,23
nmdc:bsm-11-6x067s27,Candidatus Microgenomates,628
nmdc:bsm-11-6x067s27,Candidatus Nanohaloarchaeota,4
nmdc:bsm-11-6x067s27,Candidatus Omnitrophota,926
nmdc:bsm-11-6x067s27,Candidatus Parcubacteria,818
nmdc:bsm-11-6x067s27,Candidatus Poribacteria,784
nmdc:bsm-11-6x067s27,Candidatus Saccharibacteria,1035
nmdc:bsm-11-6x067s27,Candidatus Sumerlaeota,629
nmdc:bsm-11-6x067s27,Candidatus Thermoplasmatota,737
nmdc:bsm-11-6x067s27,Cercozoa,3
nmdc:bsm-11-6x067s27,Chlamydiota,2327
nmdc:bsm-11-6x067s27,Chlorobiota,1458
nmdc:bsm-11-6x067s27,Chloroflexota,32720
nmdc:bsm-11-6x067s27,Chlorophyta,482
nmdc:bsm-11-6x067s27,Chordata,1061
nmdc:bsm-11-6x067s27,Chrysiogenota,180
nmdc:bsm-11-6x067s27,Chytridiomycota,288
nmdc:bsm-11-6x067s27,Ciliophora,61
nmdc:bsm-11-6x067s27,Cnidaria,758
nmdc:bsm-11-6x067s27,Coprothermobacterota,53
nmdc:bsm-11-6x067s27,Cressdnaviricota,1
nmdc:bsm-11-6x067s27,Cyanobacteriota,49827
nmdc:bsm-11-6x067s27,Deferribacterota,428
nmdc:bsm-11-6x067s27,Deinococcota,7330
nmdc:bsm-11-6x067s27,Dictyoglomota,202
nmdc:bsm-11-6x067s27,Elusimicrobiota,322
nmdc:bsm-11-6x067s27,Euglenozoa,62
nmdc:bsm-11-6x067s27,Euryarchaeota,7905
nmdc:bsm-11-6x067s27,Evosea,91
nmdc:bsm-11-6x067s27,Fibrobacterota,434
nmdc:bsm-11-6x067s27,Fornicata,1
nmdc:bsm-11-6x067s27,Fusobacteriota,320
nmdc:bsm-11-6x067s27,Gemmatimonadota,18928
nmdc:bsm-11-6x067s27,Haptophyta,80
nmdc:bsm-11-6x067s27,Heterolobosea,23
nmdc:bsm-11-6x067s27,Ignavibacteriota,1101
nmdc:bsm-11-6x067s27,Kiritimatiellota,846
nmdc:bsm-11-6x067s27,Lentisphaerota,575
nmdc:bsm-11-6x067s27,Microsporidia,8
nmdc:bsm-11-6x067s27,Mollusca,333
nmdc:bsm-11-6x067s27,Mucoromycota,587
nmdc:bsm-11-6x067s27,Mycoplasmatota,174
nmdc:bsm-11-6x067s27,Myxococcota,96780
nmdc:bsm-11-6x067s27,Nanoarchaeota,1
nmdc:bsm-11-6x067s27,Nematoda,59
nmdc:bsm-11-6x067s27,Nitrososphaerota,1062
nmdc:bsm-11-6x067s27,Nitrospinota,863
nmdc:bsm-11-6x067s27,Nitrospirota,13039
nmdc:bsm-11-6x067s27,Nucleocytoviricota,135
nmdc:bsm-11-6x067s27,Oomycota,100
nmdc:bsm-11-6x067s27,Parabasalia,119
nmdc:bsm-11-6x067s27,Peploviricota,3
nmdc:bsm-11-6x067s27,Perkinsozoa,39
nmdc:bsm-11-6x067s27,Placozoa,54
nmdc:bsm-11-6x067s27,Planctomycetota,79150
nmdc:bsm-11-6x067s27,Porifera,573
nmdc:bsm-11-6x067s27,Preplasmiviricota,25
nmdc:bsm-11-6x067s27,Pseudomonadota,1847047
nmdc:bsm-11-6x067s27,Retro-transcribing viruses,1
nmdc:bsm-11-6x067s27,Rhodothermota,3845
nmdc:bsm-11-6x067s27,Spirochaetota,5367
nmdc:bsm-11-6x067s27,Streptophyta,671
nmdc:bsm-11-6x067s27,Synergistota,880
nmdc:bsm-11-6x067s27,Thermodesulfobacteriota,42760
nmdc:bsm-11-6x067s27,Thermomicrobiota,3037
nmdc:bsm-11-6x067s27,Thermoproteota,704
nmdc:bsm-11-6x067s27,Thermotogota,739
nmdc:bsm-11-6x067s27,Uroviricota,697
nmdc:bsm-11-6x067s27,Verrucomicrobiota,116682
nmdc:bsm-11-6x067s27,Zoopagomycota,163
nmdc:bsm-11-6x067s27,candidate division NC10,2825
nmdc:bsm-11-6x067s27,candidate division Zixibacteria,511
nmdc:bsm-11-6x067s27,dsDNA,1
nmdc:bsm-11-6x067s27,"dsDNA viruses, no RNA stage",962
nmdc:bsm-11-6x067s27,ssDNA viruses,1
nmdc:bsm-11-6x067s27,unclassified Bacteria,3383
nmdc:bsm-11-6x067s27,unclassified Eukaryota,264
