biosample_id,taxon,count
nmdc:bsm-11-6x067s27,unclassified Viruses,10
nmdc:bsm-11-6x067s27,unclassified phages,14
nmdc:bsm-11-6x067s27,unclassified virophages,6
nmdc:bsm-11-6x067s27,unclassified viruses,28
nmdc:bsm-11-7m09me46,Acidobacteriota,1523523
nmdc:bsm-11-7m09me46,Actinomycetota,1019167
nmdc:bsm-11-7m09me46,Annelida,97
nmdc:bsm-11-7m09me46,Apicomplexa,157
nmdc:bsm-11-7m09me46,Aquificota,1732
nmdc:bsm-11-7m09me46,Armatimonadota,8004
nmdc:bsm-11-7m09me46,Arthropoda,722
nmdc:bsm-11-7m09me46,Artverviricota,47
nmdc:bsm-11-7m09me46,Ascomycota,14883
nmdc:bsm-11-7m09me46,Atribacterota,612
nmdc:bsm-11-7m09me46,Bacillariophyta,22
nmdc:bsm-11-7m09me46,Bacillota,71869
nmdc:bsm-11-7m09me46,Bacteroidota,198546
nmdc:bsm-11-7m09me46,Balneolota,1626
nmdc:bsm-11-7m09me46,Basidiomycota,54275
nmdc:bsm-11-7m09me46,Bdellovibrionota,2883
nmdc:bsm-11-7m09me46,Blastocladiomycota,22
nmdc:bsm-11-7m09me46,Caldisericota,69
nmdc:bsm-11-7m09me46,Calditrichota,584
nmdc:bsm-11-7m09me46,Campylobacterota,1422
nmdc:bsm-11-7m09me46,Candidatus Absconditabacteria,2
nmdc:bsm-11-7m09me46,Candidatus Aerophobetes,513
nmdc:bsm-11-7m09me46,Candidatus Aminicenantes,1760
nmdc:bsm-11-7m09me46,Candidatus Bathyarchaeota,260
nmdc:bsm-11-7m09me46,Candidatus Berkelbacteria,59
nmdc:bsm-11-7m09me46,Candidatus Bipolaricaulota,125
nmdc:bsm-11-7m09me46,Candidatus Calescamantes,191
nmdc:bsm-11-7m09me46,Candidatus Cloacimonadota,213
nmdc:bsm-11-7m09me46,Candidatus Cryosericota,175
nmdc:bsm-11-7m09me46,Candidatus Diapherotrites,54
nmdc:bsm-11-7m09me46,Candidatus Fervidibacteria,882
nmdc:bsm-11-7m09me46,Candidatus Gracilibacteria,13
nmdc:bsm-11-7m09me46,Candidatus Hydrogenedentes,168
nmdc:bsm-11-7m09me46,Candidatus Hydrothermae,1
nmdc:bsm-11-7m09me46,Candidatus Korarchaeota,219
nmdc:bsm-11-7m09me46,Candidatus Latescibacteria,762
nmdc:bsm-11-7m09me46,Candidatus Lokiarchaeota,22
nmdc:bsm-11-7m09me46,Candidatus Marinimicrobia,328
nmdc:bsm-11-7m09me46,Candidatus Melainabacteria,273
nmdc:bsm-11-7m09me46,Candidatus Micrarchaeota,16
nmdc:bsm-11-7m09me46,Candidatus Microgenomates,656
nmdc:bsm-11-7m09me46,Candidatus Nanohaloarchaeota,5
nmdc:bsm-11-7m09me46,Candidatus Omnitrophota,1003
nmdc:bsm-11-7m09me46,Candidatus Parcubacteria,444
nmdc:bsm-11-7m09me46,Candidatus Poribacteria,956
nmdc:bsm-11-7m09me46,Candidatus Saccharibacteria,197
nmdc:bsm-11-7m09me46,Candidatus Sumerlaeota,892
nmdc:bsm-11-7m09me46,Candidatus Thermoplasmatota,339
nmdc:bsm-11-7m09me46,Chlamydiota,1601
nmdc:bsm-11-7m09me46,Chlorobiota,1798
nmdc:bsm-11-7m09me46,Chloroflexota,36731
nmdc:bsm-11-7m09me46,Chlorophyta,472
nmdc:bsm-11-7m09me46,Chordata,335
nmdc:bsm-11-7m09me46,Chrysiogenota,221
nmdc:bsm-11-7m09me46,Chytridiomycota,306
nmdc:bsm-11-7m09me46,Ciliophora,41
nmdc:bsm-11-7m09me46,Cnidaria,145
nmdc:bsm-11-7m09me46,Coprothermobacterota,54
nmdc:bsm-11-7m09me46,Cyanobacteriota,64657
nmdc:bsm-11-7m09me46,Deferribacterota,486
nmdc:bsm-11-7m09me46,Deinococcota,8805
nmdc:bsm-11-7m09me46,Dictyoglomota,264
nmdc:bsm-11-7m09me46,Elusimicrobiota,252
nmdc:bsm-11-7m09me46,Euglenozoa,35
nmdc:bsm-11-7m09me46,Euryarchaeota,9169
nmdc:bsm-11-7m09me46,Evosea,72
nmdc:bsm-11-7m09me46,Fibrobacterota,404
nmdc:bsm-11-7m09me46,Fusobacteriota,305
nmdc:bsm-11-7m09me46,Gemmatimonadota,18989
nmdc:bsm-11-7m09me46,Haptophyta,69
nmdc:bsm-11-7m09me46,Heterolobosea,43
nmdc:bsm-11-7m09me46,Ignavibacteriota,1196
nmdc:bsm-11-7m09me46,Kiritimatiellota,918
nmdc:bsm-11-7m09me46,Lentisphaerota,669
nmdc:bsm-11-7m09me46,Microsporidia,8
nmdc:bsm-11-7m09me46,Mollusca,42
nmdc:bsm-11-7m09me46,Mucoromycota,346
nmdc:bsm-11-7m09me46,Mycoplasmatota,150
nmdc:bsm-11-7m09me46,Myxococcota,142053
nmdc:bsm-11-7m09me46,Nanoarchaeota,1
nmdc:bsm-11-7m09me46,Nematoda,32
nmdc:bsm-11-7m09me46,Nitrososphaerota,1302
nmdc:bsm-11-7m09me46,Nitrospinota,1063
nmdc:bsm-11-7m09me46,Nitrospirota,16673
nmdc:bsm-11-7m09me46,Nucleocytoviricota,109
nmdc:bsm-11-7m09me46,Oomycota,105
nmdc:bsm-11-7m09me46,Parabasalia,281
nmdc:bsm-11-7m09me46,Peploviricota,8
nmdc:bsm-11-7m09me46,Perkinsozoa,20
nmdc:bsm-11-7m09me46,Placozoa,26
nmdc:bsm-11-7m09me46,Planctomycetota,134246
nmdc:bsm-11-7m09me46,Porifera,214
nmdc:bsm-11-7m09me46,Preplasmiviricota,25
nmdc:bsm-11-7m09me46,Pseudomonadota,2209978
nmdc:bsm-11-7m09me46,Retro-transcribing viruses,1
nmdc:bsm-11-7m09me46,Rhodothermota,4835
nmdc:bsm-11-7m09me46,Spirochaetota,4370
nmdc:bsm-11-7m09me46,Streptophyta,807
nmdc:bsm-11-7m09me46,Synergistota,971
nmdc:bsm-11-7m09me46,Thermodesulfobacteriota,52327
nmdc:bsm-11-7m09me46,Thermomicrobiota,3288
nmdc:bsm-11-7m09me46,Thermoproteota,1031
nmdc:bsm-11-7m09me46,Thermotogota,772
nmdc:bsm-11-7m09me46,Uroviricota,568
nmdc:bsm-11-7m09me46,Verrucomicrobiota,126532
nmdc:bsm-11-7m09me46,Zoopagomycota,118
nmdc:bsm-11-7m09me46,candidate division NC10,3530
nmdc:bsm-11-7m09me46,candidate division Zixibacteria,587
nmdc:bsm-11-7m09me46,dsDNA viruses,1
nmdc:bsm-11-7m09me46,"dsDNA viruses, no RNA stage",731
nmdc:bsm-11-7m09me46,ssDNA viruses,2
nmdc:bsm-11-7m09me46,unclassified Bacteria,3749
nmdc:bsm-11-7m09me46,unclassified Eukaryota,187
nmdc:bsm-11-7m09me46,unclassified Viruses,9
nmdc:bsm-11-7m09me46,unclassified phages,13
nmdc:bsm-11-7m09me46,unclassified virophages,8
nmdc:bsm-11-7m09me46,unclassified viruses,12
nmdc:bsm-11-7twwzs96,Acidobacteriota,1175151
nmdc:bsm-11-7twwzs96,Actinomycetota,685350
nmdc:bsm-11-7twwzs96,Annelida,58
nmdc:bsm-11-7twwzs96,Apicomplexa,123
nmdc:bsm-11-7twwzs96,Aquificota,1107
nmdc:bsm-11-7twwzs96,Armatimonadota,7172
nmdc:bsm-11-7twwzs96,Arthropoda,355
nmdc:bsm-11-7twwzs96,Artverviricota,2
nmdc:bsm-11-7twwzs96,Ascomycota,35972
nmdc:bsm-11-7twwzs96,Atribacterota,411
nmdc:bsm-11-7twwzs96,Bacillariophyta,29
nmdc:bsm-11-7twwzs96,Bacillota,53735
nmdc:bsm-11-7twwzs96,Bacteroidota,413031
nmdc:bsm-11-7twwzs96,Balneolota,1433
nmdc:bsm-11-7twwzs96,Basidiomycota,29898
nmdc:bsm-11-7twwzs96,Bdellovibrionota,2600
nmdc:bsm-11-7twwzs96,Blastocladiomycota,22
nmdc:bsm-11-7twwzs96,Caldisericota,45
nmdc:bsm-11-7twwzs96,Calditrichota,402
nmdc:bsm-11-7twwzs96,Campylobacterota,1121
nmdc:bsm-11-7twwzs96,Candidatus Absconditabacteria,5
nmdc:bsm-11-7twwzs96,Candidatus Aerophobetes,321
nmdc:bsm-11-7twwzs96,Candidatus Aminicenantes,1142
nmdc:bsm-11-7twwzs96,Candidatus Bathyarchaeota,154
nmdc:bsm-11-7twwzs96,Candidatus Berkelbacteria,58
nmdc:bsm-11-7twwzs96,Candidatus Bipolaricaulota,74
nmdc:bsm-11-7twwzs96,Candidatus Calescamantes,117
nmdc:bsm-11-7twwzs96,Candidatus Cloacimonadota,190
nmdc:bsm-11-7twwzs96,Candidatus Cryosericota,122
nmdc:bsm-11-7twwzs96,Candidatus Diapherotrites,41
nmdc:bsm-11-7twwzs96,Candidatus Fervidibacteria,550
nmdc:bsm-11-7twwzs96,Candidatus Gracilibacteria,21
nmdc:bsm-11-7twwzs96,Candidatus Hydrogenedentes,126
nmdc:bsm-11-7twwzs96,Candidatus Hydrothermae,3
nmdc:bsm-11-7twwzs96,Candidatus Korarchaeota,102
nmdc:bsm-11-7twwzs96,Candidatus Latescibacteria,510
nmdc:bsm-11-7twwzs96,Candidatus Lokiarchaeota,12
nmdc:bsm-11-7twwzs96,Candidatus Marinimicrobia,263
nmdc:bsm-11-7twwzs96,Candidatus Melainabacteria,332
nmdc:bsm-11-7twwzs96,Candidatus Micrarchaeota,11
nmdc:bsm-11-7twwzs96,Candidatus Microgenomates,1120
nmdc:bsm-11-7twwzs96,Candidatus Nanohaloarchaeota,6
nmdc:bsm-11-7twwzs96,Candidatus Omnitrophota,591
nmdc:bsm-11-7twwzs96,Candidatus Parcubacteria,1617
nmdc:bsm-11-7twwzs96,Candidatus Poribacteria,587
nmdc:bsm-11-7twwzs96,Candidatus Saccharibacteria,2061
nmdc:bsm-11-7twwzs96,Candidatus Sumerlaeota,588
nmdc:bsm-11-7twwzs96,Candidatus Thermoplasmatota,217
nmdc:bsm-11-7twwzs96,Cercozoa,1
nmdc:bsm-11-7twwzs96,Chlamydiota,1252
nmdc:bsm-11-7twwzs96,Chlorobiota,1348
nmdc:bsm-11-7twwzs96,Chloroflexota,26634
nmdc:bsm-11-7twwzs96,Chlorophyta,422
nmdc:bsm-11-7twwzs96,Chordata,247
nmdc:bsm-11-7twwzs96,Chrysiogenota,140
nmdc:bsm-11-7twwzs96,Chytridiomycota,191
nmdc:bsm-11-7twwzs96,Ciliophora,58
nmdc:bsm-11-7twwzs96,Cnidaria,75
nmdc:bsm-11-7twwzs96,Coprothermobacterota,24
nmdc:bsm-11-7twwzs96,Cyanobacteriota,49614
nmdc:bsm-11-7twwzs96,Deferribacterota,336
nmdc:bsm-11-7twwzs96,Deinococcota,6903
nmdc:bsm-11-7twwzs96,Dictyoglomota,158
nmdc:bsm-11-7twwzs96,Elusimicrobiota,161
nmdc:bsm-11-7twwzs96,Euglenozoa,25
nmdc:bsm-11-7twwzs96,Euryarchaeota,6653
nmdc:bsm-11-7twwzs96,Evosea,76
nmdc:bsm-11-7twwzs96,Fibrobacterota,461
nmdc:bsm-11-7twwzs96,Fornicata,2
nmdc:bsm-11-7twwzs96,Fusobacteriota,302
nmdc:bsm-11-7twwzs96,Gemmatimonadota,23224
nmdc:bsm-11-7twwzs96,Haptophyta,72
nmdc:bsm-11-7twwzs96,Heterolobosea,66
nmdc:bsm-11-7twwzs96,Ignavibacteriota,934
nmdc:bsm-11-7twwzs96,Kiritimatiellota,904
nmdc:bsm-11-7twwzs96,Lentisphaerota,632
nmdc:bsm-11-7twwzs96,Microsporidia,7
nmdc:bsm-11-7twwzs96,Mollusca,50
nmdc:bsm-11-7twwzs96,Mucoromycota,406
nmdc:bsm-11-7twwzs96,Mycoplasmatota,145
nmdc:bsm-11-7twwzs96,Myxococcota,147324
nmdc:bsm-11-7twwzs96,Nanoarchaeota,4
nmdc:bsm-11-7twwzs96,Nematoda,20
nmdc:bsm-11-7twwzs96,Nitrososphaerota,805
nmdc:bsm-11-7twwzs96,Nitrospinota,701
nmdc:bsm-11-7twwzs96,Nitrospirota,11043
nmdc:bsm-11-7twwzs96,Nucleocytoviricota,47
nmdc:bsm-11-7twwzs96,Oomycota,72
nmdc:bsm-11-7twwzs96,Parabasalia,152
nmdc:bsm-11-7twwzs96,Perkinsozoa,31
nmdc:bsm-11-7twwzs96,Placozoa,18
nmdc:bsm-11-7twwzs96,Planctomycetota,74615
nmdc:bsm-11-7twwzs96,Porifera,159
nmdc:bsm-11-7twwzs96,Preplasmiviricota,36
nmdc:bsm-11-7twwzs96,Pseudomonadota,2318120
nmdc:bsm-11-7twwzs96,Rhodothermota,3696
nmdc:bsm-11-7twwzs96,Spirochaetota,3553
nmdc:bsm-11-7twwzs96,Streptophyta,665
nmdc:bsm-11-7twwzs96,Synergistota,704
nmdc:bsm-11-7twwzs96,Thermodesulfobacteriota,36675
nmdc:bsm-11-7twwzs96,Thermomicrobiota,2117
nmdc:bsm-11-7twwzs96,Thermoproteota,522
nmdc:bsm-11-7twwzs96,Thermotogota,627
nmdc:bsm-11-7twwzs96,Uroviricota,1235
nmdc:bsm-11-7twwzs96,Verrucomicrobiota,163678
nmdc:bsm-11-7twwzs96,Zoopagomycota,111
nmdc:bsm-11-7twwzs96,candidate division NC10,1999
nmdc:bsm-11-7twwzs96,candidate division Zixibacteria,431
nmdc:bsm-11-7twwzs96,dsDNA viruses,2
nmdc:bsm-11-7twwzs96,"dsDNA viruses, no RNA stage",1295
nmdc:bsm-11-7twwzs96,dsRNA viruses,1
nmdc:bsm-11-7twwzs96,ssDNA viruses,5
nmdc:bsm-11-7twwzs96,ssRNA viruses,1
nmdc:bsm-11-7twwzs96,unclassified Bacteria,3690
nmdc:bsm-11-7twwzs96,unclassified Eukaryota,149
nmdc:bsm-11-7twwzs96,unclassified Viruses,6
nmdc:bsm-11-7twwzs96,unclassified phages,34
nmdc:bsm-11-7twwzs96,unclassified virophages,1
nmdc:bsm-11-7twwzs96,unclassified viruses,15
nmdc:bsm-11-93mc8g67,Acidobacteriota,1447871
nmdc:bsm-11-93mc8g67,Actinomycetota,490613
nmdc:bsm-11-93mc8g67,Annelida,67
nmdc:bsm-11-93mc8g67,Apicomplexa,149
nmdc:bsm-11-93mc8g67,Aquificota,2179
nmdc:bsm-11-93mc8g67,Armatimonadota,6822
nmdc:bsm-11-93mc8g67,Arthropoda,282
nmdc:bsm-11-93mc8g67,Artverviricota,3
nmdc:bsm-11-93mc8g67,Ascomycota,4126
nmdc:bsm-11-93mc8g67,Atribacterota,788
nmdc:bsm-11-93mc8g67,Bacillariophyta,35
nmdc:bsm-11-93mc8g67,Bacillota,82316
nmdc:bsm-11-93mc8g67,Bacteroidota,172998
nmdc:bsm-11-93mc8g67,Balneolota,2162
nmdc:bsm-11-93mc8g67,Basidiomycota,51105
nmdc:bsm-11-93mc8g67,Bdellovibrionota,3988
nmdc:bsm-11-93mc8g67,Blastocladiomycota,25
nmdc:bsm-11-93mc8g67,Caldisericota,78
nmdc:bsm-11-93mc8g67,Calditrichota,679
nmdc:bsm-11-93mc8g67,Campylobacterota,1642
nmdc:bsm-11-93mc8g67,Candidatus Absconditabacteria,10
nmdc:bsm-11-93mc8g67,Candidatus Aerophobetes,621
nmdc:bsm-11-93mc8g67,Candidatus Aminicenantes,2193
nmdc:bsm-11-93mc8g67,Candidatus Bathyarchaeota,312
nmdc:bsm-11-93mc8g67,Candidatus Berkelbacteria,129
nmdc:bsm-11-93mc8g67,Candidatus Bipolaricaulota,129
nmdc:bsm-11-93mc8g67,Candidatus Calescamantes,230
nmdc:bsm-11-93mc8g67,Candidatus Cloacimonadota,308
nmdc:bsm-11-93mc8g67,Candidatus Cryosericota,171
nmdc:bsm-11-93mc8g67,Candidatus Diapherotrites,110
nmdc:bsm-11-93mc8g67,Candidatus Fervidibacteria,1173
nmdc:bsm-11-93mc8g67,Candidatus Gracilibacteria,32
nmdc:bsm-11-93mc8g67,Candidatus Hydrogenedentes,158
nmdc:bsm-11-93mc8g67,Candidatus Hydrothermae,3
nmdc:bsm-11-93mc8g67,Candidatus Korarchaeota,143
nmdc:bsm-11-93mc8g67,Candidatus Latescibacteria,921
nmdc:bsm-11-93mc8g67,Candidatus Lokiarchaeota,28
nmdc:bsm-11-93mc8g67,Candidatus Marinimicrobia,489
nmdc:bsm-11-93mc8g67,Candidatus Melainabacteria,338
nmdc:bsm-11-93mc8g67,Candidatus Micrarchaeota,49
nmdc:bsm-11-93mc8g67,Candidatus Microgenomates,1643
nmdc:bsm-11-93mc8g67,Candidatus Nanohaloarchaeota,6
nmdc:bsm-11-93mc8g67,Candidatus Omnitrophota,1561
nmdc:bsm-11-93mc8g67,Candidatus Parcubacteria,1394
nmdc:bsm-11-93mc8g67,Candidatus Poribacteria,1132
nmdc:bsm-11-93mc8g67,Candidatus Saccharibacteria,1042
nmdc:bsm-11-93mc8g67,Candidatus Sumerlaeota,975
nmdc:bsm-11-93mc8g67,Candidatus Thermoplasmatota,659
nmdc:bsm-11-93mc8g67,Chlamydiota,3767
nmdc:bsm-11-93mc8g67,Chlorobiota,2097
nmdc:bsm-11-93mc8g67,Chloroflexota,54311
nmdc:bsm-11-93mc8g67,Chlorophyta,403
nmdc:bsm-11-93mc8g67,Chordata,280
nmdc:bsm-11-93mc8g67,Chrysiogenota,247
nmdc:bsm-11-93mc8g67,Chytridiomycota,177
nmdc:bsm-11-93mc8g67,Ciliophora,50
nmdc:bsm-11-93mc8g67,Cnidaria,110
nmdc:bsm-11-93mc8g67,Coprothermobacterota,78
nmdc:bsm-11-93mc8g67,Cressdnaviricota,1
nmdc:bsm-11-93mc8g67,Cyanobacteriota,71814
nmdc:bsm-11-93mc8g67,Deferribacterota,625
nmdc:bsm-11-93mc8g67,Deinococcota,9804
nmdc:bsm-11-93mc8g67,Dictyoglomota,289
nmdc:bsm-11-93mc8g67,Elusimicrobiota,919
nmdc:bsm-11-93mc8g67,Euglenozoa,35
nmdc:bsm-11-93mc8g67,Euryarchaeota,10940
nmdc:bsm-11-93mc8g67,Evosea,113
nmdc:bsm-11-93mc8g67,Fibrobacterota,409
nmdc:bsm-11-93mc8g67,Fornicata,1
nmdc:bsm-11-93mc8g67,Fusobacteriota,404
nmdc:bsm-11-93mc8g67,Gemmatimonadota,22156
nmdc:bsm-11-93mc8g67,Haptophyta,63
nmdc:bsm-11-93mc8g67,Heterolobosea,31
nmdc:bsm-11-93mc8g67,Ignavibacteriota,1863
nmdc:bsm-11-93mc8g67,Kiritimatiellota,1023
nmdc:bsm-11-93mc8g67,Lentisphaerota,621
nmdc:bsm-11-93mc8g67,Microsporidia,13
nmdc:bsm-11-93mc8g67,Mollusca,37
nmdc:bsm-11-93mc8g67,Mucoromycota,1322
nmdc:bsm-11-93mc8g67,Mycoplasmatota,484
nmdc:bsm-11-93mc8g67,Myxococcota,81756
nmdc:bsm-11-93mc8g67,Nanoarchaeota,3
nmdc:bsm-11-93mc8g67,Nematoda,29
nmdc:bsm-11-93mc8g67,Nitrososphaerota,2482
nmdc:bsm-11-93mc8g67,Nitrospinota,1449
nmdc:bsm-11-93mc8g67,Nitrospirota,22349
nmdc:bsm-11-93mc8g67,Nucleocytoviricota,115
nmdc:bsm-11-93mc8g67,Oomycota,69
nmdc:bsm-11-93mc8g67,Parabasalia,59
nmdc:bsm-11-93mc8g67,Peploviricota,4
nmdc:bsm-11-93mc8g67,Perkinsozoa,15
nmdc:bsm-11-93mc8g67,Placozoa,34
nmdc:bsm-11-93mc8g67,Planctomycetota,107270
nmdc:bsm-11-93mc8g67,Porifera,151
nmdc:bsm-11-93mc8g67,Preplasmiviricota,35
nmdc:bsm-11-93mc8g67,Pseudomonadota,2220801
nmdc:bsm-11-93mc8g67,Retro-transcribing viruses,1
nmdc:bsm-11-93mc8g67,Rhodothermota,5929
nmdc:bsm-11-93mc8g67,Spirochaetota,5013
nmdc:bsm-11-93mc8g67,Streptophyta,690
nmdc:bsm-11-93mc8g67,Synergistota,1149
nmdc:bsm-11-93mc8g67,Thermodesulfobacteriota,64326
nmdc:bsm-11-93mc8g67,Thermomicrobiota,4224
nmdc:bsm-11-93mc8g67,Thermoproteota,950
nmdc:bsm-11-93mc8g67,Thermotogota,1037
nmdc:bsm-11-93mc8g67,Uroviricota,1204
nmdc:bsm-11-93mc8g67,Verrucomicrobiota,115860
nmdc:bsm-11-93mc8g67,Zoopagomycota,135
nmdc:bsm-11-93mc8g67,candidate division NC10,5188
nmdc:bsm-11-93mc8g67,candidate division Zixibacteria,888
nmdc:bsm-11-93mc8g67,dsDNA viruses,2
nmdc:bsm-11-93mc8g67,"dsDNA viruses, no RNA stage",1542
nmdc:bsm-11-93mc8g67,ssDNA viruses,3
nmdc:bsm-11-93mc8g67,ssRNA viruses,1
nmdc:bsm-11-93mc8g67,unclassified Bacteria,3896
nmdc:bsm-11-93mc8g67,unclassified Eukaryota,175
nmdc:bsm-11-93mc8g67,unclassified Viruses,12
nmdc:bsm-11-93mc8g67,unclassified phages,34
nmdc:bsm-11-93mc8g67,unclassified virophages,29
nmdc:bsm-11-93mc8g67,unclassified viruses,26
nmdc:bsm-11-cwey4y35,Acidobacteriota,1544201
nmdc:bsm-11-cwey4y35,Actinomycetota,802632
nmdc:bsm-11-cwey4y35,Annelida,99
nmdc:bsm-11-cwey4y35,Apicomplexa,137
nmdc:bsm-11-cwey4y35,Aquificota,2373
nmdc:bsm-11-cwey4y35,Armatimonadota,7874
nmdc:bsm-11-cwey4y35,Arthropoda,581
nmdc:bsm-11-cwey4y35,Ascomycota,6439
nmdc:bsm-11-cwey4y35,Atribacterota,843
nmdc:bsm-11-cwey4y35,Bacillariophyta,25
nmdc:bsm-11-cwey4y35,Bacillota,89650
nmdc:bsm-11-cwey4y35,Bacteroidota,155500
nmdc:bsm-11-cwey4y35,Balneolota,2180
nmdc:bsm-11-cwey4y35,Basidiomycota,21550
nmdc:bsm-11-cwey4y35,Bdellovibrionota,4858
nmdc:bsm-11-cwey4y35,Blastocladiomycota,21
nmdc:bsm-11-cwey4y35,Caldisericota,82
nmdc:bsm-11-cwey4y35,Calditrichota,790
nmdc:bsm-11-cwey4y35,Campylobacterota,1908
nmdc:bsm-11-cwey4y35,Candidatus Absconditabacteria,11
nmdc:bsm-11-cwey4y35,Candidatus Aerophobetes,736
nmdc:bsm-11-cwey4y35,Candidatus Aminicenantes,2114
nmdc:bsm-11-cwey4y35,Candidatus Bathyarchaeota,317
nmdc:bsm-11-cwey4y35,Candidatus Berkelbacteria,154
nmdc:bsm-11-cwey4y35,Candidatus Bipolaricaulota,153
nmdc:bsm-11-cwey4y35,Candidatus Calescamantes,290
nmdc:bsm-11-cwey4y35,Candidatus Cloacimonadota,356
nmdc:bsm-11-cwey4y35,Candidatus Cryosericota,224
nmdc:bsm-11-cwey4y35,Candidatus Diapherotrites,97
nmdc:bsm-11-cwey4y35,Candidatus Fervidibacteria,1322
nmdc:bsm-11-cwey4y35,Candidatus Gracilibacteria,60
nmdc:bsm-11-cwey4y35,Candidatus Hydrogenedentes,210
nmdc:bsm-11-cwey4y35,Candidatus Hydrothermae,2
nmdc:bsm-11-cwey4y35,Candidatus Korarchaeota,169
nmdc:bsm-11-cwey4y35,Candidatus Latescibacteria,1037
nmdc:bsm-11-cwey4y35,Candidatus Lokiarchaeota,26
nmdc:bsm-11-cwey4y35,Candidatus Marinimicrobia,575
nmdc:bsm-11-cwey4y35,Candidatus Melainabacteria,341
nmdc:bsm-11-cwey4y35,Candidatus Micrarchaeota,38
nmdc:bsm-11-cwey4y35,Candidatus Microgenomates,2708
nmdc:bsm-11-cwey4y35,Candidatus Nanohaloarchaeota,13
nmdc:bsm-11-cwey4y35,Candidatus Omnitrophota,1611
nmdc:bsm-11-cwey4y35,Candidatus Parcubacteria,3287
nmdc:bsm-11-cwey4y35,Candidatus Poribacteria,1388
nmdc:bsm-11-cwey4y35,Candidatus Saccharibacteria,2319
nmdc:bsm-11-cwey4y35,Candidatus Sumerlaeota,1029
nmdc:bsm-11-cwey4y35,Candidatus Thermoplasmatota,604
nmdc:bsm-11-cwey4y35,Chlamydiota,3912
nmdc:bsm-11-cwey4y35,Chlorobiota,2225
nmdc:bsm-11-cwey4y35,Chloroflexota,55049
nmdc:bsm-11-cwey4y35,Chlorophyta,511
nmdc:bsm-11-cwey4y35,Chordata,367
nmdc:bsm-11-cwey4y35,Chrysiogenota,298
nmdc:bsm-11-cwey4y35,Chytridiomycota,209
nmdc:bsm-11-cwey4y35,Ciliophora,55
nmdc:bsm-11-cwey4y35,Cnidaria,207
nmdc:bsm-11-cwey4y35,Coprothermobacterota,72
nmdc:bsm-11-cwey4y35,Cyanobacteriota,78024
nmdc:bsm-11-cwey4y35,Deferribacterota,662
nmdc:bsm-11-cwey4y35,Deinococcota,10814
nmdc:bsm-11-cwey4y35,Dictyoglomota,344
nmdc:bsm-11-cwey4y35,Elusimicrobiota,532
nmdc:bsm-11-cwey4y35,Euglenozoa,42
nmdc:bsm-11-cwey4y35,Euryarchaeota,11629
nmdc:bsm-11-cwey4y35,Evosea,113
nmdc:bsm-11-cwey4y35,Fibrobacterota,471
nmdc:bsm-11-cwey4y35,Fornicata,2
nmdc:bsm-11-cwey4y35,Fusobacteriota,470
nmdc:bsm-11-cwey4y35,Gemmatimonadota,17537
nmdc:bsm-11-cwey4y35,Haptophyta,62
nmdc:bsm-11-cwey4y35,Heterolobosea,36
nmdc:bsm-11-cwey4y35,Ignavibacteriota,2000
nmdc:bsm-11-cwey4y35,Kiritimatiellota,1215
nmdc:bsm-11-cwey4y35,Lentisphaerota,719
nmdc:bsm-11-cwey4y35,Microsporidia,5
nmdc:bsm-11-cwey4y35,Mollusca,47
nmdc:bsm-11-cwey4y35,Mucoromycota,465
nmdc:bsm-11-cwey4y35,Mycoplasmatota,192
nmdc:bsm-11-cwey4y35,Myxococcota,126708
nmdc:bsm-11-cwey4y35,Nanoarchaeota,5
nmdc:bsm-11-cwey4y35,Nematoda,30
nmdc:bsm-11-cwey4y35,Nitrososphaerota,1853
nmdc:bsm-11-cwey4y35,Nitrospinota,1574
nmdc:bsm-11-cwey4y35,Nitrospirota,23153
nmdc:bsm-11-cwey4y35,Nucleocytoviricota,54
nmdc:bsm-11-cwey4y35,Oomycota,94
nmdc:bsm-11-cwey4y35,Parabasalia,114
nmdc:bsm-11-cwey4y35,Peploviricota,2
nmdc:bsm-11-cwey4y35,Perkinsozoa,12
nmdc:bsm-11-cwey4y35,Placozoa,45
nmdc:bsm-11-cwey4y35,Planctomycetota,142479
nmdc:bsm-11-cwey4y35,Porifera,222
nmdc:bsm-11-cwey4y35,Preplasmiviricota,13
nmdc:bsm-11-cwey4y35,Pseudomonadota,2162787
nmdc:bsm-11-cwey4y35,Rhodothermota,5813
nmdc:bsm-11-cwey4y35,Spirochaetota,5256
nmdc:bsm-11-cwey4y35,Streptophyta,703
nmdc:bsm-11-cwey4y35,Synergistota,1220
nmdc:bsm-11-cwey4y35,Thermodesulfobacteriota,72619
nmdc:bsm-11-cwey4y35,Thermomicrobiota,4200
nmdc:bsm-11-cwey4y35,Thermoproteota,986
nmdc:bsm-11-cwey4y35,Thermotogota,1136
nmdc:bsm-11-cwey4y35,Uroviricota,939
nmdc:bsm-11-cwey4y35,Verrucomicrobiota,131647
nmdc:bsm-11-cwey4y35,Zoopagomycota,137
nmdc:bsm-11-cwey4y35,candidate division NC10,5458
nmdc:bsm-11-cwey4y35,candidate division Zixibacteria,846
nmdc:bsm-11-cwey4y35,"dsDNA viruses, no RNA stage",1125
nmdc:bsm-11-cwey4y35,ssDNA viruses,1
nmdc:bsm-11-cwey4y35,unclassified Bacteria,4820
nmdc:bsm-11-cwey4y35,unclassified Eukaryota,163
