ko_id	pathway_id
K02329	map05224
K02329	map05022
K02329	map05010
K02329	map05165
K02329	map04150
K02329	map04360
K02329	map04390
K02329	map05226
K02329	map05217
K02329	map04550
K02329	map05200
K02329	map04934
K02329	map04310
K02329	map04030
K02329	map05205
K02354	map04916
K02354	map05225
K02354	map05224
K02354	map05022
K02354	map05010
K02354	map05165
K02354	map04150
K02354	map04390
K02354	map05226
K02354	map05217
K02354	map04550
K02354	map05200
K02354	map04090
K02354	map04934
K02354	map04310
K02354	map04030
K02354	map05205
K02375	map04916
K02375	map05225
K02375	map05224
K02375	map05022
K02375	map05010
K02375	map05165
K02375	map04150
K02375	map04390
K02375	map05226
K02375	map05217
K02375	map04550
K02375	map05200
K02375	map04934
K02375	map04310
K02375	map04030
K02375	map05205
K02376	map04916
K02376	map05225
K02376	map05224
K02376	map05022
K02376	map05010
K02376	map05165
K02376	map04150
K02376	map04390
K02376	map05226
K02376	map05217
K02376	map04550
K02376	map05200
K02376	map04934
K02376	map04310
K02376	map04030
K02376	map05205
K02842	map04916
K02842	map05225
K02842	map05224
K02842	map05022
K02842	map05010
K02842	map05165
K02842	map04150
K02842	map04390
K02842	map05226
K02842	map05217
K02842	map04550
K02842	map05200
K02842	map04090
K02842	map04934
K02842	map04310
K02842	map04030
K02842	map05205
K04690	map05022
K04690	map05010
K04690	map04150
K04690	map04310
K04690	map04030
K03068	map05224
K03068	map05022
K03068	map04131
K03068	map05010
K03068	map04150
K03068	map05226
K03068	map04928
K03068	map05200
K03068	map04310
K03068	map05225
K10162	map04310
K10162	map04350
K25812	map04310
K08960	map03036
K08960	map04341
K08960	map04391
K08960	map04711
K08960	map05022
K08960	map01001
K08960	map05010
K08960	map04390
K08960	map04710
K08960	map04340
K08960	map04068
K08960	map04310
K08960	map04392
K25811	map04310
K02353	map04916
K02353	map05224
K02353	map05022
K02353	map05010
K02353	map05165
K02353	map04150
K02353	map04330
K02353	map04390
K02353	map05226
K02353	map05217
K02353	map04550
K02353	map05200
K02353	map04934
K02353	map04310
K02353	map05225
K03069	map05224
K03069	map05022
K03069	map05010
K03069	map05226
K03069	map05200
K03069	map04310
K03069	map05225
K03096	map05224
K03096	map05022
K03096	map05010
K03096	map05226
K03096	map05200
K03096	map04310
K03096	map05225
K03213	map04990
K03213	map04310
K03213	map04390
K03344	map04310
K03344	map03000
K02157	map05224
K02157	map05022
K02157	map05010
K02157	map05165
K02157	map04390
K02157	map05226
K02157	map05217
K02157	map04550
K02157	map05213
K02157	map01009
K02157	map05200
K02157	map05210
K02157	map04934
K02157	map04310
K02157	map05225
K04385	map05224
K04385	map05022
K04385	map05010
K04385	map05165
K04385	map04390
K04385	map05226
K04385	map05217
K04385	map04550
K04385	map05213
K04385	map05200
K04385	map03036
K04385	map05210
K04385	map04934
K04385	map04310
K04385	map05225
K02085	map05022
K02085	map05200
K02085	map03036
K02085	map05206
K02085	map04390
K02085	map01009
K02085	map04812
K02085	map05225
K02085	map05224
K02085	map05226
K02085	map05217
K02085	map04550
K02085	map05010
K02085	map05165
K02085	map04810
K02085	map05213
K02085	map05210
K02085	map04934
K02085	map04310
K08957	map04341
K08957	map05224
K08957	map05022
K08957	map01001
K08957	map05010
K08957	map05165
K08957	map05226
K08957	map04340
K08957	map04310
K08957	map05225
K02620	map03000
K02620	map05200
K02620	map05132
K02620	map05221
K02620	map04390
K02620	map04936
K02620	map05225
K02620	map04916
K02620	map05224
K02620	map05215
K02620	map05412
K02620	map05226
K02620	map05217
K02620	map04550
K02620	map05167
K02620	map05216
K02620	map05165
K02620	map04520
K02620	map05213
K02620	map05210
K02620	map04934
K02620	map04310
K04490	map03000
K04490	map05200
K04490	map05132
K04490	map05221
K04490	map04390
K04490	map04936
K04490	map05225
K04490	map04916
K04490	map05224
K04490	map05215
K04490	map05412
K04490	map05226
K04490	map05217
K04490	map05167
K04490	map05216
K04490	map05165
K04490	map04520
K04490	map05213
K04490	map05210
K04490	map04934
K04490	map04310
K04491	map03000
K04491	map05200
K04491	map05132
K04491	map05221
K04491	map04390
K04491	map04936
K04491	map05225
K04491	map04916
K04491	map05224
K04491	map05215
K04491	map05412
K04491	map05226
K04491	map05217
K04491	map05167
K04491	map05216
K04491	map05165
K04491	map04520
K04491	map05213
K04491	map05210
K04491	map04934
K04491	map04310
K04492	map03000
K04492	map05200
K04492	map05132
K04492	map05221
K04492	map04390
K04492	map04936
K04492	map05225
K04492	map04916
K04492	map05224
K04492	map05215
K04492	map05412
K04492	map05226
K04492	map05217
K04492	map05167
K04492	map05216
K04492	map04520
K04492	map05213
K04492	map05210
K04492	map04934
K04492	map04310
K26471	map04310
K04493	map04310
K23402	map04310
K23402	map03037
K04494	map04310
K04494	map03036
K26734	map04310
K25816	map04310
K25816	map03021
K25816	map03036
K04495	map04310
K04495	map03000
K04496	map04131
K04496	map04330
K04496	map05220
K04496	map05200
K04496	map04310
K23491	map04310
K04501	map05212
K04501	map05200
K04501	map04390
K04501	map04068
K04501	map05225
K04501	map04371
K04501	map04350
K04501	map05226
K04501	map04550
K04501	map05220
K04501	map04659
K04501	map04081
K04501	map05161
K04501	map04520
K04501	map04110
K04501	map04933
K04501	map05210
K04501	map04310
K04501	map05166
K23605	map05212
K23605	map04144
K23605	map05200
K23605	map04390
K23605	map04218
K23605	map05321
K23605	map04068
K23605	map05225
K23605	map04371
K23605	map04350
K23605	map05226
K23605	map04550
K23605	map05220
K23605	map04659
K23605	map05161
K23605	map04520
K23605	map04110
K23605	map04933
K23605	map05210
K23605	map04310
K23605	map05415
K23605	map05166
K04502	map04657
K04502	map03000
K04502	map04380
K04502	map04310
K04502	map05166
K04503	map05222
K04503	map05223
K04503	map05212
K04503	map04340
K04503	map05200
K04503	map05203
K04503	map05205
K04503	map05206
K04503	map04151
K04503	map04919
K04503	map05221
K04503	map05163
K04503	map04390
K04503	map04218
K04503	map04936
K04503	map05162
K04503	map04510
K04503	map04630
K04503	map04068
K04503	map05225
K04503	map04921
K04503	map04371
K04503	map04917
K04503	map05224
K04503	map01522
K04503	map05215
K04503	map04115
K04503	map05226
K04503	map05207
K04503	map05220
K04503	map05167
K04503	map04530
K04503	map05218
K04503	map05216
K04503	map05416
K04503	map04152
K04503	map05169
K04503	map05165
K04503	map04110
K04503	map05214
K04503	map05219
K04503	map05213
K04503	map04933
K04503	map05210
K04503	map04934
K04503	map04310
K04503	map05166
K04503	map05160
K10151	map04340
K10151	map05200
K10151	map05203
K10151	map05206
K10151	map04151
K10151	map04390
K10151	map04218
K10151	map05162
K10151	map04510
K10151	map04630
K10151	map04068
K10151	map04917
K10151	map04115
K10151	map05202
K10151	map05169
K10151	map05165
K10151	map04110
K10151	map04310
K10151	map05166
K10152	map04151
K10152	map05169
K10152	map04510
K10152	map05165
K10152	map04310
K10152	map04110
K10152	map04390
K10152	map04115
K10152	map04218
K10152	map05207
K10152	map05200
K10152	map05162
K10152	map05203
K10152	map04630
K10152	map05166
K10152	map05164
K22471	map04131
K22471	map04310
K04504	map04148
K04504	map03000
K04504	map05221
K04504	map03320
K04504	map05200
K04504	map03310
K04504	map04310
K01397	map04310
K01397	map01002
K01397	map05166
K04505	map05022
K04505	map05010
K04505	map04722
K04505	map05165
K04505	map04330
K04505	map01002
K04505	map04361
K04505	map04310
K04507	map04310
K08110	map00537
K08110	map04310
K08110	map00535
K05122	map01001
K05122	map04310
K05123	map01001
K05123	map04310
K05128	map01001
K05128	map04310
K05128	map04360
K04510	map04310
K04511	map04310
K19626	map04310
K19626	map03037
K04512	map04310
K04512	map04820
K04512	map04147
K04512	map04812
K17388	map01001
K17388	map04022
K17388	map04360
K17388	map04062
K17388	map05200
K17388	map03036
K17388	map05205
K17388	map05132
K17388	map05131
K17388	map04024
K17388	map05163
K17388	map04510
K17388	map04921
K17388	map04071
K17388	map04670
K17388	map04270
K17388	map04530
K17388	map04611
K17388	map05417
K17388	map04520
K17388	map05135
K17388	map04810
K17388	map05130
K17388	map04310
K17332	map03000
K17332	map04022
K17332	map04360
K17332	map04658
K17332	map04370
K17332	map05163
K17332	map04218
K17332	map05235
K17332	map04921
K17332	map04148
K17332	map05170
K17332	map04625
K17332	map04380
K17332	map05167
K17332	map04659
K17332	map04662
K17332	map05161
K17332	map05417
K17332	map04020
K17332	map05135
K17332	map04660
K17332	map04650
K17332	map04310
K17332	map05166
K17334	map04921
K17334	map05161
K17334	map04148
K17334	map03000
K17334	map05170
K17334	map04020
K17334	map04625
K17334	map04022
K17334	map04360
K17334	map05163
K17334	map04218
K17334	map05167
K17334	map04310
K17334	map05166
K06051	map05224
K06051	map01522
K06051	map04330
K06051	map05207
K06051	map05200
K06051	map04658
K06052	map04371
K06052	map05224
K06052	map04668
K06052	map01522
K06052	map04090
K06052	map05165
K06052	map04330
K06052	map05207
K06052	map05200
K06052	map04658
K21635	map05224
K21635	map01522
K21635	map04330
K21635	map05200
K21635	map04658
K02599	map05020
K02599	map05206
K02599	map05224
K02599	map01522
K02599	map04919
K02599	map05165
K02599	map04320
K02599	map04330
K02599	map05200
K02599	map04658
K02599	map04361
K20994	map05206
K20994	map05224
K20994	map01522
K20994	map04919
K20994	map05165
K20994	map04320
K20994	map04330
K20994	map05207
K20994	map05200
K20994	map04658
K20995	map04371
K20995	map05206
K20995	map05224
K20995	map01522
K20995	map04919
K20995	map05165
K20995	map04320
K20995	map04330
K20995	map05200
K20995	map04658
K20996	map05206
K20996	map05224
K20996	map01522
K20996	map04919
K20996	map05165
K20996	map04320
K20996	map04330
K20996	map05200
K06053	map05017
K06053	map03000
K06053	map05169
K06053	map05165
K06053	map04330
K06053	map04658
K06053	map05203
K06055	map05224
K06055	map03000
K06055	map05165
K06055	map04330
K06055	map05200
K09091	map05224
K09091	map03000
K09091	map05165
K09091	map04330
K09091	map05200
K06056	map05202
K06056	map04330
K26480	map04330
K06057	map04131
K06057	map04330
K06058	map04121
K06058	map04330
K06059	map04148
K06059	map04668
K06059	map05010
K06059	map05120
K06059	map04330
K06059	map01002
K06059	map04090
K06059	map05171
K04522	map05022
K04522	map05010
K04522	map04722
K04522	map04330
K04522	map01002
K06170	map05010
K06170	map04330
K06171	map05010
K06171	map04330
K06172	map05010
K06172	map04330
K06061	map05165
K06061	map04330
K06061	map04658
K06064	map04330
K06065	map05169
K06065	map04330
K06065	map03036
K06066	map05169
K06066	map04330
K25100	map04330
K25100	map03036
K23616	map05022
K23616	map04330
K23616	map05017
K06225	map04341
K06225	map04024
K06225	map04360
K06225	map05217
K06225	map05200
K06225	map04340
K06225	map05205
K11101	map05217
K11101	map05200
K11101	map04340
K06226	map04341
K06226	map04360
K06226	map05217
K06226	map05200
K06226	map04340
K06226	map04030
K06226	map05205
K08439	map04030
K08439	map04340
K08958	map01001
K08958	map04341
K08958	map04340
K08959	map01001
K08959	map04390
K08959	map04710
K08959	map04340
K08959	map03036
K08959	map04540
K16797	map03000
K16797	map04024
K16797	map05217
K16797	map05200
K16797	map04340
K16798	map03000
K16798	map04390
K16798	map05217
K16798	map05200
K16798	map04340
K06230	map03000
K06230	map04024
K06230	map05217
K06230	map05200
K06230	map04340
K06229	map04341
K06229	map03037
K06229	map05217
K06229	map05200
K06229	map04340
K18806	map04814
K18806	map05217
K18806	map04812
K18806	map05200
K18806	map04340
K06231	map05217
K06231	map05200
K06231	map04024
K06231	map04340
K24678	map04341
K24678	map04340
K24679	map04340
K11988	map00536
K11988	map04360
K11988	map01002
K11988	map05226
K11988	map05217
K11988	map05200
K11988	map04340
K11988	map05205
K11989	map01002
K11989	map05205
K11989	map04340
K11990	map01002
K11990	map04340
K24680	map04990
K24680	map04341
K24680	map04340
K24706	map04340
K20020	map04360
K20020	map04340
K20033	map04340
K06232	map04340
K06233	map04131
K06233	map04918
K06233	map04340
K06233	map04979
K23663	map04340
K23664	map04340
K00910	map04724
K00910	map04745
K00910	map04740
K00910	map05032
K00910	map01001
K00910	map04147
K00910	map04144
K00910	map04062
K00910	map04340
K19605	map04340
K19605	map03037
K19608	map04340
K19608	map03037
K23852	map04340
K23852	map03037
K24677	map04340
K24677	map03037
K10394	map04812
K10394	map04814
K10394	map04340
K10394	map03037
K10523	map04121
K10523	map04341
K10523	map04340
K06227	map04341
K06228	map01001
K06228	map04341
K06228	map03037
K16799	map04341
K16799	map03000
K09319	map04341
K09319	map03000
K06224	map04341
K06224	map01002
K06224	map00536
K20244	map04341
K20245	map04341
K08291	map04341
K08291	map05032
K08291	map01001
K08291	map04144
K08291	map04062
K04657	map04350
K04658	map04350
K19558	map04350
K23318	map04350
K04660	map05205
K04660	map04820
K04660	map04350
K04660	map00535
K08121	map04350
K08121	map00535
K04668	map04052
K04668	map04550
K04668	map04350
K04661	map01002
K04661	map04350
K21283	map04350
K21283	map04390
K21283	map05217
K21283	map05200
K21283	map00536
K21283	map04060
K21283	map04052
K16620	map04350
K16620	map04390
K16620	map04913
K16620	map04060
K16620	map04052
K22687	map04060
K22687	map04550
K22687	map04052
K22687	map04350
K14736	map04066
K14736	map04147
K14736	map04350
K14736	map04216
K14736	map04978
K04663	map04060
K04663	map04052
K04663	map04350
K04663	map04390
K16621	map04350
K16621	map04360
K16621	map04390
K16621	map00536
K16621	map04060
K16621	map04052
K16622	map04714
K16622	map04350
K16622	map04390
K16622	map04060
K16622	map04052
K04664	map04060
K04664	map04052
K04664	map04350
K04664	map04390
K20012	map04060
K20012	map04052
K20012	map04350
K20012	map04390
K20013	map04350
K20013	map04360
K20013	map04390
K20013	map04060
K20013	map04052
K04665	map04081
K04665	map04024
K04665	map04350
K04665	map04390
K04665	map04060
K04665	map04052
K23377	map04990
K23377	map04350
K06825	map04820
K06825	map04350
K06825	map00536
K19559	map04990
K19559	map04350
K04667	map04060
K04667	map04550
K04667	map04052
K04667	map04350
K22688	map04060
K22688	map04550
K22688	map04052
K22688	map04350
K22689	map04060
K22689	map04550
K22689	map04052
K22689	map04350
K04666	map04060
K04666	map04550
K04666	map04052
K04666	map04350
K04673	map04081
K04673	map01001
K04673	map04350
K04673	map04390
K04673	map04550
K04673	map05418
K04673	map04090
K04673	map04060
K04675	map04081
K04675	map01001
K04675	map04350
K04675	map04550
K04675	map05418
K04675	map04060
K04671	map05206
K04671	map01001
K04671	map04350
K04671	map04360
K04671	map04390
K04671	map04550
K04671	map05418
K04671	map04060
K04670	map01001
K04670	map04350
K04670	map04550
K04670	map05418
K04670	map04060
K23100	map04350
K06766	map04514
K06766	map04350
K06766	map04360
K26535	map04350
K23910	map01002
K23910	map04350
K23096	map04350
K23096	map04360
K06847	map04350
K04672	map04060
K04672	map01001
K04672	map04081
K04672	map04350
K26257	map04350
K26316	map04350
K26317	map04350
K13567	map04060
K13567	map04550
K13567	map01001
K13567	map04350
K13596	map01001
K13596	map04350
K13596	map04550
K13596	map05418
K13596	map04060
K13568	map04060
K13568	map04550
K13568	map01001
K13568	map04350
K26168	map04350
K04676	map04081
K04676	map04391
K04676	map04350
K04676	map04390
K04676	map04550
K04676	map05202
K16790	map04550
K16790	map04081
K16790	map04350
K16791	map04550
K16791	map04081
K16791	map04350
K04500	map05212
K04500	map04144
K04500	map05142
K04500	map05200
K04500	map05205
K04500	map04926
K04500	map04390
K04500	map04218
K04500	map05321
K04500	map05225
K04500	map04371
K04500	map04350
K04500	map05226
K04500	map04550
K04500	map04659
K04500	map04110
K04500	map04933
K04500	map05210
K04500	map05415
K04500	map05166
K04677	map04350
K19631	map04350
K19631	map04390
K04679	map04144
K04679	map01009
K04679	map04350
K04514	map01001
K04514	map04022
K04514	map04360
K04514	map04062
K04514	map05200
K04514	map03036
K04514	map05205
K04514	map05206
K04514	map05131
K04514	map04024
K04514	map05163
K04514	map04510
K04514	map04921
K04514	map04071
K04514	map04350
K04514	map04670
K04514	map04270
K04514	map04530
K04514	map04611
K04514	map04520
K04514	map05135
K04514	map04810
K04514	map05130
K23106	map04081
K23106	map04350
K17693	map03000
K17693	map04350
K17693	map04390
K17693	map04550
K17693	map05202
K17694	map04550
K17694	map04350
K17694	map03000
K17695	map04550
K17695	map04350
K17695	map03000
K17696	map04350
K17696	map03000
K04681	map03000
K04681	map05165
K04681	map04350
K04681	map04110
K04681	map04218
K04681	map05203
K04682	map03000
K04682	map04350
K04682	map04110
K04682	map04218
K04684	map04934
K04684	map05224
K04684	map05017
K04684	map01522
K04684	map03000
K04684	map03029
K04684	map04927
K04684	map04350
K04684	map05163
K04684	map04928
K04684	map05016
K04684	map05200
K04684	map05231
K04684	map05202
K04684	map05415
K04684	map04915
K04684	map04137
K18499	map04550
K18499	map04350
K26503	map04350
K11644	map04919
K11644	map05169
K11644	map04350
K11644	map05016
K11644	map03036
K11644	map05202
K11644	map04139
K04650	map01522
K04650	map04919
K04650	map04350
K04650	map01009
K04650	map03036
K04650	map05202
K19383	map04350
K19383	map03000
K19553	map04350
K19553	map03000
K04685	map05222
K04685	map04350
K04685	map04110
K04685	map04218
K04685	map05226
K04685	map05200
K04685	map05203
K04685	map04934
K04685	map04068
K04685	map05166
K04686	map04350
K04686	map03000
K16681	map04391
K16681	map04390
K06092	map04530
K06092	map05165
K06092	map04390
K06091	map04530
K06091	map04391
K06091	map05165
K06091	map04390
K06091	map04990
K16819	map04530
K16819	map04390
K16687	map04392
K16687	map04391
K16687	map04390
K16820	map04392
K16820	map04390
K16682	map04391
K16682	map04390
K16682	map04392
K16682	map03036
K16682	map03019
K16684	map04391
K16684	map04390
K16684	map04812
K16684	map04530
K16684	map04392
K16685	map04392
K16685	map04391
K16685	map04390
K16821	map04392
K16821	map04390
K16822	map04392
K16822	map04390
K16686	map04392
K16686	map04214
K16686	map04391
K16686	map04390
K09854	map04392
K09854	map04390
K08791	map04391
K08791	map01001
K08791	map04214
K08791	map04390
K08791	map04392
K06685	map04111
K06685	map04392
K06685	map04391
K06685	map04390
K16823	map01009
K16823	map04390
K06094	map04391
K06094	map04131
K06094	map05165
K06094	map04390
K06094	map04530
K16175	map04391
K16175	map05165
K16175	map04390
K16175	map05203
K16175	map04530
K12076	map04391
K12076	map05165
K12076	map04660
K12076	map04390
K12076	map03036
K12076	map05203
K12076	map04530
K12076	map05166
K12075	map04530
K12075	map05165
K12075	map01009
K12075	map04390
K21098	map04530
K21098	map05165
K21098	map01009
K21098	map04390
K11828	map04724
K11828	map05022
K11828	map04131
K11828	map04390
K11828	map05016
K11828	map05030
K24050	map04391
K24050	map04390
K10148	map03000
K10148	map04722
K10148	map04115
K10148	map04390
K10148	map05162
K10132	map01524
K10132	map04115
K10132	map04390
K10132	map04215
K10132	map05016
K10132	map05200
K10132	map05162
K10132	map05210
K10132	map04210
K06827	map04131
K06827	map04371
K06827	map04390
K08731	map05161
K08731	map01524
K08731	map01002
K08731	map04390
K08731	map04215
K08731	map05207
K08731	map05200
K08731	map03036
K08731	map05210
K08731	map04210
K16144	map04390
K03982	map04066
K03982	map04371
K03982	map01002
K03982	map04115
K03982	map04218
K03982	map04390
K03982	map04610
K03982	map04147
K03982	map04933
K03982	map05142
K03982	map00536
K16198	map03400
K16198	map04151
K16198	map04147
K16198	map04110
K16198	map04390
K16198	map01009
K16198	map04114
K16198	map05203
K16198	map05160
K16796	map03000
K16796	map04550
K16796	map04390
K05706	map03000
K05706	map04520
K05706	map04390
K05691	map05412
K05691	map04520
K05691	map05226
K05691	map04390
K05691	map05213
K05691	map04670
K05691	map05100
K05691	map05200
K05691	map04812
K16673	map04391
K16674	map04391
K16507	map04392
K16507	map04391
K16507	map04515
K16669	map04392
K16669	map04391
K16669	map04515
K05628	map04391
K05628	map03000
K16675	map04391
K16676	map04391
K16677	map04391
K09851	map04392
K09851	map04391
K10149	map03000
K10149	map04214
K10149	map04391
K10149	map05206
K16680	map04812
K16680	map04391
K06095	map04530
K06095	map04391
K16683	map04392
K16683	map04391
K16672	map04391
K16672	map03000
K09236	map04391
K09236	map03000
K16736	map03100
K16736	map04214
K16736	map04391
K16688	map04391
K06626	map05222
K06626	map05200
K06626	map04114
K06626	map05203
K06626	map03036
K06626	map05206
K06626	map04151
K06626	map04391
K06626	map04218
K06626	map05162
K06626	map03032
K06626	map05215
K06626	map04115
K06626	map05226
K06626	map05161
K06626	map05169
K06626	map05165
K06626	map04110
K06626	map04934
K06626	map05166
K16689	map04630
K16689	map04391
K20236	map04392
K06683	map04111
K06683	map04113
K06683	map04392
K20237	map04392
K06684	map04111
K06684	map04392
K08273	map04990
K08273	map04370
K05760	map04370
K05760	map05170
K05760	map05131
K05760	map05165
K05760	map05135
K05760	map05163
K05760	map04810
K05760	map04062
K05760	map04670
K05760	map05100
K05760	map05203
K05760	map04990
K05760	map04510
K05760	map05205
K04399	map05020
K04399	map05222
K04399	map05223
K04399	map05212
K04399	map05022
K04399	map05014
K04399	map05200
K04399	map05152
K04399	map04151
K04399	map04370
K04399	map01524
K04399	map04919
K04399	map05168
K04399	map05130
K04399	map05163
K04399	map01002
K04399	map04215
K04399	map05016
K04399	map01009
K04399	map05162
K04399	map05164
K04399	map05170
K04399	map05215
K04399	map04115
K04399	map05134
K04399	map05167
K04399	map05012
K04399	map05145
K04399	map05161
K04399	map05417
K04399	map05416
K04399	map05010
K04399	map05169
K04399	map05213
K04399	map05210
K04399	map04210
K04399	map05160
K07188	map04925
K07188	map04923
K07188	map04371
K07188	map04714
K07188	map04152
K07188	map04024
K07188	map04910
K05225	map04052
K05225	map04080
K05225	map04371
K25355	map04080
K25355	map04371
K04174	map04030
K04174	map04080
K04174	map04371
K04958	map04925
K04958	map05020
K04958	map04724
K04958	map04918
K04958	map04970
K04958	map05022
K04958	map04022
K04958	map04927
K04958	map04928
K04958	map04730
K04958	map04114
K04958	map04929
K04958	map04070
K04958	map05205
K04958	map04720
K04958	map05131
K04958	map05163
K04958	map04218
K04958	map05016
K04958	map01009
K04958	map04921
K04958	map04750
K04958	map04371
K04958	map04971
K04958	map04723
K04958	map05170
K04958	map04625
K04958	map05017
K04958	map04380
K04958	map04725
K04958	map05167
K04958	map04270
K04958	map04726
K04958	map05012
K04958	map04912
K04958	map04972
K04958	map04915
K04958	map04040
K04958	map04728
K04958	map04611
K04958	map04745
K04958	map05417
K04958	map04922
K04958	map04020
K04958	map04935
K04958	map04924
K04958	map04713
K04958	map05010
K04958	map04621
K04958	map04540
K04958	map04934
K04958	map04140
K04958	map04210
K04959	map04925
K04959	map05020
K04959	map04724
K04959	map04918
K04959	map04970
K04959	map05022
K04959	map04022
K04959	map04927
K04959	map04928
K04959	map04730
K04959	map04114
K04959	map04929
K04959	map04070
K04959	map05205
K04959	map04720
K04959	map05131
K04959	map05163
K04959	map04218
K04959	map04921
K04959	map04750
K04959	map04371
K04959	map04971
K04959	map04723
K04959	map05170
K04959	map04625
K04959	map05017
K04959	map04380
K04959	map04725
K04959	map05167
K04959	map04270
K04959	map04726
K04959	map05012
K04959	map04912
K04959	map04972
K04959	map04915
K04959	map04040
K04959	map04728
K04959	map04611
K04959	map04922
K04959	map04020
K04959	map04935
K04959	map04924
K04959	map05010
K04959	map04621
K04959	map04540
K04959	map04934
K04959	map04210
K04960	map04925
K04960	map05020
K04960	map04724
K04960	map04918
K04960	map04970
K04960	map05022
K04960	map04022
K04960	map05014
K04960	map04927
K04960	map04928
K04960	map04730
K04960	map04114
K04960	map04929
K04960	map04070
K04960	map05205
K04960	map04720
K04960	map05131
K04960	map05163
K04960	map04218
K04960	map01009
K04960	map04921
K04960	map04750
K04960	map04911
K04960	map04371
K04960	map04971
K04960	map04723
K04960	map05170
K04960	map04625
K04960	map05017
K04960	map04380
K04960	map04725
K04960	map05167
K04960	map04270
K04960	map04726
K04960	map05012
K04960	map04912
K04960	map04972
K04960	map04915
K04960	map04040
K04960	map04742
K04960	map04728
K04960	map04611
K04960	map04922
K04960	map04020
K04960	map04935
K04960	map04924
K04960	map04713
K04960	map05010
K04960	map04621
K04960	map04540
K04960	map04934
K04960	map04210
K04961	map05020
K04961	map04921
K04961	map04371
K04961	map05017
K04961	map05022
K04961	map04020
K04961	map04713
K04961	map04147
K04961	map01009
K04961	map04730
K04961	map04040
K04962	map05020
K04962	map04921
K04962	map04911
K04962	map04371
K04962	map04260
K04962	map05022
K04962	map04020
K04962	map05410
K04962	map04024
K04962	map04713
K04962	map05412
K04962	map04261
K04962	map05415
K04962	map04990
K04962	map05414
K04962	map04972
K04962	map04040
K04963	map05020
K04963	map04921
K04963	map04371
K04963	map04970
K04963	map05022
K04963	map04020
K04963	map05010
K04963	map04713
K04963	map05012
K04963	map04040
K18050	map04925
K18050	map04750
K18050	map04371
K18050	map05206
K18050	map04071
K18050	map05131
K18050	map04022
K18050	map04930
K18050	map01001
K18050	map04933
K18050	map04270
K18050	map04530
K18050	map04931
K18050	map04666
K05742	map04371
K05742	map04971
K05742	map04260
K05742	map04970
K05742	map04919
K05742	map02000
K05742	map04024
K05742	map04810
K05742	map04976
K05742	map04261
K05742	map01009
K05742	map04972
K05742	map05205
K05849	map04371
K05849	map04260
K05849	map04740
K05849	map04020
K05849	map04974
K05849	map04022
K05849	map05410
K05849	map05412
K05849	map02000
K05849	map04978
K05849	map04261
K05849	map04961
K05849	map00536
K05849	map05414
K00907	map04921
K00907	map04611
K00907	map04371
K00907	map04971
K00907	map04020
K00907	map01001
K00907	map04022
K00907	map04810
K00907	map04270
K00907	map04510
K10351	map04371
K10351	map05132
K10351	map04260
K10351	map05410
K10351	map05131
K10351	map04520
K10351	map04814
K10351	map04810
K10351	map04261
K10351	map04820
K10351	map04670
K10351	map04812
K10351	map04530
K10351	map04510
K10351	map05414
K12749	map04371
K12749	map04260
K12749	map05410
K12749	map04814
K12749	map04261
K12749	map04820
K12749	map04812
K12749	map05414
K12750	map04371
K12750	map04260
K12750	map04814
K12750	map04261
K12750	map04820
K12750	map04812
K21290	map04921
K21290	map05145
K21290	map04611
K21290	map04371
K21290	map04151
K21290	map04131
K21290	map04022
K21290	map04072
K21290	map04261
K21290	map04062
K21290	map04725
K21290	map05167
K09203	map05020
K09203	map04371
K09203	map03000
K09203	map04928
K09203	map04933
K09203	map04912
K09203	map05166
K06250	map04929
K06250	map04371
K06250	map04151
K06250	map05165
K06250	map04620
K06250	map04510
K06250	map04512
K08333	map04136
K08333	map04371
K08333	map05017
K08333	map05022
K08333	map05131
K08333	map05010
K08333	map01001
K08333	map05014
K08333	map04131
K08333	map05016
K08333	map04140
K08333	map04138
K08334	map04136
K08334	map04371
K08334	map05017
K08334	map05022
K08334	map05131
K08334	map05010
K08334	map04131
K08334	map05014
K08334	map03029
K08334	map04215
K08334	map05167
K08334	map05016
K08334	map04140
K08334	map04138
K08334	map04137
K10435	map04371
K10435	map05022
K10435	map05131
K10435	map04131
K10435	map03029
K10435	map05014
K10435	map04216
K10435	map04621
K10435	map05167
K10435	map04812
K10435	map04140
K10435	map04137
K07198	map05410
K07198	map01001
K07198	map04131
K07198	map04710
K07198	map04213
K07198	map04931
K07198	map04151
K07198	map04211
K07198	map04150
K07198	map04936
K07198	map04910
K07198	map04068
K07198	map04921
K07198	map04371
K07198	map04714
K07198	map05418
K07198	map04530
K07198	map04932
K07198	map04920
K07198	map04152
K07198	map04922
K07198	map03029
K07198	map04361
K07198	map04140
K07199	map04921
K07199	map04920
K07199	map04371
K07199	map04714
K07199	map04152
K07199	map04922
K07199	map04211
K07199	map05410
K07199	map04936
K07199	map04710
K07199	map04213
K07199	map04932
K07199	map04530
K07199	map04910
K07199	map04931
K07199	map04068
K07200	map04921
K07200	map04920
K07200	map04371
K07200	map04714
K07200	map04152
K07200	map04922
K07200	map04211
K07200	map05410
K07200	map04936
K07200	map04710
K07200	map04213
K07200	map04932
K07200	map04530
K07200	map04910
K07200	map04931
K07200	map04068
K08768	map04714
K08768	map04923
K08768	map03320
K08768	map04371
K07202	map04920
K07202	map04371
K07202	map04714
K07202	map04152
K07202	map04922
