biosample_id,taxon,expr_sum
nmdc:bsm-11-7m09me46,Nucleocytoviricota,181
nmdc:bsm-11-7m09me46,Oomycota,2822
nmdc:bsm-11-7m09me46,Parabasalia,208
nmdc:bsm-11-7m09me46,Perkinsozoa,921
nmdc:bsm-11-7m09me46,Pisuviricota,6218
nmdc:bsm-11-7m09me46,Placozoa,595
nmdc:bsm-11-7m09me46,Planctomycetota,346869
nmdc:bsm-11-7m09me46,Porifera,996
nmdc:bsm-11-7m09me46,Preplasmiviricota,4
nmdc:bsm-11-7m09me46,Pseudomonadota,1953279
nmdc:bsm-11-7m09me46,RNA viruses,12
nmdc:bsm-11-7m09me46,Rhodothermota,6469
nmdc:bsm-11-7m09me46,Spirochaetota,3745
nmdc:bsm-11-7m09me46,Streptophyta,7944
nmdc:bsm-11-7m09me46,Synergistota,1014
nmdc:bsm-11-7m09me46,Thermodesulfobacteriota,55473
nmdc:bsm-11-7m09me46,Thermomicrobiota,6259
nmdc:bsm-11-7m09me46,Thermoproteota,832
nmdc:bsm-11-7m09me46,Thermotogota,1969
nmdc:bsm-11-7m09me46,Uroviricota,1072
nmdc:bsm-11-7m09me46,Verrucomicrobiota,155754
nmdc:bsm-11-7m09me46,Zoopagomycota,2851
nmdc:bsm-11-7m09me46,candidate division NC10,2974
nmdc:bsm-11-7m09me46,candidate division Zixibacteria,620
nmdc:bsm-11-7m09me46,"dsDNA viruses, no RNA stage",868
nmdc:bsm-11-7m09me46,dsRNA,110
nmdc:bsm-11-7m09me46,dsRNA viruses,332
nmdc:bsm-11-7m09me46,ssDNA viruses,360
nmdc:bsm-11-7m09me46,ssRNA (+) viruses,102015
nmdc:bsm-11-7m09me46,ssRNA viruses,57467
nmdc:bsm-11-7m09me46,unclassified Bacteria,3169
nmdc:bsm-11-7m09me46,unclassified Eukaryota,5933
nmdc:bsm-11-7m09me46,unclassified Viruses,47555
nmdc:bsm-11-7m09me46,unclassified phages,3
nmdc:bsm-11-7m09me46,unclassified viruses,3802
nmdc:bsm-11-7twwzs96,Acidobacteriota,1022879
nmdc:bsm-11-7twwzs96,Actinomycetota,2139974
nmdc:bsm-11-7twwzs96,Annelida,18493
nmdc:bsm-11-7twwzs96,Apicomplexa,5601
nmdc:bsm-11-7twwzs96,Aquificota,1018
nmdc:bsm-11-7twwzs96,Armatimonadota,221925
nmdc:bsm-11-7twwzs96,Arthropoda,37302
nmdc:bsm-11-7twwzs96,Ascomycota,47867
nmdc:bsm-11-7twwzs96,Atribacterota,459
nmdc:bsm-11-7twwzs96,Bacillariophyta,1251
nmdc:bsm-11-7twwzs96,Bacillota,395261
nmdc:bsm-11-7twwzs96,Bacteroidota,261434
nmdc:bsm-11-7twwzs96,Balneolota,1427
nmdc:bsm-11-7twwzs96,Basidiomycota,97252
nmdc:bsm-11-7twwzs96,Bdellovibrionota,4441
nmdc:bsm-11-7twwzs96,Blastocladiomycota,710
nmdc:bsm-11-7twwzs96,Caldisericota,163
nmdc:bsm-11-7twwzs96,Calditrichota,257
nmdc:bsm-11-7twwzs96,Campylobacterota,2234
nmdc:bsm-11-7twwzs96,Candidatus Aerophobetes,245
nmdc:bsm-11-7twwzs96,Candidatus Aminicenantes,478
nmdc:bsm-11-7twwzs96,Candidatus Bathyarchaeota,56
nmdc:bsm-11-7twwzs96,Candidatus Berkelbacteria,2
nmdc:bsm-11-7twwzs96,Candidatus Bipolaricaulota,43
nmdc:bsm-11-7twwzs96,Candidatus Calescamantes,225
nmdc:bsm-11-7twwzs96,Candidatus Cloacimonadota,108
nmdc:bsm-11-7twwzs96,Candidatus Cryosericota,65
nmdc:bsm-11-7twwzs96,Candidatus Diapherotrites,14
nmdc:bsm-11-7twwzs96,Candidatus Fervidibacteria,471
nmdc:bsm-11-7twwzs96,Candidatus Gracilibacteria,6
nmdc:bsm-11-7twwzs96,Candidatus Hydrogenedentes,118
nmdc:bsm-11-7twwzs96,Candidatus Korarchaeota,17
nmdc:bsm-11-7twwzs96,Candidatus Latescibacteria,393
nmdc:bsm-11-7twwzs96,Candidatus Lokiarchaeota,48
nmdc:bsm-11-7twwzs96,Candidatus Marinimicrobia,389
nmdc:bsm-11-7twwzs96,Candidatus Melainabacteria,665
nmdc:bsm-11-7twwzs96,Candidatus Micrarchaeota,10
nmdc:bsm-11-7twwzs96,Candidatus Microgenomates,939
nmdc:bsm-11-7twwzs96,Candidatus Nanohaloarchaeota,6
nmdc:bsm-11-7twwzs96,Candidatus Omnitrophota,1625
nmdc:bsm-11-7twwzs96,Candidatus Parcubacteria,2091
nmdc:bsm-11-7twwzs96,Candidatus Poribacteria,855
nmdc:bsm-11-7twwzs96,Candidatus Saccharibacteria,646
nmdc:bsm-11-7twwzs96,Candidatus Sumerlaeota,356
nmdc:bsm-11-7twwzs96,Candidatus Thermoplasmatota,388
nmdc:bsm-11-7twwzs96,Chlamydiota,2771
nmdc:bsm-11-7twwzs96,Chlorobiota,974
nmdc:bsm-11-7twwzs96,Chloroflexota,136291
nmdc:bsm-11-7twwzs96,Chlorophyta,17543
nmdc:bsm-11-7twwzs96,Chordata,10928
nmdc:bsm-11-7twwzs96,Chrysiogenota,214
nmdc:bsm-11-7twwzs96,Chytridiomycota,7316
nmdc:bsm-11-7twwzs96,Ciliophora,3666
nmdc:bsm-11-7twwzs96,Cnidaria,3017
nmdc:bsm-11-7twwzs96,Coprothermobacterota,21
nmdc:bsm-11-7twwzs96,Cyanobacteriota,41007
nmdc:bsm-11-7twwzs96,Deferribacterota,596
nmdc:bsm-11-7twwzs96,Deinococcota,7124
nmdc:bsm-11-7twwzs96,Dictyoglomota,71
nmdc:bsm-11-7twwzs96,Duplornaviricota,11
nmdc:bsm-11-7twwzs96,Elusimicrobiota,1033
nmdc:bsm-11-7twwzs96,Euglenozoa,1469
nmdc:bsm-11-7twwzs96,Euryarchaeota,9466
nmdc:bsm-11-7twwzs96,Evosea,16331
nmdc:bsm-11-7twwzs96,Fibrobacterota,374
nmdc:bsm-11-7twwzs96,Fornicata,21
nmdc:bsm-11-7twwzs96,Fusobacteriota,623
nmdc:bsm-11-7twwzs96,Gemmatimonadota,30739
nmdc:bsm-11-7twwzs96,Haptophyta,980
nmdc:bsm-11-7twwzs96,Heterolobosea,1125
nmdc:bsm-11-7twwzs96,Ignavibacteriota,1386
nmdc:bsm-11-7twwzs96,Kiritimatiellota,330
nmdc:bsm-11-7twwzs96,Kitrinoviricota,186
nmdc:bsm-11-7twwzs96,Lenarviricota,12321
nmdc:bsm-11-7twwzs96,Lentisphaerota,525
nmdc:bsm-11-7twwzs96,Microsporidia,10
nmdc:bsm-11-7twwzs96,Mollusca,2839
nmdc:bsm-11-7twwzs96,Mucoromycota,21833
nmdc:bsm-11-7twwzs96,Mycoplasmatota,876
nmdc:bsm-11-7twwzs96,Myxococcota,174635
nmdc:bsm-11-7twwzs96,Negarnaviricota,1235
nmdc:bsm-11-7twwzs96,Nematoda,2987
nmdc:bsm-11-7twwzs96,Nitrososphaerota,6733
nmdc:bsm-11-7twwzs96,Nitrospinota,631
nmdc:bsm-11-7twwzs96,Nitrospirota,10296
nmdc:bsm-11-7twwzs96,Nucleocytoviricota,80
nmdc:bsm-11-7twwzs96,Oomycota,4507
nmdc:bsm-11-7twwzs96,Parabasalia,97
nmdc:bsm-11-7twwzs96,Perkinsozoa,1037
nmdc:bsm-11-7twwzs96,Pisuviricota,12841
nmdc:bsm-11-7twwzs96,Placozoa,901
nmdc:bsm-11-7twwzs96,Planctomycetota,452682
nmdc:bsm-11-7twwzs96,Porifera,4053
nmdc:bsm-11-7twwzs96,Preplasmiviricota,89
nmdc:bsm-11-7twwzs96,Pseudomonadota,2491790
nmdc:bsm-11-7twwzs96,Retro-transcribing viruses,2
nmdc:bsm-11-7twwzs96,Rhodothermota,3923
nmdc:bsm-11-7twwzs96,Spirochaetota,3461
nmdc:bsm-11-7twwzs96,Streptophyta,12162
nmdc:bsm-11-7twwzs96,Synergistota,899
nmdc:bsm-11-7twwzs96,Thermodesulfobacteriota,32495
nmdc:bsm-11-7twwzs96,Thermomicrobiota,2706
nmdc:bsm-11-7twwzs96,Thermoproteota,579
nmdc:bsm-11-7twwzs96,Thermotogota,2004
nmdc:bsm-11-7twwzs96,Uroviricota,1645
nmdc:bsm-11-7twwzs96,Verrucomicrobiota,116271
nmdc:bsm-11-7twwzs96,Zoopagomycota,3413
nmdc:bsm-11-7twwzs96,candidate division NC10,1710
nmdc:bsm-11-7twwzs96,candidate division Zixibacteria,259
nmdc:bsm-11-7twwzs96,"dsDNA viruses, no RNA stage",1540
nmdc:bsm-11-7twwzs96,dsRNA viruses,4830
nmdc:bsm-11-7twwzs96,ssDNA viruses,508
nmdc:bsm-11-7twwzs96,ssRNA (+) viruses,48582
nmdc:bsm-11-7twwzs96,ssRNA viruses,24591
nmdc:bsm-11-7twwzs96,unassigned viruses,2
nmdc:bsm-11-7twwzs96,unclassified Bacteria,3567
nmdc:bsm-11-7twwzs96,unclassified Eukaryota,7323
nmdc:bsm-11-7twwzs96,unclassified Viruses,2314
nmdc:bsm-11-7twwzs96,unclassified phages,4
nmdc:bsm-11-7twwzs96,unclassified viruses,7680
nmdc:bsm-11-8rn9bm20,Acidobacteriota,2979695
nmdc:bsm-11-8rn9bm20,Actinomycetota,2720604
nmdc:bsm-11-8rn9bm20,Annelida,7690
nmdc:bsm-11-8rn9bm20,Apicomplexa,11113
nmdc:bsm-11-8rn9bm20,Aquificota,3613
nmdc:bsm-11-8rn9bm20,Armatimonadota,148919
nmdc:bsm-11-8rn9bm20,Arthropoda,27128
nmdc:bsm-11-8rn9bm20,Artverviricota,2
nmdc:bsm-11-8rn9bm20,Ascomycota,87573
nmdc:bsm-11-8rn9bm20,Atribacterota,870
nmdc:bsm-11-8rn9bm20,Bacillariophyta,3957
nmdc:bsm-11-8rn9bm20,Bacillota,230978
nmdc:bsm-11-8rn9bm20,Bacteroidota,351277
nmdc:bsm-11-8rn9bm20,Balneolota,3850
nmdc:bsm-11-8rn9bm20,Basidiomycota,177477
nmdc:bsm-11-8rn9bm20,Bdellovibrionota,9986
nmdc:bsm-11-8rn9bm20,Blastocladiomycota,1994
nmdc:bsm-11-8rn9bm20,Caldisericota,369
nmdc:bsm-11-8rn9bm20,Calditrichota,765
nmdc:bsm-11-8rn9bm20,Campylobacterota,2802
nmdc:bsm-11-8rn9bm20,Candidatus Aerophobetes,1137
nmdc:bsm-11-8rn9bm20,Candidatus Aminicenantes,1276
nmdc:bsm-11-8rn9bm20,Candidatus Bathyarchaeota,240
nmdc:bsm-11-8rn9bm20,Candidatus Berkelbacteria,62
nmdc:bsm-11-8rn9bm20,Candidatus Bipolaricaulota,50
nmdc:bsm-11-8rn9bm20,Candidatus Calescamantes,736
nmdc:bsm-11-8rn9bm20,Candidatus Cloacimonadota,232
nmdc:bsm-11-8rn9bm20,Candidatus Cryosericota,297
nmdc:bsm-11-8rn9bm20,Candidatus Diapherotrites,30
nmdc:bsm-11-8rn9bm20,Candidatus Fervidibacteria,1749
nmdc:bsm-11-8rn9bm20,Candidatus Gracilibacteria,23
nmdc:bsm-11-8rn9bm20,Candidatus Hydrogenedentes,409
nmdc:bsm-11-8rn9bm20,Candidatus Korarchaeota,120
nmdc:bsm-11-8rn9bm20,Candidatus Latescibacteria,787
nmdc:bsm-11-8rn9bm20,Candidatus Lokiarchaeota,83
nmdc:bsm-11-8rn9bm20,Candidatus Marinimicrobia,882
nmdc:bsm-11-8rn9bm20,Candidatus Melainabacteria,937
nmdc:bsm-11-8rn9bm20,Candidatus Micrarchaeota,30
nmdc:bsm-11-8rn9bm20,Candidatus Microgenomates,2894
nmdc:bsm-11-8rn9bm20,Candidatus Omnitrophota,6641
nmdc:bsm-11-8rn9bm20,Candidatus Parcubacteria,1466
nmdc:bsm-11-8rn9bm20,Candidatus Poribacteria,2493
nmdc:bsm-11-8rn9bm20,Candidatus Saccharibacteria,970
nmdc:bsm-11-8rn9bm20,Candidatus Sumerlaeota,766
nmdc:bsm-11-8rn9bm20,Candidatus Thermoplasmatota,1090
nmdc:bsm-11-8rn9bm20,Cercozoa,8
nmdc:bsm-11-8rn9bm20,Chlamydiota,4736
nmdc:bsm-11-8rn9bm20,Chlorobiota,2079
nmdc:bsm-11-8rn9bm20,Chloroflexota,63500
nmdc:bsm-11-8rn9bm20,Chlorophyta,28054
nmdc:bsm-11-8rn9bm20,Chordata,22487
nmdc:bsm-11-8rn9bm20,Chrysiogenota,425
nmdc:bsm-11-8rn9bm20,Chytridiomycota,11788
nmdc:bsm-11-8rn9bm20,Ciliophora,7228
nmdc:bsm-11-8rn9bm20,Cnidaria,5366
nmdc:bsm-11-8rn9bm20,Coprothermobacterota,226
nmdc:bsm-11-8rn9bm20,Cyanobacteriota,86616
nmdc:bsm-11-8rn9bm20,Deferribacterota,1052
nmdc:bsm-11-8rn9bm20,Deinococcota,11309
nmdc:bsm-11-8rn9bm20,Dictyoglomota,562
nmdc:bsm-11-8rn9bm20,Duplornaviricota,1316
nmdc:bsm-11-8rn9bm20,Elusimicrobiota,3079
nmdc:bsm-11-8rn9bm20,Euglenozoa,3853
nmdc:bsm-11-8rn9bm20,Euryarchaeota,25658
nmdc:bsm-11-8rn9bm20,Evosea,29537
nmdc:bsm-11-8rn9bm20,Fibrobacterota,1233
nmdc:bsm-11-8rn9bm20,Fornicata,37
nmdc:bsm-11-8rn9bm20,Fusobacteriota,804
nmdc:bsm-11-8rn9bm20,Gemmatimonadota,36937
nmdc:bsm-11-8rn9bm20,Haptophyta,3010
nmdc:bsm-11-8rn9bm20,Heterolobosea,2309
nmdc:bsm-11-8rn9bm20,Ignavibacteriota,4863
nmdc:bsm-11-8rn9bm20,Kiritimatiellota,1578
nmdc:bsm-11-8rn9bm20,Kitrinoviricota,552
nmdc:bsm-11-8rn9bm20,Lenarviricota,2251
nmdc:bsm-11-8rn9bm20,Lentisphaerota,1031
nmdc:bsm-11-8rn9bm20,Microsporidia,69
nmdc:bsm-11-8rn9bm20,Mollusca,3662
nmdc:bsm-11-8rn9bm20,Mucoromycota,25508
nmdc:bsm-11-8rn9bm20,Mycoplasmatota,959
nmdc:bsm-11-8rn9bm20,Myxococcota,769404
nmdc:bsm-11-8rn9bm20,Negarnaviricota,47
nmdc:bsm-11-8rn9bm20,Nematoda,13938
nmdc:bsm-11-8rn9bm20,Nitrososphaerota,8361
nmdc:bsm-11-8rn9bm20,Nitrospinota,2052
nmdc:bsm-11-8rn9bm20,Nitrospirota,26780
nmdc:bsm-11-8rn9bm20,Nucleocytoviricota,236
nmdc:bsm-11-8rn9bm20,Oomycota,11976
nmdc:bsm-11-8rn9bm20,Parabasalia,476
nmdc:bsm-11-8rn9bm20,Peploviricota,3
nmdc:bsm-11-8rn9bm20,Perkinsozoa,2388
nmdc:bsm-11-8rn9bm20,Pisuviricota,5709
nmdc:bsm-11-8rn9bm20,Placozoa,1544
nmdc:bsm-11-8rn9bm20,Planctomycetota,459232
nmdc:bsm-11-8rn9bm20,Porifera,3030
nmdc:bsm-11-8rn9bm20,Preplasmiviricota,4
nmdc:bsm-11-8rn9bm20,Pseudomonadota,3608704
nmdc:bsm-11-8rn9bm20,RNA viruses,74
nmdc:bsm-11-8rn9bm20,Rhodothermota,13285
nmdc:bsm-11-8rn9bm20,Spirochaetota,7185
nmdc:bsm-11-8rn9bm20,Streptophyta,166335
nmdc:bsm-11-8rn9bm20,Synergistota,2224
nmdc:bsm-11-8rn9bm20,Thermodesulfobacteriota,98967
nmdc:bsm-11-8rn9bm20,Thermomicrobiota,5824
nmdc:bsm-11-8rn9bm20,Thermoproteota,1494
nmdc:bsm-11-8rn9bm20,Thermotogota,3269
nmdc:bsm-11-8rn9bm20,Uroviricota,1119
nmdc:bsm-11-8rn9bm20,Verrucomicrobiota,271966
nmdc:bsm-11-8rn9bm20,Zoopagomycota,5038
nmdc:bsm-11-8rn9bm20,candidate division NC10,6756
nmdc:bsm-11-8rn9bm20,candidate division Zixibacteria,1074
nmdc:bsm-11-8rn9bm20,"dsDNA viruses, no RNA stage",1877
nmdc:bsm-11-8rn9bm20,dsRNA,4
nmdc:bsm-11-8rn9bm20,dsRNA viruses,5504
nmdc:bsm-11-8rn9bm20,ssDNA viruses,227
nmdc:bsm-11-8rn9bm20,ssRNA (+) viruses,208789
nmdc:bsm-11-8rn9bm20,ssRNA viruses,85410
nmdc:bsm-11-8rn9bm20,unclassified Bacteria,5671
nmdc:bsm-11-8rn9bm20,unclassified Eukaryota,21731
nmdc:bsm-11-8rn9bm20,unclassified Viruses,16298
nmdc:bsm-11-8rn9bm20,unclassified phages,10
nmdc:bsm-11-8rn9bm20,unclassified virophages,2
nmdc:bsm-11-8rn9bm20,unclassified viruses,4635
nmdc:bsm-11-93mc8g67,Acidobacteriota,3223694
nmdc:bsm-11-93mc8g67,Actinomycetota,730757
nmdc:bsm-11-93mc8g67,Annelida,7032
nmdc:bsm-11-93mc8g67,Apicomplexa,5954
nmdc:bsm-11-93mc8g67,Aquificota,6607
nmdc:bsm-11-93mc8g67,Armatimonadota,19268
nmdc:bsm-11-93mc8g67,Arthropoda,33194
nmdc:bsm-11-93mc8g67,Ascomycota,78500
nmdc:bsm-11-93mc8g67,Atribacterota,712
nmdc:bsm-11-93mc8g67,Bacillariophyta,761
nmdc:bsm-11-93mc8g67,Bacillota,248364
nmdc:bsm-11-93mc8g67,Bacteroidota,160553
nmdc:bsm-11-93mc8g67,Balneolota,10767
nmdc:bsm-11-93mc8g67,Basidiomycota,534743
nmdc:bsm-11-93mc8g67,Bdellovibrionota,7817
nmdc:bsm-11-93mc8g67,Blastocladiomycota,658
nmdc:bsm-11-93mc8g67,Caldisericota,93
nmdc:bsm-11-93mc8g67,Calditrichota,845
nmdc:bsm-11-93mc8g67,Campylobacterota,2462
nmdc:bsm-11-93mc8g67,Candidatus Aerophobetes,809
nmdc:bsm-11-93mc8g67,Candidatus Aminicenantes,1936
nmdc:bsm-11-93mc8g67,Candidatus Bathyarchaeota,464
nmdc:bsm-11-93mc8g67,Candidatus Berkelbacteria,201
nmdc:bsm-11-93mc8g67,Candidatus Bipolaricaulota,85
nmdc:bsm-11-93mc8g67,Candidatus Calescamantes,635
nmdc:bsm-11-93mc8g67,Candidatus Cloacimonadota,238
nmdc:bsm-11-93mc8g67,Candidatus Cryosericota,479
nmdc:bsm-11-93mc8g67,Candidatus Diapherotrites,48
nmdc:bsm-11-93mc8g67,Candidatus Fervidibacteria,996
nmdc:bsm-11-93mc8g67,Candidatus Gracilibacteria,58
nmdc:bsm-11-93mc8g67,Candidatus Hydrogenedentes,278
nmdc:bsm-11-93mc8g67,Candidatus Korarchaeota,171
nmdc:bsm-11-93mc8g67,Candidatus Latescibacteria,979
nmdc:bsm-11-93mc8g67,Candidatus Lokiarchaeota,84
nmdc:bsm-11-93mc8g67,Candidatus Marinimicrobia,7611
nmdc:bsm-11-93mc8g67,Candidatus Melainabacteria,592
nmdc:bsm-11-93mc8g67,Candidatus Micrarchaeota,47
nmdc:bsm-11-93mc8g67,Candidatus Microgenomates,519
nmdc:bsm-11-93mc8g67,Candidatus Nanohaloarchaeota,3
nmdc:bsm-11-93mc8g67,Candidatus Omnitrophota,1883
nmdc:bsm-11-93mc8g67,Candidatus Parcubacteria,831
nmdc:bsm-11-93mc8g67,Candidatus Poribacteria,4140
nmdc:bsm-11-93mc8g67,Candidatus Saccharibacteria,377
nmdc:bsm-11-93mc8g67,Candidatus Sumerlaeota,1407
nmdc:bsm-11-93mc8g67,Candidatus Thermoplasmatota,919
nmdc:bsm-11-93mc8g67,Chlamydiota,1923
nmdc:bsm-11-93mc8g67,Chlorobiota,2210
nmdc:bsm-11-93mc8g67,Chloroflexota,168743
nmdc:bsm-11-93mc8g67,Chlorophyta,30808
nmdc:bsm-11-93mc8g67,Chordata,7679
nmdc:bsm-11-93mc8g67,Chrysiogenota,351
nmdc:bsm-11-93mc8g67,Chytridiomycota,3903
nmdc:bsm-11-93mc8g67,Ciliophora,8657
nmdc:bsm-11-93mc8g67,Cnidaria,4120
nmdc:bsm-11-93mc8g67,Coprothermobacterota,189
nmdc:bsm-11-93mc8g67,Cressdnaviricota,16
nmdc:bsm-11-93mc8g67,Cyanobacteriota,82642
nmdc:bsm-11-93mc8g67,Deferribacterota,1119
nmdc:bsm-11-93mc8g67,Deinococcota,8703
nmdc:bsm-11-93mc8g67,Dictyoglomota,406
nmdc:bsm-11-93mc8g67,Duplornaviricota,23
nmdc:bsm-11-93mc8g67,Elusimicrobiota,2728
nmdc:bsm-11-93mc8g67,Euglenozoa,1001
nmdc:bsm-11-93mc8g67,Euryarchaeota,30622
nmdc:bsm-11-93mc8g67,Evosea,28436
nmdc:bsm-11-93mc8g67,Fibrobacterota,494
nmdc:bsm-11-93mc8g67,Fornicata,48
nmdc:bsm-11-93mc8g67,Fusobacteriota,452
nmdc:bsm-11-93mc8g67,Gemmatimonadota,37144
nmdc:bsm-11-93mc8g67,Haptophyta,1331
nmdc:bsm-11-93mc8g67,Heterolobosea,1221
nmdc:bsm-11-93mc8g67,Ignavibacteriota,4951
nmdc:bsm-11-93mc8g67,Kiritimatiellota,1499
nmdc:bsm-11-93mc8g67,Kitrinoviricota,24044
nmdc:bsm-11-93mc8g67,Lenarviricota,19239
nmdc:bsm-11-93mc8g67,Lentisphaerota,476
nmdc:bsm-11-93mc8g67,Microsporidia,33
nmdc:bsm-11-93mc8g67,Mollusca,2134
nmdc:bsm-11-93mc8g67,Mucoromycota,12064
nmdc:bsm-11-93mc8g67,Mycoplasmatota,360
nmdc:bsm-11-93mc8g67,Myxococcota,142663
nmdc:bsm-11-93mc8g67,Nanoarchaeota,2
nmdc:bsm-11-93mc8g67,Negarnaviricota,329
nmdc:bsm-11-93mc8g67,Nematoda,1832
nmdc:bsm-11-93mc8g67,Nitrososphaerota,17982
nmdc:bsm-11-93mc8g67,Nitrospinota,1999
nmdc:bsm-11-93mc8g67,Nitrospirota,38754
nmdc:bsm-11-93mc8g67,Nucleocytoviricota,270
nmdc:bsm-11-93mc8g67,Oomycota,1963
nmdc:bsm-11-93mc8g67,Parabasalia,95
nmdc:bsm-11-93mc8g67,Perkinsozoa,345
nmdc:bsm-11-93mc8g67,Pisuviricota,2758
nmdc:bsm-11-93mc8g67,Placozoa,704
nmdc:bsm-11-93mc8g67,Planctomycetota,458310
nmdc:bsm-11-93mc8g67,Porifera,2431
nmdc:bsm-11-93mc8g67,Preplasmiviricota,22
nmdc:bsm-11-93mc8g67,Pseudomonadota,3746012
nmdc:bsm-11-93mc8g67,RNA viruses,2
nmdc:bsm-11-93mc8g67,Rhodothermota,8682
nmdc:bsm-11-93mc8g67,Spirochaetota,5856
nmdc:bsm-11-93mc8g67,Streptophyta,12645
nmdc:bsm-11-93mc8g67,Synergistota,1798
nmdc:bsm-11-93mc8g67,Thermodesulfobacteriota,106912
nmdc:bsm-11-93mc8g67,Thermomicrobiota,5831
nmdc:bsm-11-93mc8g67,Thermoproteota,1593
nmdc:bsm-11-93mc8g67,Thermotogota,1690
nmdc:bsm-11-93mc8g67,Uroviricota,532
nmdc:bsm-11-93mc8g67,Verrucomicrobiota,110436
nmdc:bsm-11-93mc8g67,Zoopagomycota,1785
nmdc:bsm-11-93mc8g67,candidate division NC10,7993
nmdc:bsm-11-93mc8g67,candidate division Zixibacteria,1057
nmdc:bsm-11-93mc8g67,"dsDNA viruses, no RNA stage",810
nmdc:bsm-11-93mc8g67,dsRNA viruses,5352
nmdc:bsm-11-93mc8g67,ssDNA viruses,269
nmdc:bsm-11-93mc8g67,ssRNA (+) viruses,111905
nmdc:bsm-11-93mc8g67,ssRNA viruses,38655
nmdc:bsm-11-93mc8g67,unclassified Bacteria,5222
nmdc:bsm-11-93mc8g67,unclassified Eukaryota,20818
nmdc:bsm-11-93mc8g67,unclassified Viruses,26747
nmdc:bsm-11-93mc8g67,unclassified viruses,3036
nmdc:bsm-11-cwey4y35,Acidobacteriota,2319437
nmdc:bsm-11-cwey4y35,Actinomycetota,1207922
nmdc:bsm-11-cwey4y35,Annelida,18663
nmdc:bsm-11-cwey4y35,Apicomplexa,7830
nmdc:bsm-11-cwey4y35,Aquificota,3106
nmdc:bsm-11-cwey4y35,Armatimonadota,19789
nmdc:bsm-11-cwey4y35,Arthropoda,16797
nmdc:bsm-11-cwey4y35,Artverviricota,8
nmdc:bsm-11-cwey4y35,Ascomycota,39795
nmdc:bsm-11-cwey4y35,Atribacterota,428
nmdc:bsm-11-cwey4y35,Bacillariophyta,932
nmdc:bsm-11-cwey4y35,Bacillota,203389
nmdc:bsm-11-cwey4y35,Bacteroidota,151154
nmdc:bsm-11-cwey4y35,Balneolota,2948
nmdc:bsm-11-cwey4y35,Basidiomycota,113427
nmdc:bsm-11-cwey4y35,Bdellovibrionota,7615
nmdc:bsm-11-cwey4y35,Blastocladiomycota,881
nmdc:bsm-11-cwey4y35,Caldisericota,26
nmdc:bsm-11-cwey4y35,Calditrichota,507
nmdc:bsm-11-cwey4y35,Campylobacterota,2517
nmdc:bsm-11-cwey4y35,Candidatus Absconditabacteria,6
nmdc:bsm-11-cwey4y35,Candidatus Aerophobetes,500
nmdc:bsm-11-cwey4y35,Candidatus Aminicenantes,1375
nmdc:bsm-11-cwey4y35,Candidatus Bathyarchaeota,181
nmdc:bsm-11-cwey4y35,Candidatus Berkelbacteria,59
nmdc:bsm-11-cwey4y35,Candidatus Bipolaricaulota,32
nmdc:bsm-11-cwey4y35,Candidatus Calescamantes,645
nmdc:bsm-11-cwey4y35,Candidatus Cloacimonadota,306
nmdc:bsm-11-cwey4y35,Candidatus Cryosericota,156
nmdc:bsm-11-cwey4y35,Candidatus Diapherotrites,37
nmdc:bsm-11-cwey4y35,Candidatus Fervidibacteria,1027
nmdc:bsm-11-cwey4y35,Candidatus Gracilibacteria,52
nmdc:bsm-11-cwey4y35,Candidatus Hydrogenedentes,354
nmdc:bsm-11-cwey4y35,Candidatus Korarchaeota,125
nmdc:bsm-11-cwey4y35,Candidatus Latescibacteria,411
nmdc:bsm-11-cwey4y35,Candidatus Lokiarchaeota,10
nmdc:bsm-11-cwey4y35,Candidatus Marinimicrobia,549
nmdc:bsm-11-cwey4y35,Candidatus Melainabacteria,467
nmdc:bsm-11-cwey4y35,Candidatus Micrarchaeota,39
nmdc:bsm-11-cwey4y35,Candidatus Microgenomates,613
nmdc:bsm-11-cwey4y35,Candidatus Nanohaloarchaeota,26
nmdc:bsm-11-cwey4y35,Candidatus Omnitrophota,1144
nmdc:bsm-11-cwey4y35,Candidatus Parcubacteria,862
nmdc:bsm-11-cwey4y35,Candidatus Poribacteria,3312
nmdc:bsm-11-cwey4y35,Candidatus Saccharibacteria,246
nmdc:bsm-11-cwey4y35,Candidatus Sumerlaeota,622
nmdc:bsm-11-cwey4y35,Candidatus Thermoplasmatota,514
nmdc:bsm-11-cwey4y35,Chlamydiota,2456
nmdc:bsm-11-cwey4y35,Chlorobiota,1976
nmdc:bsm-11-cwey4y35,Chloroflexota,119939
nmdc:bsm-11-cwey4y35,Chlorophyta,22718
nmdc:bsm-11-cwey4y35,Chordata,10035
nmdc:bsm-11-cwey4y35,Chrysiogenota,546
nmdc:bsm-11-cwey4y35,Chytridiomycota,8620
nmdc:bsm-11-cwey4y35,Ciliophora,3185
nmdc:bsm-11-cwey4y35,Cnidaria,2986
nmdc:bsm-11-cwey4y35,Coprothermobacterota,93
nmdc:bsm-11-cwey4y35,Cressdnaviricota,8
nmdc:bsm-11-cwey4y35,Cyanobacteriota,67618
nmdc:bsm-11-cwey4y35,Deferribacterota,1083
nmdc:bsm-11-cwey4y35,Deinococcota,8875
nmdc:bsm-11-cwey4y35,Dictyoglomota,361
nmdc:bsm-11-cwey4y35,Duplornaviricota,4
