biosample_id,taxon,expr_sum
nmdc:bsm-11-65a4xw75,Spirochaetota,6408
nmdc:bsm-11-65a4xw75,Streptophyta,19090
nmdc:bsm-11-65a4xw75,Synergistota,6104
nmdc:bsm-11-65a4xw75,Thermodesulfobacteriota,151969
nmdc:bsm-11-65a4xw75,Thermomicrobiota,6994
nmdc:bsm-11-65a4xw75,Thermoproteota,6770
nmdc:bsm-11-65a4xw75,Thermotogota,2029
nmdc:bsm-11-65a4xw75,Uroviricota,608
nmdc:bsm-11-65a4xw75,Verrucomicrobiota,259856
nmdc:bsm-11-65a4xw75,Zoopagomycota,4355
nmdc:bsm-11-65a4xw75,candidate division NC10,9347
nmdc:bsm-11-65a4xw75,candidate division Zixibacteria,1680
nmdc:bsm-11-65a4xw75,"dsDNA viruses, no RNA stage",1477
nmdc:bsm-11-65a4xw75,dsRNA viruses,3060
nmdc:bsm-11-65a4xw75,ssDNA viruses,379
nmdc:bsm-11-65a4xw75,ssRNA (+) viruses,277849
nmdc:bsm-11-65a4xw75,ssRNA viruses,24773
nmdc:bsm-11-65a4xw75,unclassified Bacteria,7088
nmdc:bsm-11-65a4xw75,unclassified Eukaryota,10138
nmdc:bsm-11-65a4xw75,unclassified Viruses,6092
nmdc:bsm-11-65a4xw75,unclassified phages,8
nmdc:bsm-11-65a4xw75,unclassified viruses,6085
nmdc:bsm-11-6m6c9g55,Acidobacteriota,1739947
nmdc:bsm-11-6m6c9g55,Actinomycetota,3839191
nmdc:bsm-11-6m6c9g55,Annelida,34676
nmdc:bsm-11-6m6c9g55,Apicomplexa,5693
nmdc:bsm-11-6m6c9g55,Aquificota,2731
nmdc:bsm-11-6m6c9g55,Armatimonadota,59434
nmdc:bsm-11-6m6c9g55,Arthropoda,14586
nmdc:bsm-11-6m6c9g55,Ascomycota,48358
nmdc:bsm-11-6m6c9g55,Atribacterota,559
nmdc:bsm-11-6m6c9g55,Bacillariophyta,1774
nmdc:bsm-11-6m6c9g55,Bacillota,139220
nmdc:bsm-11-6m6c9g55,Bacteroidota,142541
nmdc:bsm-11-6m6c9g55,Balneolota,3392
nmdc:bsm-11-6m6c9g55,Basidiomycota,49786
nmdc:bsm-11-6m6c9g55,Bdellovibrionota,5712
nmdc:bsm-11-6m6c9g55,Blastocladiomycota,1270
nmdc:bsm-11-6m6c9g55,Caldisericota,226
nmdc:bsm-11-6m6c9g55,Calditrichota,643
nmdc:bsm-11-6m6c9g55,Campylobacterota,1921
nmdc:bsm-11-6m6c9g55,Candidatus Absconditabacteria,7
nmdc:bsm-11-6m6c9g55,Candidatus Aerophobetes,625
nmdc:bsm-11-6m6c9g55,Candidatus Aminicenantes,1172
nmdc:bsm-11-6m6c9g55,Candidatus Bathyarchaeota,230
nmdc:bsm-11-6m6c9g55,Candidatus Berkelbacteria,8
nmdc:bsm-11-6m6c9g55,Candidatus Bipolaricaulota,47
nmdc:bsm-11-6m6c9g55,Candidatus Calescamantes,455
nmdc:bsm-11-6m6c9g55,Candidatus Cloacimonadota,236
nmdc:bsm-11-6m6c9g55,Candidatus Cryosericota,166
nmdc:bsm-11-6m6c9g55,Candidatus Diapherotrites,23
nmdc:bsm-11-6m6c9g55,Candidatus Fervidibacteria,1073
nmdc:bsm-11-6m6c9g55,Candidatus Gracilibacteria,13
nmdc:bsm-11-6m6c9g55,Candidatus Hydrogenedentes,503
nmdc:bsm-11-6m6c9g55,Candidatus Hydrothermae,4
nmdc:bsm-11-6m6c9g55,Candidatus Korarchaeota,69
nmdc:bsm-11-6m6c9g55,Candidatus Latescibacteria,654
nmdc:bsm-11-6m6c9g55,Candidatus Lokiarchaeota,184
nmdc:bsm-11-6m6c9g55,Candidatus Marinimicrobia,602
nmdc:bsm-11-6m6c9g55,Candidatus Melainabacteria,271
nmdc:bsm-11-6m6c9g55,Candidatus Micrarchaeota,28
nmdc:bsm-11-6m6c9g55,Candidatus Microgenomates,1127
nmdc:bsm-11-6m6c9g55,Candidatus Nanohaloarchaeota,8
nmdc:bsm-11-6m6c9g55,Candidatus Omnitrophota,4129
nmdc:bsm-11-6m6c9g55,Candidatus Parcubacteria,1320
nmdc:bsm-11-6m6c9g55,Candidatus Poribacteria,1767
nmdc:bsm-11-6m6c9g55,Candidatus Saccharibacteria,616
nmdc:bsm-11-6m6c9g55,Candidatus Sumerlaeota,593
nmdc:bsm-11-6m6c9g55,Candidatus Thermoplasmatota,1619
nmdc:bsm-11-6m6c9g55,Chlamydiota,2613
nmdc:bsm-11-6m6c9g55,Chlorobiota,1457
nmdc:bsm-11-6m6c9g55,Chloroflexota,63613
nmdc:bsm-11-6m6c9g55,Chlorophyta,21174
nmdc:bsm-11-6m6c9g55,Chordata,25183
nmdc:bsm-11-6m6c9g55,Chrysiogenota,251
nmdc:bsm-11-6m6c9g55,Chytridiomycota,7938
nmdc:bsm-11-6m6c9g55,Ciliophora,3811
nmdc:bsm-11-6m6c9g55,Cnidaria,4649
nmdc:bsm-11-6m6c9g55,Coprothermobacterota,50
nmdc:bsm-11-6m6c9g55,Cressdnaviricota,11
nmdc:bsm-11-6m6c9g55,Cyanobacteriota,64846
nmdc:bsm-11-6m6c9g55,Deferribacterota,915
nmdc:bsm-11-6m6c9g55,Deinococcota,9639
nmdc:bsm-11-6m6c9g55,Dictyoglomota,212
nmdc:bsm-11-6m6c9g55,Duplornaviricota,18
nmdc:bsm-11-6m6c9g55,Elusimicrobiota,3919
nmdc:bsm-11-6m6c9g55,Euglenozoa,1379
nmdc:bsm-11-6m6c9g55,Euryarchaeota,17028
nmdc:bsm-11-6m6c9g55,Evosea,44566
nmdc:bsm-11-6m6c9g55,Fibrobacterota,760
nmdc:bsm-11-6m6c9g55,Fornicata,61
nmdc:bsm-11-6m6c9g55,Fusobacteriota,632
nmdc:bsm-11-6m6c9g55,Gemmatimonadota,42649
nmdc:bsm-11-6m6c9g55,Haptophyta,1836
nmdc:bsm-11-6m6c9g55,Heterolobosea,1672
nmdc:bsm-11-6m6c9g55,Ignavibacteriota,3344
nmdc:bsm-11-6m6c9g55,Kiritimatiellota,1202
nmdc:bsm-11-6m6c9g55,Kitrinoviricota,2
nmdc:bsm-11-6m6c9g55,Lenarviricota,10671
nmdc:bsm-11-6m6c9g55,Lentisphaerota,1076
nmdc:bsm-11-6m6c9g55,Microsporidia,126
nmdc:bsm-11-6m6c9g55,Mollusca,4369
nmdc:bsm-11-6m6c9g55,Mucoromycota,20553
nmdc:bsm-11-6m6c9g55,Mycoplasmatota,643
nmdc:bsm-11-6m6c9g55,Myxococcota,226718
nmdc:bsm-11-6m6c9g55,Negarnaviricota,1020
nmdc:bsm-11-6m6c9g55,Nematoda,3040
nmdc:bsm-11-6m6c9g55,Nitrososphaerota,3088
nmdc:bsm-11-6m6c9g55,Nitrospinota,1314
nmdc:bsm-11-6m6c9g55,Nitrospirota,18259
nmdc:bsm-11-6m6c9g55,Nucleocytoviricota,87
nmdc:bsm-11-6m6c9g55,Oomycota,4684
nmdc:bsm-11-6m6c9g55,Parabasalia,119
nmdc:bsm-11-6m6c9g55,Peploviricota,0
nmdc:bsm-11-6m6c9g55,Perkinsozoa,673
nmdc:bsm-11-6m6c9g55,Pisuviricota,3558
nmdc:bsm-11-6m6c9g55,Placozoa,2527
nmdc:bsm-11-6m6c9g55,Planctomycetota,351040
nmdc:bsm-11-6m6c9g55,Porifera,1759
nmdc:bsm-11-6m6c9g55,Preplasmiviricota,66
nmdc:bsm-11-6m6c9g55,Pseudomonadota,3244170
nmdc:bsm-11-6m6c9g55,RNA viruses,0
nmdc:bsm-11-6m6c9g55,Retro-transcribing viruses,0
nmdc:bsm-11-6m6c9g55,Rhodothermota,8274
nmdc:bsm-11-6m6c9g55,Spirochaetota,5847
nmdc:bsm-11-6m6c9g55,Streptophyta,15409
nmdc:bsm-11-6m6c9g55,Synergistota,1210
nmdc:bsm-11-6m6c9g55,Thermodesulfobacteriota,94586
nmdc:bsm-11-6m6c9g55,Thermomicrobiota,4646
nmdc:bsm-11-6m6c9g55,Thermoproteota,1364
nmdc:bsm-11-6m6c9g55,Thermotogota,2135
nmdc:bsm-11-6m6c9g55,Uroviricota,1033
nmdc:bsm-11-6m6c9g55,Verrucomicrobiota,181233
nmdc:bsm-11-6m6c9g55,Zoopagomycota,6980
nmdc:bsm-11-6m6c9g55,candidate division NC10,4252
nmdc:bsm-11-6m6c9g55,candidate division Zixibacteria,595
nmdc:bsm-11-6m6c9g55,"dsDNA viruses, no RNA stage",949
nmdc:bsm-11-6m6c9g55,dsRNA viruses,1572
nmdc:bsm-11-6m6c9g55,ssDNA viruses,755
nmdc:bsm-11-6m6c9g55,ssRNA (+) viruses,165731
nmdc:bsm-11-6m6c9g55,ssRNA viruses,57527
nmdc:bsm-11-6m6c9g55,unclassified Bacteria,4019
nmdc:bsm-11-6m6c9g55,unclassified Eukaryota,7512
nmdc:bsm-11-6m6c9g55,unclassified Viruses,6880
nmdc:bsm-11-6m6c9g55,unclassified phages,15
nmdc:bsm-11-6m6c9g55,unclassified viruses,32748
nmdc:bsm-11-6x067s27,Acidobacteriota,1654741
nmdc:bsm-11-6x067s27,Actinomycetota,2126601
nmdc:bsm-11-6x067s27,Annelida,17539
nmdc:bsm-11-6x067s27,Apicomplexa,6362
nmdc:bsm-11-6x067s27,Aquificota,2065
nmdc:bsm-11-6x067s27,Armatimonadota,54567
nmdc:bsm-11-6x067s27,Arthropoda,12514
nmdc:bsm-11-6x067s27,Ascomycota,35965
nmdc:bsm-11-6x067s27,Atribacterota,622
nmdc:bsm-11-6x067s27,Bacillariophyta,2333
nmdc:bsm-11-6x067s27,Bacillota,129582
nmdc:bsm-11-6x067s27,Bacteroidota,203400
nmdc:bsm-11-6x067s27,Balneolota,2969
nmdc:bsm-11-6x067s27,Basidiomycota,42552
nmdc:bsm-11-6x067s27,Bdellovibrionota,5516
nmdc:bsm-11-6x067s27,Blastocladiomycota,760
nmdc:bsm-11-6x067s27,Caldisericota,459
nmdc:bsm-11-6x067s27,Calditrichota,466
nmdc:bsm-11-6x067s27,Campylobacterota,1538
nmdc:bsm-11-6x067s27,Candidatus Aerophobetes,1138
nmdc:bsm-11-6x067s27,Candidatus Aminicenantes,817
nmdc:bsm-11-6x067s27,Candidatus Bathyarchaeota,126
nmdc:bsm-11-6x067s27,Candidatus Berkelbacteria,96
nmdc:bsm-11-6x067s27,Candidatus Bipolaricaulota,19
nmdc:bsm-11-6x067s27,Candidatus Calescamantes,432
nmdc:bsm-11-6x067s27,Candidatus Cloacimonadota,154
nmdc:bsm-11-6x067s27,Candidatus Cryosericota,215
nmdc:bsm-11-6x067s27,Candidatus Diapherotrites,12
nmdc:bsm-11-6x067s27,Candidatus Fervidibacteria,724
nmdc:bsm-11-6x067s27,Candidatus Gracilibacteria,22
nmdc:bsm-11-6x067s27,Candidatus Hydrogenedentes,343
nmdc:bsm-11-6x067s27,Candidatus Korarchaeota,63
nmdc:bsm-11-6x067s27,Candidatus Latescibacteria,478
nmdc:bsm-11-6x067s27,Candidatus Lokiarchaeota,53
nmdc:bsm-11-6x067s27,Candidatus Marinimicrobia,500
nmdc:bsm-11-6x067s27,Candidatus Melainabacteria,376
nmdc:bsm-11-6x067s27,Candidatus Micrarchaeota,84
nmdc:bsm-11-6x067s27,Candidatus Microgenomates,1027
nmdc:bsm-11-6x067s27,Candidatus Nanohaloarchaeota,2
nmdc:bsm-11-6x067s27,Candidatus Omnitrophota,3748
nmdc:bsm-11-6x067s27,Candidatus Parcubacteria,1588
nmdc:bsm-11-6x067s27,Candidatus Poribacteria,1160
nmdc:bsm-11-6x067s27,Candidatus Saccharibacteria,588
nmdc:bsm-11-6x067s27,Candidatus Sumerlaeota,524
nmdc:bsm-11-6x067s27,Candidatus Thermoplasmatota,1244
nmdc:bsm-11-6x067s27,Chlamydiota,2176
nmdc:bsm-11-6x067s27,Chlorobiota,1437
nmdc:bsm-11-6x067s27,Chloroflexota,56114
nmdc:bsm-11-6x067s27,Chlorophyta,12686
nmdc:bsm-11-6x067s27,Chordata,10352
nmdc:bsm-11-6x067s27,Chrysiogenota,339
nmdc:bsm-11-6x067s27,Chytridiomycota,5399
nmdc:bsm-11-6x067s27,Ciliophora,2380
nmdc:bsm-11-6x067s27,Cnidaria,2530
nmdc:bsm-11-6x067s27,Coprothermobacterota,85
nmdc:bsm-11-6x067s27,Cressdnaviricota,5
nmdc:bsm-11-6x067s27,Cyanobacteriota,51535
nmdc:bsm-11-6x067s27,Deferribacterota,842
nmdc:bsm-11-6x067s27,Deinococcota,7068
nmdc:bsm-11-6x067s27,Dictyoglomota,280
nmdc:bsm-11-6x067s27,Duplornaviricota,105
nmdc:bsm-11-6x067s27,Elusimicrobiota,4047
nmdc:bsm-11-6x067s27,Euglenozoa,725
nmdc:bsm-11-6x067s27,Euryarchaeota,14218
nmdc:bsm-11-6x067s27,Evosea,18266
nmdc:bsm-11-6x067s27,Fibrobacterota,739
nmdc:bsm-11-6x067s27,Fornicata,9
nmdc:bsm-11-6x067s27,Fusobacteriota,455
nmdc:bsm-11-6x067s27,Gemmatimonadota,28263
nmdc:bsm-11-6x067s27,Haptophyta,1043
nmdc:bsm-11-6x067s27,Heterolobosea,1389
nmdc:bsm-11-6x067s27,Ignavibacteriota,3199
nmdc:bsm-11-6x067s27,Kiritimatiellota,986
nmdc:bsm-11-6x067s27,Kitrinoviricota,1041
nmdc:bsm-11-6x067s27,Lenarviricota,1198
nmdc:bsm-11-6x067s27,Lentisphaerota,1205
nmdc:bsm-11-6x067s27,Microsporidia,35
nmdc:bsm-11-6x067s27,Mollusca,2689
nmdc:bsm-11-6x067s27,Mucoromycota,27541
nmdc:bsm-11-6x067s27,Mycoplasmatota,890
nmdc:bsm-11-6x067s27,Myxococcota,154747
nmdc:bsm-11-6x067s27,Negarnaviricota,92
nmdc:bsm-11-6x067s27,Nematoda,2410
nmdc:bsm-11-6x067s27,Nitrososphaerota,2628
nmdc:bsm-11-6x067s27,Nitrospinota,836
nmdc:bsm-11-6x067s27,Nitrospirota,18567
nmdc:bsm-11-6x067s27,Nucleocytoviricota,54
nmdc:bsm-11-6x067s27,Oomycota,5734
nmdc:bsm-11-6x067s27,Parabasalia,338
nmdc:bsm-11-6x067s27,Perkinsozoa,868
nmdc:bsm-11-6x067s27,Pisuviricota,527
nmdc:bsm-11-6x067s27,Placozoa,1085
nmdc:bsm-11-6x067s27,Planctomycetota,246931
nmdc:bsm-11-6x067s27,Porifera,1111
nmdc:bsm-11-6x067s27,Preplasmiviricota,25
nmdc:bsm-11-6x067s27,Pseudomonadota,2358214
nmdc:bsm-11-6x067s27,RNA viruses,6
nmdc:bsm-11-6x067s27,Rhodothermota,6958
nmdc:bsm-11-6x067s27,Spirochaetota,10912
nmdc:bsm-11-6x067s27,Streptophyta,12525
nmdc:bsm-11-6x067s27,Synergistota,1162
nmdc:bsm-11-6x067s27,Thermodesulfobacteriota,70039
nmdc:bsm-11-6x067s27,Thermomicrobiota,4165
nmdc:bsm-11-6x067s27,Thermoproteota,913
nmdc:bsm-11-6x067s27,Thermotogota,2476
nmdc:bsm-11-6x067s27,Uroviricota,768
nmdc:bsm-11-6x067s27,Verrucomicrobiota,235891
nmdc:bsm-11-6x067s27,Zoopagomycota,4202
nmdc:bsm-11-6x067s27,candidate division NC10,3279
nmdc:bsm-11-6x067s27,candidate division Zixibacteria,1044
nmdc:bsm-11-6x067s27,"dsDNA viruses, no RNA stage",1161
nmdc:bsm-11-6x067s27,dsRNA viruses,5768
nmdc:bsm-11-6x067s27,ssDNA viruses,158
nmdc:bsm-11-6x067s27,ssRNA (+) viruses,146824
nmdc:bsm-11-6x067s27,ssRNA viruses,43151
nmdc:bsm-11-6x067s27,unclassified Bacteria,7230
nmdc:bsm-11-6x067s27,unclassified Eukaryota,13825
nmdc:bsm-11-6x067s27,unclassified Viruses,15600
nmdc:bsm-11-6x067s27,unclassified phages,16
nmdc:bsm-11-6x067s27,unclassified viruses,16632
nmdc:bsm-11-71991e79,Acidobacteriota,2890231
nmdc:bsm-11-71991e79,Actinomycetota,3712762
nmdc:bsm-11-71991e79,Annelida,31243
nmdc:bsm-11-71991e79,Apicomplexa,8625
nmdc:bsm-11-71991e79,Aquificota,3926
nmdc:bsm-11-71991e79,Armatimonadota,106534
nmdc:bsm-11-71991e79,Arthropoda,33758
nmdc:bsm-11-71991e79,Artverviricota,6
nmdc:bsm-11-71991e79,Ascomycota,43830
nmdc:bsm-11-71991e79,Atribacterota,1027
nmdc:bsm-11-71991e79,Bacillariophyta,2767
nmdc:bsm-11-71991e79,Bacillota,234015
nmdc:bsm-11-71991e79,Bacteroidota,308447
nmdc:bsm-11-71991e79,Balneolota,4078
nmdc:bsm-11-71991e79,Basidiomycota,117444
nmdc:bsm-11-71991e79,Bdellovibrionota,13288
nmdc:bsm-11-71991e79,Blastocladiomycota,1637
nmdc:bsm-11-71991e79,Caldisericota,806
nmdc:bsm-11-71991e79,Calditrichota,1059
nmdc:bsm-11-71991e79,Campylobacterota,3399
nmdc:bsm-11-71991e79,Candidatus Aerophobetes,1259
nmdc:bsm-11-71991e79,Candidatus Aminicenantes,1363
nmdc:bsm-11-71991e79,Candidatus Bathyarchaeota,94
nmdc:bsm-11-71991e79,Candidatus Berkelbacteria,4
nmdc:bsm-11-71991e79,Candidatus Bipolaricaulota,37
nmdc:bsm-11-71991e79,Candidatus Calescamantes,578
nmdc:bsm-11-71991e79,Candidatus Cloacimonadota,251
nmdc:bsm-11-71991e79,Candidatus Cryosericota,339
nmdc:bsm-11-71991e79,Candidatus Diapherotrites,10
nmdc:bsm-11-71991e79,Candidatus Fervidibacteria,1704
nmdc:bsm-11-71991e79,Candidatus Gracilibacteria,15
nmdc:bsm-11-71991e79,Candidatus Hydrogenedentes,339
nmdc:bsm-11-71991e79,Candidatus Korarchaeota,64
nmdc:bsm-11-71991e79,Candidatus Latescibacteria,1192
nmdc:bsm-11-71991e79,Candidatus Lokiarchaeota,24
nmdc:bsm-11-71991e79,Candidatus Marinimicrobia,863
nmdc:bsm-11-71991e79,Candidatus Melainabacteria,922
nmdc:bsm-11-71991e79,Candidatus Micrarchaeota,30
nmdc:bsm-11-71991e79,Candidatus Microgenomates,3695
nmdc:bsm-11-71991e79,Candidatus Nanohaloarchaeota,3
nmdc:bsm-11-71991e79,Candidatus Omnitrophota,4626
nmdc:bsm-11-71991e79,Candidatus Parcubacteria,2953
nmdc:bsm-11-71991e79,Candidatus Poribacteria,2696
nmdc:bsm-11-71991e79,Candidatus Saccharibacteria,1831
nmdc:bsm-11-71991e79,Candidatus Sumerlaeota,716
nmdc:bsm-11-71991e79,Candidatus Thermoplasmatota,858
nmdc:bsm-11-71991e79,Cercozoa,4
nmdc:bsm-11-71991e79,Chlamydiota,3153
nmdc:bsm-11-71991e79,Chlorobiota,2514
nmdc:bsm-11-71991e79,Chloroflexota,59722
nmdc:bsm-11-71991e79,Chlorophyta,23193
nmdc:bsm-11-71991e79,Chordata,24297
nmdc:bsm-11-71991e79,Chrysiogenota,527
nmdc:bsm-11-71991e79,Chytridiomycota,10985
nmdc:bsm-11-71991e79,Ciliophora,4852
nmdc:bsm-11-71991e79,Cnidaria,4364
nmdc:bsm-11-71991e79,Coprothermobacterota,261
nmdc:bsm-11-71991e79,Cressdnaviricota,19
nmdc:bsm-11-71991e79,Cyanobacteriota,164261
nmdc:bsm-11-71991e79,Deferribacterota,1476
nmdc:bsm-11-71991e79,Deinococcota,13167
nmdc:bsm-11-71991e79,Dictyoglomota,633
nmdc:bsm-11-71991e79,Duplornaviricota,4
nmdc:bsm-11-71991e79,Elusimicrobiota,11659
nmdc:bsm-11-71991e79,Euglenozoa,5516
nmdc:bsm-11-71991e79,Euryarchaeota,23811
nmdc:bsm-11-71991e79,Evosea,47459
nmdc:bsm-11-71991e79,Fibrobacterota,1706
nmdc:bsm-11-71991e79,Fornicata,119
nmdc:bsm-11-71991e79,Fusobacteriota,860
nmdc:bsm-11-71991e79,Gemmatimonadota,33298
nmdc:bsm-11-71991e79,Haptophyta,2218
nmdc:bsm-11-71991e79,Heterolobosea,2481
nmdc:bsm-11-71991e79,Ignavibacteriota,3736
nmdc:bsm-11-71991e79,Kiritimatiellota,2134
nmdc:bsm-11-71991e79,Kitrinoviricota,663
nmdc:bsm-11-71991e79,Lenarviricota,5890
nmdc:bsm-11-71991e79,Lentisphaerota,1279
nmdc:bsm-11-71991e79,Microsporidia,67
nmdc:bsm-11-71991e79,Mollusca,5213
nmdc:bsm-11-71991e79,Mucoromycota,15152
nmdc:bsm-11-71991e79,Mycoplasmatota,627
nmdc:bsm-11-71991e79,Myxococcota,557759
nmdc:bsm-11-71991e79,Negarnaviricota,63
nmdc:bsm-11-71991e79,Nematoda,8450
nmdc:bsm-11-71991e79,Nitrososphaerota,4107
nmdc:bsm-11-71991e79,Nitrospinota,1758
nmdc:bsm-11-71991e79,Nitrospirota,25872
nmdc:bsm-11-71991e79,Nucleocytoviricota,105
nmdc:bsm-11-71991e79,Oomycota,7104
nmdc:bsm-11-71991e79,Parabasalia,260
nmdc:bsm-11-71991e79,Perkinsozoa,2152
nmdc:bsm-11-71991e79,Pisuviricota,1269
nmdc:bsm-11-71991e79,Placozoa,1492
nmdc:bsm-11-71991e79,Planctomycetota,457000
nmdc:bsm-11-71991e79,Porifera,2649
nmdc:bsm-11-71991e79,Preplasmiviricota,8
nmdc:bsm-11-71991e79,Pseudomonadota,3496893
nmdc:bsm-11-71991e79,Retro-transcribing viruses,0
nmdc:bsm-11-71991e79,Rhodothermota,9873
nmdc:bsm-11-71991e79,Spirochaetota,7601
nmdc:bsm-11-71991e79,Streptophyta,26253
nmdc:bsm-11-71991e79,Synergistota,2594
nmdc:bsm-11-71991e79,Thermodesulfobacteriota,118437
nmdc:bsm-11-71991e79,Thermomicrobiota,7470
nmdc:bsm-11-71991e79,Thermoproteota,1576
nmdc:bsm-11-71991e79,Thermotogota,3109
nmdc:bsm-11-71991e79,Uroviricota,2321
nmdc:bsm-11-71991e79,Verrucomicrobiota,302854
nmdc:bsm-11-71991e79,Zoopagomycota,5679
nmdc:bsm-11-71991e79,candidate division NC10,17420
nmdc:bsm-11-71991e79,candidate division Zixibacteria,1340
nmdc:bsm-11-71991e79,"dsDNA viruses, no RNA stage",3693
nmdc:bsm-11-71991e79,dsRNA,31
nmdc:bsm-11-71991e79,dsRNA viruses,1508
nmdc:bsm-11-71991e79,ssDNA viruses,50
nmdc:bsm-11-71991e79,ssRNA (+) viruses,111222
nmdc:bsm-11-71991e79,ssRNA viruses,20003
nmdc:bsm-11-71991e79,unclassified Bacteria,7383
nmdc:bsm-11-71991e79,unclassified Eukaryota,15420
nmdc:bsm-11-71991e79,unclassified Viruses,9630
nmdc:bsm-11-71991e79,unclassified phages,30
nmdc:bsm-11-71991e79,unclassified viruses,1945
nmdc:bsm-11-7m09me46,Acidobacteriota,1922839
nmdc:bsm-11-7m09me46,Actinomycetota,977075
nmdc:bsm-11-7m09me46,Annelida,20395
nmdc:bsm-11-7m09me46,Apicomplexa,4284
nmdc:bsm-11-7m09me46,Aquificota,2895
nmdc:bsm-11-7m09me46,Armatimonadota,54565
nmdc:bsm-11-7m09me46,Arthropoda,14101
nmdc:bsm-11-7m09me46,Ascomycota,29493
nmdc:bsm-11-7m09me46,Atribacterota,445
nmdc:bsm-11-7m09me46,Bacillariophyta,994
nmdc:bsm-11-7m09me46,Bacillota,146641
nmdc:bsm-11-7m09me46,Bacteroidota,212060
nmdc:bsm-11-7m09me46,Balneolota,2698
nmdc:bsm-11-7m09me46,Basidiomycota,37939
nmdc:bsm-11-7m09me46,Bdellovibrionota,5452
nmdc:bsm-11-7m09me46,Blastocladiomycota,655
nmdc:bsm-11-7m09me46,Caldisericota,322
nmdc:bsm-11-7m09me46,Calditrichota,471
nmdc:bsm-11-7m09me46,Campylobacterota,1578
nmdc:bsm-11-7m09me46,Candidatus Absconditabacteria,28
nmdc:bsm-11-7m09me46,Candidatus Aerophobetes,1619
nmdc:bsm-11-7m09me46,Candidatus Aminicenantes,952
nmdc:bsm-11-7m09me46,Candidatus Bathyarchaeota,117
nmdc:bsm-11-7m09me46,Candidatus Berkelbacteria,3
nmdc:bsm-11-7m09me46,Candidatus Bipolaricaulota,53
nmdc:bsm-11-7m09me46,Candidatus Calescamantes,373
nmdc:bsm-11-7m09me46,Candidatus Cloacimonadota,125
nmdc:bsm-11-7m09me46,Candidatus Cryosericota,136
nmdc:bsm-11-7m09me46,Candidatus Diapherotrites,12
nmdc:bsm-11-7m09me46,Candidatus Fervidibacteria,887
nmdc:bsm-11-7m09me46,Candidatus Gracilibacteria,8
nmdc:bsm-11-7m09me46,Candidatus Hydrogenedentes,311
nmdc:bsm-11-7m09me46,Candidatus Korarchaeota,58
nmdc:bsm-11-7m09me46,Candidatus Latescibacteria,596
nmdc:bsm-11-7m09me46,Candidatus Lokiarchaeota,13
nmdc:bsm-11-7m09me46,Candidatus Marinimicrobia,530
nmdc:bsm-11-7m09me46,Candidatus Melainabacteria,627
nmdc:bsm-11-7m09me46,Candidatus Micrarchaeota,144
nmdc:bsm-11-7m09me46,Candidatus Microgenomates,1181
nmdc:bsm-11-7m09me46,Candidatus Omnitrophota,4712
nmdc:bsm-11-7m09me46,Candidatus Parcubacteria,629
nmdc:bsm-11-7m09me46,Candidatus Poribacteria,1144
nmdc:bsm-11-7m09me46,Candidatus Saccharibacteria,217
nmdc:bsm-11-7m09me46,Candidatus Sumerlaeota,622
nmdc:bsm-11-7m09me46,Candidatus Thermoplasmatota,633
nmdc:bsm-11-7m09me46,Chlamydiota,2161
nmdc:bsm-11-7m09me46,Chlorobiota,1332
nmdc:bsm-11-7m09me46,Chloroflexota,40969
nmdc:bsm-11-7m09me46,Chlorophyta,28223
nmdc:bsm-11-7m09me46,Chordata,13718
nmdc:bsm-11-7m09me46,Chrysiogenota,502
nmdc:bsm-11-7m09me46,Chytridiomycota,45692
nmdc:bsm-11-7m09me46,Ciliophora,13139
nmdc:bsm-11-7m09me46,Cnidaria,3009
nmdc:bsm-11-7m09me46,Coprothermobacterota,89
nmdc:bsm-11-7m09me46,Cyanobacteriota,59091
nmdc:bsm-11-7m09me46,Deferribacterota,717
nmdc:bsm-11-7m09me46,Deinococcota,6908
nmdc:bsm-11-7m09me46,Dictyoglomota,242
nmdc:bsm-11-7m09me46,Duplornaviricota,559
nmdc:bsm-11-7m09me46,Elusimicrobiota,1647
nmdc:bsm-11-7m09me46,Euglenozoa,1158
nmdc:bsm-11-7m09me46,Euryarchaeota,21955
nmdc:bsm-11-7m09me46,Evosea,14140
nmdc:bsm-11-7m09me46,Fibrobacterota,433
nmdc:bsm-11-7m09me46,Fornicata,43
nmdc:bsm-11-7m09me46,Fusobacteriota,422
nmdc:bsm-11-7m09me46,Gemmatimonadota,31575
nmdc:bsm-11-7m09me46,Haptophyta,1673
nmdc:bsm-11-7m09me46,Heterolobosea,1160
nmdc:bsm-11-7m09me46,Ignavibacteriota,2894
nmdc:bsm-11-7m09me46,Kiritimatiellota,801
nmdc:bsm-11-7m09me46,Kitrinoviricota,1557
nmdc:bsm-11-7m09me46,Lenarviricota,14313
nmdc:bsm-11-7m09me46,Lentisphaerota,689
nmdc:bsm-11-7m09me46,Microsporidia,21
nmdc:bsm-11-7m09me46,Mollusca,3281
nmdc:bsm-11-7m09me46,Mucoromycota,13147
nmdc:bsm-11-7m09me46,Mycoplasmatota,576
nmdc:bsm-11-7m09me46,Myxococcota,144512
nmdc:bsm-11-7m09me46,Negarnaviricota,183
nmdc:bsm-11-7m09me46,Nematoda,4031
nmdc:bsm-11-7m09me46,Nitrososphaerota,3392
nmdc:bsm-11-7m09me46,Nitrospinota,762
nmdc:bsm-11-7m09me46,Nitrospirota,16420
