"gold:Gb0139004",1104060,3300009759,"IMG Annotation Pipeline v.4.11.3","MEGAHIT v. 1.0.3"
"gold:Gb0139004",,3300054055,,"metaSPAdes v. 3.15.0"
"gold:Gb0139005",,3300054076,,"metaSPAdes v. 3.15.0"
"gold:Gb0139005",1104062,3300009632,"IMG Annotation Pipeline v.4.11.3","MEGAHIT v. 1.0.3"
"gold:Gb0139005",1164970,3300025453,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0139008",,3300054043,,"metaSPAdes v. 3.15.0"
"gold:Gb0139008",1104068,3300009624,"IMG Annotation Pipeline v.4.11.3","MEGAHIT v. 1.0.3"
"gold:Gb0139008",1165450,3300025414,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0139007",1104066,3300009614,"IMG Annotation Pipeline v.4.11.3","MEGAHIT v. 1.0.3"
"gold:Gb0139007",1164836,3300025409,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0139007",,3300054046,,"metaSPAdes v. 3.15.0"
"gold:Gb0139006",1164971,3300025441,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0139006",,3300054107,,"metaSPAdes v. 3.15.0"
"gold:Gb0139006",1104064,3300009615,"IMG Annotation Pipeline v.4.11.3","MEGAHIT v. 1.0.3"
"gold:Gb0139011",,3300054084,,"metaSPAdes v. 3.15.0"
"gold:Gb0139011",1165203,3300025480,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0139011",1104074,3300009519,"IMG Annotation Pipeline v.4.11.2","MEGAHIT v. 1.0.3"
"gold:Gb0139009",1104070,3300009645,"IMG Annotation Pipeline v.4.11.3","MEGAHIT v. 1.0.3"
"gold:Gb0139009",,3300054090,,"metaSPAdes v. 3.15.0"
"gold:Gb0139009",1165201,3300025500,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0139012",1164837,3300025359,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0139012",,3300054051,,"metaSPAdes v. 3.15.0"
"gold:Gb0139012",1104076,3300009627,"IMG Annotation Pipeline v.4.11.3","MEGAHIT v. 1.0.3"
"gold:Gb0139013",1104078,3300009643,"IMG Annotation Pipeline v.4.11.3","MEGAHIT v. 1.0.3"
"gold:Gb0139013",,3300054071,,"metaSPAdes v. 3.15.0"
"gold:Gb0139013",1164703,3300025507,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0139010",1104072,3300009548,"IMG Annotation Pipeline v.4.11.2","MEGAHIT v. 1.0.3"
"gold:Gb0139010",1165202,3300025469,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0139010",,3300054098,,"metaSPAdes v. 3.15.0"
"gold:Gb0139014",1104080,3300009616,"IMG Annotation Pipeline v.4.11.3","MEGAHIT v. 1.0.3"
"gold:Gb0139014",,3300054092,,"metaSPAdes v. 3.15.0"
