"gold:Gb0115217",1066000,3300005955,,"MEGAHIT v. 0.2.0"
"gold:Gb0115217",,3300042741,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0115217",1166366,3300026931,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0115220",,3300042744,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0115220",1166408,3300026919,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0115220",1065990,3300006007,,"MEGAHIT v. 0.2.0"
"gold:Gb0115222",,3300042745,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0115222",1065998,3300005990,,"MEGAHIT v. 0.2.0"
"gold:Gb0115222",1166382,3300027938,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0115233",,3300042756,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0115233",1066008,3300005943,,"MEGAHIT v. 0.2.0"
"gold:Gb0115233",1166383,3300027393,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0115221",1065994,3300006014,,"MEGAHIT v. 0.2.0"
"gold:Gb0115221",,3300042791,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0115221",1166409,3300027940,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0115218",1065976,3300006005,,"MEGAHIT v. 0.2.0"
"gold:Gb0115218",,3300042742,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0115218",1166372,3300026837,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0115232",1065984,3300006040,,"MEGAHIT v. 0.2.0"
"gold:Gb0115232",,3300042755,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0115232",1166357,3300027942,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0126424",,3300042757,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0126424",1166412,3300027006,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0126424",1091579,3300009801,"IMG Annotation Pipeline v.4.11.4","MEGAHIT v. 1.0.3"
"gold:Gb0126426",,3300042759,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0126426",1166390,3300027577,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0126426",1091583,3300009837,"IMG Annotation Pipeline v.4.11.4","MEGAHIT v. 1.0.3"
"gold:Gb0126427",1166384,3300027947,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0126427",,3300042760,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0126427",1091585,3300009795,"IMG Annotation Pipeline v.4.11.4","MEGAHIT v. 1.0.3"
"gold:Gb0126425",1166413,3300027169,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
"gold:Gb0126425",,3300042758,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0126425",1091581,3300009813,"IMG Annotation Pipeline v.4.11.4","MEGAHIT v. 1.0.3"
"gold:Gb0126430",1166358,3300027379,"IMG Annotation Pipeline v.4.16.2","spades v. 3.11.1"
