"gold:Gb0191643",1196479,3300028705,"IMG Annotation Pipeline v.4.16.4","spades v. 3.11.1"
"gold:Gb0191643",,3300042813,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0191647",1196487,3300028768,"IMG Annotation Pipeline v.4.16.4","spades v. 3.11.1"
"gold:Gb0191647",,3300042818,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0191649",1196491,3300028784,"IMG Annotation Pipeline v.4.16.4","spades v. 3.11.1"
"gold:Gb0191649",,3300042819,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0191646",,3300042825,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0191646",1196485,3300028709,"IMG Annotation Pipeline v.4.16.4","spades v. 3.11.1"
"gold:Gb0191644",1196481,3300028881,"IMG Annotation Pipeline v.4.16.4","spades v. 3.11.1"
"gold:Gb0191644",,3300042817,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0191656",,3300042828,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0191656",1196505,3300028875,"IMG Annotation Pipeline v.4.16.4","spades v. 3.11.1"
"gold:Gb0191659",1196511,3300028811,"IMG Annotation Pipeline v.4.16.4","spades v. 3.11.1"
"gold:Gb0191659",,3300042836,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0191648",,3300042814,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0191648",1196489,3300028803,"IMG Annotation Pipeline v.4.16.4","spades v. 3.11.1"
"gold:Gb0191658",1196509,3300028707,"IMG Annotation Pipeline v.4.16.4","spades v. 3.11.1"
"gold:Gb0191658",,3300042830,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0191651",,3300042826,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0191651",1196495,3300028799,"IMG Annotation Pipeline v.4.16.4","spades v. 3.11.1"
"gold:Gb0191662",,3300042837,"IMG Annotation Pipeline v.5.0.20","Metaspades v. 3.13.0"
"gold:Gb0191662",1196517,3300028708,"IMG Annotation Pipeline v.4.16.4","spades v. 3.11.1"
