gold:Gb0115838,1072971,3300006022,,MEGAHIT v. 0.2.0
gold:Gb0115842,1072979,3300006038,,MEGAHIT v. 0.2.0
gold:Gb0115845,1072985,3300006042,,MEGAHIT v. 0.2.0
gold:Gb0115840,1072975,3300006048,,MEGAHIT v. 0.2.0
gold:Gb0115848,1073224,3300006049,,MEGAHIT v. 0.2.0
gold:Gb0115841,1072977,3300006051,,MEGAHIT v. 0.2.0
gold:Gb0115863,1073254,3300006058,,MEGAHIT v. 0.2.0
gold:Gb0115839,1072973,3300006177,,MEGAHIT v. 0.2.0
gold:Gb0115844,1072983,3300006178,,MEGAHIT v. 0.2.0
gold:Gb0115846,1072987,3300006186,,MEGAHIT v. 0.2.0
gold:Gb0115858,1073244,3300006194,,MEGAHIT v. 0.2.0
gold:Gb0115843,1072981,3300006195,,MEGAHIT v. 0.2.0
gold:Gb0115853,1073234,3300006196,,MEGAHIT v. 0.2.0
gold:Gb0115847,1072989,3300006353,,MEGAHIT v. 0.2.0
gold:Gb0115852,1073232,3300006845,,MEGAHIT v. 0.2.0
gold:Gb0115861,1073250,3300006846,,MEGAHIT v. 0.2.0
gold:Gb0115862,1073252,3300006847,,MEGAHIT v. 0.2.0
gold:Gb0115864,1073256,3300006852,,MEGAHIT v. 0.2.0
gold:Gb0115851,1073230,3300006853,,MEGAHIT v. 0.2.0
gold:Gb0115856,1073240,3300006854,,MEGAHIT v. 0.2.0
gold:Gb0115865,1073258,3300006871,,MEGAHIT v. 0.2.0
gold:Gb0115860,1073248,3300006880,,MEGAHIT v. 0.2.0
gold:Gb0115857,1073242,3300006903,,MEGAHIT v. 0.2.0
gold:Gb0115855,1073238,3300006904,,MEGAHIT v. 0.2.0
gold:Gb0115867,1073262,3300006914,,MEGAHIT v. 0.2.0
gold:Gb0115850,1073228,3300006969,,MEGAHIT v. 1.0.3
gold:Gb0115866,1073260,3300007076,,MEGAHIT v. 0.2.0
gold:Gb0115863,1104001,3300009094,IMG Annotation Pipeline v.4.11.0,MEGAHIT v. 1.0.3
gold:Gb0115849,1073226,3300009100,IMG Annotation Pipeline v.4.11.0,MEGAHIT v. 1.0.3
gold:Gb0115858,1104576,3300009147,IMG Annotation Pipeline v.4.11.0,MEGAHIT v. 1.0.3
gold:Gb0115853,1104000,3300009156,IMG Annotation Pipeline v.4.11.0,MEGAHIT v. 1.0.3
gold:Gb0115854,1073236,3300009162,IMG Annotation Pipeline v.4.11.0,MEGAHIT v. 1.0.3
gold:Gb0115845,1166329,3300027866,IMG Annotation Pipeline v.4.16.2,spades v. 3.11.1
gold:Gb0115848,1166330,3300027873,IMG Annotation Pipeline v.4.16.2,spades v. 3.11.1
gold:Gb0115850,1165997,3300027880,IMG Annotation Pipeline v.4.16.2,spades v. 3.11.1
gold:Gb0115863,1163943,3300027907,IMG Annotation Pipeline v.4.16.2,spades v. 3.11.1
gold:Gb0115852,1165897,3300027909,IMG Annotation Pipeline v.4.16.2,spades v. 3.11.1
gold:Gb0115838,,3300050036,NMDC version of IMG Annotation Pipeline v.5.0.25,MEGAHIT v. 0.2.0
gold:Gb0115839,,3300050489,NMDC version of IMG Annotation Pipeline v.5.0.25,MEGAHIT v. 0.2.0
gold:Gb0115840,,3300050490,NMDC version of IMG Annotation Pipeline v.5.0.25,MEGAHIT v. 0.2.0
gold:Gb0115841,,3300050491,NMDC version of IMG Annotation Pipeline v.5.0.25,MEGAHIT v. 0.2.0
gold:Gb0115842,,3300050492,NMDC version of IMG Annotation Pipeline v.5.0.25,MEGAHIT v. 0.2.0
gold:Gb0115843,,3300050493,NMDC version of IMG Annotation Pipeline v.5.0.25,MEGAHIT v. 0.2.0
gold:Gb0115844,,3300050494,NMDC version of IMG Annotation Pipeline v.5.0.25,MEGAHIT v. 0.2.0
